statuses,date_joined,most_recent_post,following,followers,favourites,lists,tweets_this_week,retweet,retweeted_count,userNameScore,avg_tweets_by_day_of_week,engagment_rate,screen_name,account_type
40,2012,2018,0.0,10.0,156,0,0.0,20.0,27922.0,0.0,5.429,279220.0,alexis1998perez,0.0
10043,2012,2018,0.0,14.0,57,0,0.0,28.0,29139.0,0.9230769230769232,25.714,208135.71,gmranspecial,0.0
14,2012,2018,0.0,1.0,118,0,0.0,8.0,263.0,0.1428571428571429,1.857,26300.0,cordia197,0.0
72,2012,2018,0.0,11.0,333,0,0.0,42.0,5462.0,0.0,8.714,49654.55,976571376,0.0
28,2012,2018,0.0,25.0,443,0,0.0,0.0,2.0,0.0625,4.0,8.0,porby00,0.0
22,2012,2018,0.0,11.0,99,0,0.0,14.0,7838.0,0.0,2.571,71254.55,aminatmomoh1,0.0
22,2012,2018,0.0,0.0,98,0,0.0,14.0,3840.0,0.1333333333333333,2.714,384000.0,iwanginaassyab1,0.0
3386,2012,2018,0.0,37.0,2414,1,0.0,134.0,327468.0,0.0,19.429,885048.65,imrnnnnn,0.0
1207,2012,2018,0.0,112.0,361,0,0.0,52.0,78060.0,0.125,27.0,69696.43,marc_gabriel2,0.0
73,2012,2018,0.0,27.0,489,0,0.0,40.0,35221.0,0.2666666666666667,9.143,130448.15,ncerreto,0.0
20,2012,2018,0.0,2.0,110,0,0.0,14.0,43578.0,0.2142857142857143,2.857,2178900.0,1luancardoso14,0.0
2299,2012,2018,210.0,327.0,7907,0,0.0,94.0,1296460.0,0.9285714285714286,22.857,396470.95,shaemcspadden,1.0
64,2012,2018,0.0,10.0,254,0,0.0,38.0,17005.0,0.125,8.429,170050.0,tehruan,0.0
351,2012,2018,0.0,70.0,211,0,0.0,84.0,314129.0,0.2352941176470588,27.143,448755.71,mag1c_marcus,0.0
107,2012,2018,0.0,1.0,114,0,0.0,78.0,87496.0,0.35,11.429,8749600.0,tristin000,0.0
164,2012,2018,0.0,50.0,749,1,0.0,78.0,201523.0,0.0,20.143,403046.0,ladurathore,0.0
41,2012,2018,0.0,2.0,200,0,0.0,24.0,2411.0,0.0714285714285714,5.429,120550.0,jennmjahns,0.0
71,2012,2018,0.0,4.0,389,0,0.0,42.0,15799.0,0.1538461538461538,9.143,394975.0,ririlami,0.0
9748,2012,2018,135.0,188.0,3377,2,0.0,126.0,336078.0,0.0833333333333333,18.714,178764.89,umnegaofeliz,1.0
7280,2012,2018,0.0,116.0,69,0,0.0,36.0,168796.0,0.5714285714285714,26.143,145513.79,ahmedzizo66,0.0
27477,2012,2018,0.0,680.0,2667,1,0.0,106.0,26413.0,0.9230769230769232,18.714,3884.26,lindascanona,0.0
3303,2012,2018,0.0,67.0,2303,3,0.0,126.0,420922.0,0.0,23.286,628241.79,budsman420,0.0
137,2012,2018,0.0,206.0,681,0,0.0,72.0,261187.0,0.1333333333333333,16.571,126789.81,zaynmal36024791,0.0
118,2012,2018,653.0,32.0,37,0,0.0,8.0,238588.0,0.4444444444444444,15.429,745587.5,harryjonesb,1.0
73,2012,2018,0.0,8.0,180,0,0.0,54.0,130476.0,0.1333333333333333,8.571,1630950.0,genuis0523,0.0
3141,2012,2018,23781.0,21056.0,1697,66,0.0,10.0,277087.0,0.6428571428571428,17.714,1315.95,therighthelp,1.0
60,2012,2018,0.0,18.0,302,0,0.0,28.0,82576.0,0.0625,7.286,458755.56,hyryeeaksoy,0.0
56,2012,2018,0.0,18.0,302,0,0.0,28.0,23938.0,0.1333333333333333,7.571,132988.89,ericabraiato,0.0
25327,2012,2018,199.0,902.0,262,0,0.0,84.0,25769.0,0.1428571428571429,24.857,2856.87,beautifuldaniu,1.0
2837,2012,2018,24.0,9.0,2081,2,0.0,128.0,415778.0,0.2307692307692307,19.286,4619755.56,metallicakh39,0.0
23,2012,2018,0.0,7.0,162,0,0.0,16.0,17224.0,0.1428571428571429,3.143,246057.14,justinjuckt,0.0
107,2012,2018,0.0,24.0,662,0,0.0,52.0,12271.0,0.1428571428571429,13.286,51129.17,kevenottaviani,0.0
46,2012,2018,0.0,10.0,281,0,0.0,22.0,1133.0,0.1428571428571429,5.857,11330.0,d_ancing,0.0
18482,2012,2018,0.0,477.0,4496,3,0.0,86.0,1466334.0,0.0909090909090909,13.0,307407.55,oldskooljas,0.0
180,2012,2018,0.0,73.0,851,0,0.0,102.0,143733.0,0.1666666666666666,21.143,196894.52,hargrave92,0.0
1,2012,2018,0.0,775204.0,28,1889,0.0,0.0,282.0,0.0,0.143,0.04,kanggary58,1.0
141,2012,2018,0.0,18.0,602,0,0.0,86.0,23637.0,0.0666666666666666,17.714,131316.67,nickbra97456973,0.0
67,2012,2018,0.0,19.0,296,0,0.0,42.0,2549.0,0.1666666666666666,8.714,13415.79,3lywier,0.0
652,2012,2018,452.0,1974.0,0,34,0.0,0.0,1.0,0.3333333333333333,28.143,0.05,kawasakifans,0.0
14,2012,2018,0.0,6.0,53,0,0.0,6.0,61.0,0.0714285714285714,1.857,1016.67,uzfirst,0.0
2202,2012,2018,0.0,1675.0,27,15,0.0,6.0,6739.0,0.8666666666666667,28.571,402.33,pandacashback,1.0
61,2012,2018,0.0,8.0,287,0,0.0,36.0,3931.0,0.0,7.429,49137.5,preetaus22,0.0
39,2012,2018,0.0,31.0,276,1,0.0,20.0,874.0,0.0769230769230768,4.857,2819.35,saadbuf,0.0
1753,2012,2018,577.0,148.0,145,4,0.0,32.0,152518.0,1.0,28.429,103052.7,reggno,0.0
34,2012,2018,0.0,6.0,219,0,0.0,12.0,730.0,0.25,4.143,12166.67,lilkome,0.0
40,2012,2018,226.0,50.0,222,0,0.0,20.0,254122.0,0.1428571428571429,4.857,508244.0,bigal_hall,0.0
72,2012,2018,0.0,11.0,352,1,0.0,38.0,44095.0,0.0,9.286,400863.64,u_chihasasuke,0.0
17,2012,2018,0.0,0.0,85,0,0.0,12.0,774.0,0.0,2.429,77400.0,andrzej99147987,0.0
45,2012,2018,0.0,9.0,201,0,0.0,24.0,19333.0,0.0,5.714,214811.11,1511697665,0.0
46,2012,2018,0.0,7.0,238,0,0.0,20.0,49791.0,0.0,5.286,711300.0,sanjdej,0.0
10,2012,2018,0.0,4.0,17,0,0.0,6.0,9689.0,0.1875,0.857,242225.0,quispe_unico,0.0
9,2012,2018,0.0,2.0,3,0,0.0,6.0,32344.0,0.1111111111111111,1.0,1617200.0,eiscanuck,0.0
1196,2012,2018,74.0,3.0,1419,0,0.0,106.0,266653.0,0.25,16.429,8888433.33,lrmesner,0.0
417,2012,2018,0.0,50.0,752,0,0.0,34.0,70695.0,0.4444444444444444,6.714,141390.0,alaasfh,1.0
23,2012,2018,0.0,2.0,86,0,0.0,12.0,5960.0,0.0,3.0,298000.0,subzero33167942,0.0
5,2012,2018,0.0,2.0,131,0,0.0,0.0,1.0,0.0769230769230768,0.714,50.0,osjlove777,0.0
96,2012,2018,0.0,16.0,385,0,0.0,52.0,70144.0,0.0769230769230768,12.286,438400.0,princeryu714,0.0
18,2012,2018,0.0,2.0,67,0,0.0,8.0,148.0,0.0,2.143,7400.0,keyeo1,0.0
168,2012,2018,0.0,68.0,741,0,0.0,86.0,71490.0,0.0,21.0,105132.35,966507096617,0.0
995,2012,2018,342.0,341.0,69,10,0.0,0.0,29.0,0.4444444444444444,28.571,8.5,oohlalamilton,1.0
69,2012,2018,0.0,12.0,361,0,0.0,40.0,5626.0,0.0666666666666666,8.857,46883.33,diegoem22717827,0.0
20,2012,2018,0.0,5.0,117,0,0.0,12.0,31383.0,0.0999999999999999,2.714,627660.0,clasen20,0.0
3547,2012,2018,89.0,58.0,2323,2,0.0,124.0,295272.0,0.4285714285714286,19.143,509089.66,madhur_77,0.0
30,2012,2018,0.0,3.0,158,0,0.0,22.0,33507.0,0.1538461538461538,4.286,1116900.0,trisnamariana,0.0
42,2012,2018,0.0,10.0,216,0,0.0,24.0,38472.0,0.0,5.143,384720.0,mpctw2000,0.0
38,2012,2018,0.0,5.0,234,0,0.0,22.0,35343.0,0.0714285714285714,4.571,706860.0,szzoli98,0.0
147,2012,2018,0.0,1.0,84,0,0.0,8.0,6864.0,0.0714285714285714,20.714,686400.0,sniperschatten,0.0
36,2012,2018,0.0,9.0,230,0,0.0,14.0,3638.0,0.0588235294117647,3.857,40422.22,moniqueite,0.0
17,2012,2018,0.0,1.0,92,0,0.0,10.0,107.0,0.0,2.286,10700.0,lin594555247,0.0
62,2012,2018,0.0,11.0,337,0,0.0,34.0,53643.0,0.0714285714285714,7.0,487663.64,brookesummer11,0.0
30,2012,2018,0.0,7.0,199,0,0.0,14.0,63370.0,0.1052631578947368,3.714,905285.71,bouissou_eudes,0.0
199,2012,2018,0.0,7.0,174,0,0.0,38.0,217984.0,0.1538461538461538,27.857,3114057.14,sevpai18,0.0
16,2012,2018,0.0,6.0,66,0,0.0,10.0,5286.0,0.0714285714285714,2.143,88100.0,lucaeliatattoo,0.0
1376,2012,2018,15.0,2.0,1037,1,0.0,104.0,245760.0,0.0,15.286,12288000.0,james81263076,0.0
30,2012,2018,0.0,6.0,142,0,0.0,12.0,9955.0,0.2142857142857143,3.714,165916.67,manoharalle,0.0
18,2012,2018,100.0,3.0,82,0,0.0,8.0,8850.0,0.0999999999999999,2.143,295000.0,kifo4o5,0.0
132,2012,2018,0.0,31.0,601,0,0.0,80.0,69023.0,0.0909090909090909,16.857,222654.84,burginjimmy,0.0
38,2012,2018,0.0,10.0,165,0,0.0,22.0,1787.0,0.0625,5.143,17870.0,lopezg1997,0.0
65,2012,2018,0.0,8.0,395,0,0.0,38.0,149170.0,0.0625,8.429,1864625.0,konfetka_2,0.0
16,2012,2018,0.0,8.0,334,0,0.0,0.0,2.0,0.0,2.143,25.0,ehdrbsrudejr,0.0
33,2012,2018,0.0,7.0,204,0,0.0,18.0,7690.0,0.125,4.286,109857.14,bestvistos,0.0
40,2012,2018,0.0,3.0,181,0,0.0,16.0,26008.0,0.0833333333333333,4.429,866933.33,vitordarboux,0.0
681,2012,2018,0.0,53.0,95,0,0.0,124.0,450150.0,0.1999999999999999,26.714,849339.62,dillido,0.0
1820,2012,2018,3.0,0.0,1283,0,0.0,142.0,431143.0,1.0,20.429,43114300.0,x007aa,0.0
58,2012,2018,0.0,7.0,316,0,0.0,24.0,550.0,0.125,6.857,7857.14,lebanga,0.0
3027,2012,2018,43.0,112.0,2275,0,0.0,132.0,382107.0,0.5,19.286,341166.96,allisonjones_02,0.0
3833,2012,2018,807.0,47.0,2316,0,0.0,118.0,301888.0,0.0769230769230768,18.429,642314.89,joooorgito12h,0.0
4,2012,2018,0.0,0.0,10,0,0.0,2.0,22208.0,0.7272727272727273,0.429,2220800.0,hiphop2321,0.0
25,2012,2018,0.0,2.0,164,0,0.0,14.0,1288.0,0.0588235294117647,2.714,64400.0,kisnikolett2,0.0
19,2012,2018,0.0,6.0,105,0,0.0,12.0,114557.0,0.1333333333333333,2.571,1909283.33,berfinx3,0.0
61,2012,2018,0.0,12.0,390,0,0.0,24.0,42245.0,0.1538461538461538,7.714,352041.67,fab_oo,0.0
209,2012,2018,0.0,114.0,86,1,0.0,138.0,442074.0,0.1333333333333333,22.429,387784.21,finalfantasyref,0.0
30,2012,2018,0.0,3.0,96,0,0.0,14.0,107578.0,0.1333333333333333,4.143,3585933.33,acteuressamay,0.0
5296,2012,2018,1176.0,1783.0,2190,3,0.0,110.0,367577.0,0.2222222222222222,22.714,20615.65,xsocartic,0.0
72034,2012,2018,996.0,668.0,0,5,0.0,0.0,0.0,0.875,28.571,0.0,bozotboy,0.0
115,2012,2018,0.0,30.0,569,0,0.0,66.0,451729.0,0.1538461538461538,14.143,1505763.33,artclo06,0.0
40,2012,2018,0.0,8.0,178,0,0.0,24.0,46174.0,0.125,5.286,577175.0,fernand89556657,0.0
2579,2012,2018,74.0,21.0,16,3,0.0,152.0,287277.0,0.8571428571428572,28.429,1367985.71,waynerhudson,1.0
5,2012,2018,59.0,4.0,56,0,0.0,2.0,1011.0,0.1333333333333333,0.571,25275.0,nickconnell6519,0.0
30,2012,2018,0.0,3.0,128,0,0.0,12.0,7263.0,0.0,3.857,242100.0,aikopink517,0.0
10,2012,2018,0.0,7.0,178,0,0.0,0.0,4.0,0.0,1.286,57.14,gmltlr13,0.0
116,2012,2018,0.0,23.0,569,0,0.0,60.0,268797.0,0.1428571428571429,14.571,1168682.61,noah123pierre,0.0
6221,2012,2018,11981.0,4620.0,2344,17,0.0,116.0,271971.0,0.7894736842105263,18.857,5886.82,egoandgreedshoe,0.0
12,2012,2018,0.0,3.0,110,0,0.0,8.0,163.0,0.0714285714285714,1.714,5433.33,varganicki0228,0.0
31,2012,2018,0.0,5.0,103,0,0.0,10.0,117338.0,0.0769230769230768,3.714,2346760.0,miranda_sai,0.0
45,2012,2018,0.0,22.0,193,0,0.0,12.0,17946.0,0.0666666666666666,5.714,81572.73,antonio60241394,0.0
36,2012,2018,145.0,15.0,191,0,0.0,16.0,17716.0,0.0,4.857,118106.67,dbthom03,0.0
91,2012,2018,0.0,18.0,444,0,0.0,50.0,177295.0,0.0,11.571,984972.22,josephcrowe6,0.0
46,2012,2018,0.0,13.0,319,0,0.0,20.0,1658.0,0.0714285714285714,5.714,12753.85,claudio_arca83,0.0
11,2012,2018,0.0,6.0,8,0,0.0,8.0,26030.0,0.8333333333333334,1.286,433833.33,jananeumann4,0.0
9543,2012,2018,1635.0,917.0,799,3,0.0,80.0,319469.0,0.0,27.857,34838.5,rainsperfume,0.0
7552,2012,2018,299.0,177.0,2924,7,0.0,132.0,316223.0,0.375,19.143,178657.06,dakoko25,0.0
66,2012,2018,0.0,20.0,309,0,0.0,36.0,55826.0,0.2857142857142857,7.857,279130.0,callmecupquake,0.0
40471,2012,2018,267.0,2684.0,29939,29,0.0,92.0,6069.0,0.375,27.857,226.12,beatiste,1.0
18,2012,2018,0.0,10.0,108,0,0.0,10.0,335.0,0.1538461538461538,2.0,3350.0,ebpabasara,0.0
60,2012,2018,0.0,10.0,44,0,0.0,38.0,137992.0,0.1538461538461538,6.143,1379920.0,sparr0w92,0.0
34,2012,2018,0.0,8.0,249,0,0.0,14.0,89002.0,0.0,4.429,1112525.0,modtanoyemopm,0.0
796,2012,2018,0.0,72.0,131,0,0.0,12.0,11339.0,0.2142857142857143,28.286,15748.61,biankakatona,0.0
14,2012,2018,0.0,1.0,11,0,0.0,10.0,36560.0,0.0999999999999999,1.429,3656000.0,bigboxwww,0.0
3,2012,2018,0.0,0.0,1,0,0.0,2.0,6430.0,0.0999999999999999,0.429,643000.0,killer8719,0.0
51,2012,2018,0.0,15.0,309,0,0.0,24.0,26516.0,0.1818181818181817,6.286,176773.33,aahmetanil,0.0
9424,2012,2018,139.0,178115.0,577,353,0.0,12.0,1287.0,0.5714285714285714,28.0,0.72,mawiacz,1.0
102,2012,2018,0.0,16.0,400,0,0.0,50.0,291906.0,0.0,13.857,1824412.5,thesmexx,0.0
2699,2012,2018,452.0,133.0,4900,27,0.0,172.0,2127207.0,0.4285714285714286,27.571,1599403.76,bututar,1.0
2989,2012,2018,94.0,22.0,2169,0,0.0,138.0,494109.0,0.2142857142857143,19.857,2245950.0,bautistalouis7,0.0
30557,2012,2018,130.0,1729.0,9856,0,0.0,92.0,4236838.0,0.0,17.714,245045.58,oceanslides,1.0
1646,2012,2018,0.0,5.0,1131,0,0.0,144.0,425313.0,0.6666666666666667,20.714,8506260.0,visional1982,0.0
12592,2012,2018,73.0,116.0,3376,0,0.0,122.0,361498.0,0.0,17.857,311636.21,_cjs32,0.0
18,2012,2018,0.0,5.0,135,0,0.0,12.0,143.0,0.0,2.429,2860.0,johanntommybhm,0.0
2443,2012,2018,40.0,20.0,1335,0,0.0,130.0,334777.0,0.25,18.857,1673885.0,vivimoco,1.0
724,2017,2018,0.0,7.0,534,0,0.0,130.0,429196.0,0.8571428571428572,18.857,6131371.43,margaretlogue1,0.0
1418,2017,2018,53.0,7.0,1036,0,0.0,128.0,367209.0,0.1538461538461538,19.571,5245842.86,amazon_austin,0.0
2718,2017,2018,744.0,331.0,42,0,0.0,184.0,30396.0,0.8181818181818181,26.429,9183.08,ranzoniana1,0.0
35,2017,2018,0.0,0.0,161,0,0.0,22.0,49609.0,0.0,4.286,4960900.0,d8qvvbrkpwhbesh,0.0
25,2017,2018,338.0,21.0,0,0,0.0,0.0,0.0,0.6666666666666667,3.571,0.0,jaysontmusic,0.0
312,2017,2018,408.0,69.0,839,1,0.0,90.0,283973.0,0.1666666666666666,28.571,411555.07,sneakerboy20,0.0
24,2017,2018,0.0,5.0,18,0,0.0,20.0,226322.0,0.0,3.0,4526440.0,2ckqqstfjf9u8ty,0.0
528,2017,2018,3787.0,1060.0,303,1,0.0,34.0,84193.0,0.125,26.0,7942.74,kb_locks,0.0
529,2017,2018,110.0,39.0,550,0,0.0,156.0,1060936.0,0.0,23.714,2720348.72,babymalik_lh,0.0
1183,2017,2018,80.0,22.0,8822,0,0.0,146.0,2228392.0,0.0,23.571,10129054.55,feiiati0,1.0
13,2017,2018,0.0,2.0,99,0,0.0,8.0,3270.0,0.0714285714285714,1.714,163500.0,linc33603333,0.0
35,2017,2018,10.0,10.0,16,0,0.0,28.0,7394.0,0.9090909090909092,4.571,73940.0,batuhandncc,0.0
3974,2017,2018,454.0,330.0,24394,1,0.0,90.0,1214793.0,0.0,24.286,368119.09,myspacegf,1.0
7550,2017,2018,179.0,88.0,20263,1,0.0,18.0,987.0,0.0,28.286,1121.59,jlb1429,1.0
778,2017,2018,70.0,10.0,970,0,0.0,156.0,1799729.0,0.0999999999999999,22.429,17997290.0,snxxpfrxsh,0.0
218,2017,2018,0.0,29.0,287,0,0.0,72.0,2993.0,0.9230769230769232,27.857,10320.69,seatgiantstl,0.0
8,2017,2018,0.0,9.0,146,0,0.0,0.0,1.0,0.0,1.0,11.11,mhvm7gc9f94jszv,0.0
1218,2017,2018,131.0,122.0,982,0,0.0,170.0,43120.0,0.8571428571428572,24.429,35344.26,pannocchietto2,0.0
9,2017,2018,1393.0,6.0,15,0,0.0,6.0,27238.0,0.75,1.0,453966.67,pili_calzado,0.0
34,2017,2018,0.0,3.0,133,0,0.0,20.0,50898.0,0.0,4.286,1696600.0,levi96922671,0.0
1175,2017,2018,225.0,22.0,5413,0,0.0,72.0,277039.0,0.6153846153846154,27.286,1259268.18,themoneymay,1.0
87,2017,2018,119.0,119.0,17,0,0.0,2.0,269.0,0.7272727272727273,12.429,226.05,mesaplaysaz,1.0
143,2017,2018,29896.0,25168.0,49,28,0.0,2.0,353.0,0.3333333333333333,18.571,1.4,ithinksthatways,0.0
6700,2017,2018,685.0,495.0,91,0,0.0,0.0,1.0,0.0,28.571,0.2,8s88s,1.0
59,2017,2018,0.0,11.0,387,0,0.0,34.0,44885.0,0.1333333333333333,7.857,408045.45,cathyerig,0.0
247,2017,2018,4.0,11.0,14,0,0.0,188.0,11274.0,0.0,26.857,102490.91,iamkatpetrova,0.0
13833,2017,2018,49.0,763.0,72,41,0.0,160.0,1018.0,0.2777777777777778,23.286,133.42,openblockchains,0.0
432,2017,2018,182.0,70.0,229,1,0.0,10.0,19623.0,0.5882352941176471,28.571,28032.86,silent_canvas,0.0
563,2017,2018,0.0,1623.0,0,53,0.0,0.0,177.0,0.8888888888888888,28.571,10.91,probabot_,0.0
27,2017,2018,0.0,1.0,17,0,0.0,16.0,11002.0,0.4166666666666666,2.429,1100200.0,svenskannika,0.0
1577,2017,2018,29.0,214.0,14,12,0.0,0.0,24.0,0.5,28.571,11.21,twinpeaksbot,0.0
812,2017,2018,0.0,316.0,0,40,0.0,0.0,103.0,0.6153846153846154,28.571,32.59,moon_rise_bot,0.0
15433,2017,2018,566.0,280.0,12981,0,0.0,182.0,5231.0,0.9230769230769232,27.429,1868.21,cassandra6624,0.0
37,2017,2018,159.0,5.0,175,0,0.0,18.0,60081.0,0.0,4.143,1201620.0,phoenixleker,0.0
1129,2017,2018,0.0,37.0,0,5,0.0,0.0,123.0,0.8,28.571,332.43,all_the_planets,0.0
491,2017,2018,287.0,97.0,421,1,0.0,82.0,17946.0,0.9230769230769232,28.571,18501.03,adriawingate,0.0
576,2017,2018,87.0,33.0,713,0,0.0,188.0,89999.0,0.8461538461538461,27.286,272724.24,janidevidas,0.0
37,2017,2018,0.0,12.0,199,0,0.0,18.0,79439.0,0.1176470588235294,4.857,661991.67,andreasnoto,0.0
215,2017,2018,3150.0,1006.0,15,0,0.0,18.0,2479.0,0.0666666666666666,28.429,246.42,the_king_capper,0.0
392,2017,2018,3911.0,1043.0,899,1,0.0,10.0,23938.0,0.7333333333333334,28.143,2295.11,gamerzguildtncs,1.0
2519,2017,2018,3.0,5.0,1705,0,0.0,136.0,513565.0,0.6428571428571428,19.571,10271300.0,steven_ennes,0.0
40,2017,2018,0.0,5.0,179,0,0.0,16.0,191427.0,0.1875,5.0,3828540.0,arslanturkozkan,0.0
18,2017,2018,68.0,1.0,11,0,0.0,12.0,154347.0,0.4,2.571,15434700.0,fredand64213737,1.0
2646,2017,2018,96.0,43.0,139,0,0.0,130.0,6646.0,0.0689655172413793,21.857,15455.81,arieoned,1.0
11,2017,2018,924.0,31.0,197,0,0.0,6.0,27.0,0.3636363636363636,1.0,87.1,dannberde,0.0
214,2017,2018,116.0,23.0,292,0,0.0,74.0,2418447.0,0.5454545454545454,26.143,10514986.96,justinn9619,1.0
11,2017,2018,83.0,0.0,50,0,0.0,10.0,2462.0,0.1333333333333333,1.429,246200.0,heatherdeanne72,0.0
25480,2017,2018,4045.0,1051.0,750,12,0.0,114.0,23631.0,0.8181818181818181,27.143,2248.43,ericpoulin9,1.0
37,2017,2018,0.0,9.0,191,0,0.0,16.0,943.0,0.0,4.714,10477.78,marcs58908667,0.0
21,2017,2018,0.0,0.0,109,0,0.0,8.0,44221.0,0.0588235294117647,2.714,4422100.0,kguinap,0.0
861,2017,2018,18.0,83.0,5,8,0.0,0.0,4.0,0.3333333333333333,28.571,4.82,iamaslowtrain,0.0
1102,2017,2018,62.0,90.0,1211,0,0.0,8.0,2935.0,0.875,28.143,3261.11,fabarom1,1.0
2015,2017,2018,1.0,2.0,1,0,0.0,0.0,0.0,0.9333333333333332,28.571,0.0,nps20180007bot,0.0
86,2017,2018,0.0,3.0,103,0,0.0,62.0,84755.0,0.8666666666666667,9.286,2825166.67,natsuidragneel9,0.0
98,2017,2018,773.0,0.0,73,0,0.0,70.0,128681.0,0.1666666666666666,10.0,12868100.0,mettlergigi,0.0
1805,2017,2018,10164.0,8788.0,4537,5,0.0,16.0,3365.0,0.9166666666666666,26.429,38.29,dailytxtmsg_,0.0
15,2017,2018,0.0,1.0,54,0,0.0,8.0,1439.0,0.1818181818181817,1.571,143900.0,vicdin5,0.0
1978,2017,2018,216.0,203.0,5,0,0.0,130.0,28935.0,0.6666666666666667,18.571,14253.69,melindamarte,0.0
1057,2017,2018,18.0,2.0,760,1,0.0,54.0,149609.0,0.9285714285714286,7.857,7480450.0,operatorhuang1,0.0
4,2017,2018,1026.0,15.0,7,0,0.0,2.0,7567.0,0.4545454545454546,0.429,50446.67,aliciama118,0.0
64,2017,2018,61.0,11.0,8,0,0.0,12.0,196.0,0.5882352941176471,8.571,1781.82,seriousplaych,1.0
28,2017,2018,169.0,6.0,111,0,0.0,8.0,775.0,0.875,3.0,12916.67,faozane3,0.0
117,2017,2018,297.0,36.0,80,1,0.0,36.0,37165.0,0.7333333333333334,16.571,103236.11,tringuyenminh91,1.0
405,2017,2018,633.0,194.0,896,0,0.0,62.0,695022.0,0.6470588235294117,28.286,358258.76,alofootball,0.0
6,2017,2018,2793.0,166.0,5,0,0.0,0.0,3.0,0.8461538461538461,0.857,1.81,elenamcadams3,0.0
16,2017,2018,103.0,6.0,98,0,0.0,10.0,1567.0,0.1666666666666666,2.143,26116.67,dimissas,0.0
14106,2017,2018,650.0,287.0,12012,0,0.0,186.0,5173.0,1.0,28.0,1802.44,ziaguerriera,0.0
49,2017,2018,171.0,18.0,140,0,0.0,14.0,1042.0,0.0666666666666666,6.0,5788.89,pbssportsarabia,0.0
1061,2017,2018,402.0,283.0,1972,1,0.0,136.0,15759.0,0.3076923076923077,21.143,5568.55,mithi75822262,0.0
35,2017,2018,1229.0,176.0,9,1,0.0,24.0,427.0,0.8823529411764706,4.143,242.61,luxuryphototour,0.0
27,2017,2018,0.0,5.0,106,0,0.0,18.0,7578.0,0.0714285714285714,3.714,151560.0,wequ6,0.0
132,2017,2018,242.0,54.0,71,1,0.0,42.0,4896.0,0.3333333333333333,18.857,9066.67,vegan_eve,0.0
425,2017,2018,30.0,12.0,942,0,0.0,184.0,21230.0,0.0666666666666666,28.286,176916.67,penniesonmymind,0.0
85,2017,2018,564.0,5.0,90,1,0.0,36.0,49707.0,0.0,9.571,994140.0,theezlul,0.0
33,2017,2018,601.0,5.0,20,0,0.0,26.0,92303.0,0.1111111111111111,4.0,1846060.0,engcivilgio,0.0
1522,2017,2018,141.0,25.0,336,1,0.0,104.0,7468620.0,0.0,16.571,29874480.0,veautory,0.0
19453,2017,2018,234.0,311.0,14334,9,0.0,142.0,26979.0,0.6666666666666667,22.286,8674.92,ethercoinschile,0.0
2069,2017,2018,4605.0,4561.0,2,19,0.0,0.0,578.0,0.0625,28.571,12.67,decryptingtrump,1.0
22,2017,2018,0.0,1.0,10,0,0.0,8.0,21789.0,0.4285714285714286,2.571,2178900.0,jeroen13526132,0.0
18,2017,2018,190.0,0.0,129,0,0.0,10.0,24925.0,0.0625,2.0,2492500.0,dominic86565591,0.0
1,2017,2018,0.0,254.0,0,2,0.0,0.0,6.0,0.1538461538461538,0.143,2.36,digiornopizza,1.0
2127,2017,2018,0.0,10.0,1634,2,0.0,144.0,292562.0,0.5714285714285714,20.571,2925620.0,alilacroix01,0.0
2487,2017,2018,110.0,12.0,2199,2,0.0,80.0,158738.0,0.1666666666666666,11.714,1322816.67,jnkfoodjnkie,0.0
11739,2017,2018,0.0,53.0,2509,1,0.0,130.0,3669907.0,0.0,21.0,6924352.83,xoz_69,1.0
3066,2017,2018,646.0,580.0,1417,16,0.0,102.0,11824.0,0.8888888888888888,25.857,2038.62,teamdean,1.0
7206,2017,2018,843.0,117.0,1523,1,0.0,136.0,112096.0,0.2727272727272727,27.0,95808.55,rnr12345678,1.0
4583,2017,2018,1.0,25.0,0,26,0.0,0.0,2.0,0.368421052631579,28.571,8.0,busyadvice,0.0
103,2017,2018,0.0,9.0,509,0,0.0,60.0,142937.0,0.0833333333333333,13.571,1588188.89,sa_yxny,0.0
859,2017,2018,1014.0,565.0,142,1,0.0,14.0,669.0,0.4666666666666667,28.571,118.41,sharpmoneyplays,0.0
49,2017,2018,262.0,13.0,315,0,0.0,30.0,30960.0,0.0,5.857,238153.85,mvakkuu,0.0
1330,2017,2018,39.0,13.0,956,1,0.0,130.0,339968.0,0.0555555555555555,19.143,2615138.46,da_redpotata,0.0
34,2017,2018,0.0,4.0,166,0,0.0,24.0,58474.0,0.25,4.429,1461850.0,leenardo4,0.0
58,2017,2018,3838.0,1529.0,132,2,0.0,0.0,59.0,0.6666666666666667,8.286,3.86,iamxyztherapper,0.0
1273,2017,2018,0.0,7.0,1028,0,0.0,128.0,330622.0,0.7857142857142857,18.857,4723171.43,kipleyedwards,0.0
108,2017,2018,368.0,2.0,109,1,0.0,58.0,104021.0,0.7142857142857143,8.857,5201050.0,eileen62searcy,0.0
95,2017,2018,332.0,180.0,8,0,0.0,6.0,537.0,0.0,13.571,298.33,comyusho_game,0.0
2101,2017,2018,0.0,0.0,1600,1,0.0,138.0,389263.0,0.0,19.714,38926300.0,cbot125,0.0
57,2017,2018,111.0,15.0,2,2,0.0,4.0,32826.0,0.7272727272727273,8.143,218840.0,burstoutmag,1.0
