statuses,date_joined,most_recent_post,following,followers,favourites,lists,tweets_this_week,retweet,retweeted_count,userNameScore,avg_tweets_by_day_of_week,engagment_rate,screen_name,account_type
7098,2009,0,166.0,125.0,12213,2,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,paty_castroo,0.0
79503,2009,0,266.0,511.0,23580,7,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,juusimoes,1.0
20744,2009,0,751.0,737.0,140700,5,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,amrindersingh__,1.0
9613,2009,0,222.0,219.0,9501,4,0.0,0.0,0.0,0.0,0.0,0.0,melrata,1.0
33752,2009,0,1655.0,319.0,9412,18,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,antman8o8,1.0
33314,2009,0,1987.0,10713.0,1288,264,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,mohamedparham,1.0
3506,2009,0,203.0,724.0,1796,8,0.0,0.0,0.0,0.375,0.0,0.0,claytonlovesit,1.0
13528,2009,0,1374.0,346.0,15992,37,0.0,0.0,0.0,0.9,0.0,0.0,tupouleota,1.0
34724,2009,0,866.0,1392.0,4839,6,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,simplyiunique,1.0
42571,2009,0,3604.0,3246.0,291057,4,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,beckilewis,1.0
426,2009,0,112.0,57.0,951,0,0.0,0.0,0.0,0.0,0.0,0.0,essential_word,1.0
9461,2009,0,4720.0,3439.0,59038,95,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,el_doctoruriel,1.0
1872,2009,0,87.0,19.0,1271,0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,nicole_elle17,0.0
1685,2009,0,427.0,100.0,158,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,madison_js,0.0
1324,2009,0,205.0,59.0,1951,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,ayshspath,1.0
1340,2009,0,34.0,9.0,500,2,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,generianonym,0.0
1524,2009,0,96.0,64.0,2509,1,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,quinnheraty,1.0
2043,2009,0,98.0,50968.0,0,338,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,brittanybinger,1.0
7514,2009,0,384.0,82.0,10620,0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,kate_mcfarland_,1.0
4108,2009,0,93.0,3265.0,5599,73,0.0,0.0,0.0,0.25,0.0,0.0,jrlindy003,1.0
4500,2009,0,2355.0,490.0,1451,3,0.0,0.0,0.0,0.0,0.0,0.0,n0campbell,1.0
29933,2009,0,367.0,139601.0,5744,1092,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,jotaerreduran,1.0
242,2009,0,416.0,90821.0,21778,631,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,mhelmarrer,1.0
7254,2009,0,558.0,233.0,1049,15,0.0,0.0,0.0,0.0769230769230768,0.0,0.0,landsharkblog,1.0
2356,2009,0,0.0,545599.0,127,3710,0.0,0.0,0.0,0.9,0.0,0.0,jerry_remy,1.0
16395,2009,0,800.0,1676.0,24564,17,0.0,0.0,0.0,0.0799999999999999,0.0,0.0,marcuskbye,1.0
12015,2009,0,1109.0,120075.0,17278,654,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,jsutta,1.0
14399,2009,0,2792.0,1603.0,3061,53,0.0,0.0,0.0,0.6875,0.0,0.0,lynnekingsmith,1.0
70981,2009,0,360.0,557.0,2729,17,0.0,0.0,0.0,0.5,0.0,0.0,will_h86,1.0
198,2009,0,486.0,33.0,343,0,0.0,0.0,0.0,0.55,0.0,0.0,mluizabegnossi,0.0
1531,2009,0,1099.0,208.0,3638,4,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,andrejfoltz,1.0
78,2009,0,1333.0,55127.0,27527,286,0.0,0.0,0.0,0.7692307692307692,0.0,0.0,raymondbraun,1.0
3343,2009,0,99.0,57.0,3777,0,0.0,0.0,0.0,0.0,0.0,0.0,heyjesslca,1.0
185193,2009,0,25258.0,25109.0,334555,40,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,dobieblue,1.0
6069,2009,0,475.0,402.0,625,9,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,jizicat,1.0
6922,2009,0,864.0,907.0,3760,60,0.0,0.0,0.0,1.0,0.0,0.0,guerrillareads,1.0
4314,2009,0,1649.0,2121.0,6643,90,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,thepapaya,1.0
14262,2009,0,300.0,270.0,1694,2,0.0,0.0,0.0,0.7692307692307692,0.0,0.0,rickyisetiadi,1.0
9431,2009,0,1097.0,415.0,6114,1,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,tyren_fox,1.0
2758,2009,0,6.0,7.0,2142,0,0.0,0.0,0.0,0.2941176470588235,0.0,0.0,shellpelt,0.0
39102,2009,0,205.0,2396.0,22844,82,0.0,0.0,0.0,0.5,0.0,0.0,speerothekid,1.0
18860,2009,0,1394.0,1038.0,58965,90,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,editor_caro,1.0
2141,2009,0,806.0,1011.0,12084,13,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,laurnpoli,1.0
652,2009,0,56.0,50.0,4560,1,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,monalisaglam,1.0
479,2009,0,693.0,67.0,814,0,0.0,0.0,0.0,0.0,0.0,0.0,crickett11,1.0
10,2009,0,587.0,687.0,7631,29,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,jas_mint,1.0
12474,2009,0,465.0,360.0,323,3,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,joedevl,1.0
32043,2009,0,250.0,150.0,11382,3,0.0,0.0,0.0,0.0,0.0,0.0,bvberhvmlincoln,1.0
765,2009,0,289.0,154.0,5278,4,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,earlii_keropii,0.0
6371,2009,0,1485.0,659.0,10052,8,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,myqtee,1.0
3320,2009,0,830.0,679.0,859,57,0.0,0.0,0.0,0.4,0.0,0.0,rebecca_ficomm,1.0
2211,2009,0,686.0,134.0,1922,4,0.0,0.0,0.0,0.8,0.0,0.0,ralphhoffarber,0.0
7249,2009,0,949.0,574.0,7461,29,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,blazin_sess,1.0
28024,2009,0,170.0,888.0,62138,22,0.0,0.0,0.0,0.0,0.0,0.0,mpalba_,1.0
19802,2009,0,202.0,360.0,4237,3,0.0,0.0,0.0,0.3636363636363636,0.0,0.0,mellowmaggz,1.0
47498,2009,0,442.0,863.0,11218,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,ifucmi,1.0
126775,2009,0,65.0,956.0,9650,45,0.0,0.0,0.0,1.0,0.0,0.0,lottadelicious,1.0
63518,2009,0,1459.0,2343.0,56348,1,0.0,0.0,0.0,0.0,0.0,0.0,ayeeowoyele,1.0
606,2009,0,21.0,10.0,690,1,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,rochellelouisee,1.0
31976,2009,0,1672.0,3106.0,1014,132,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,bylinebrandon,1.0
51754,2009,0,4493.0,1049.0,62745,59,0.0,0.0,0.0,0.131578947368421,0.0,0.0,smutwithplot,1.0
2578,2009,0,538.0,124.0,2155,4,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,sm_goob,1.0
994,2009,0,127.0,44.0,102,0,0.0,0.0,0.0,0.0,0.0,0.0,and1coolz87,0.0
11313,2009,0,146.0,387.0,36961,6,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,denissebrito116,1.0
1788,2009,0,72.0,32.0,1281,0,0.0,0.0,0.0,0.3529411764705882,0.0,0.0,jmkeplinger80,0.0
1087,2009,0,23.0,6.0,799,0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,psmsc52,0.0
14913,2009,0,541.0,343.0,7375,13,0.0,0.0,0.0,0.5,0.0,0.0,alan_suen_,1.0
2121,2009,0,3586.0,6.0,766,0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,cpdallas85,1.0
76,2009,0,131.0,25146.0,144,3,0.0,0.0,0.0,0.0,0.0,0.0,stacsssssff,1.0
27113,2009,0,335.0,355.0,3830,3,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,r__invert,1.0
9650,2009,0,788.0,39500.0,13443,353,0.0,0.0,0.0,0.625,0.0,0.0,shoshannah7,1.0
664,2009,0,188.0,32.0,1626,2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,redhott99,1.0
885,2009,0,737.0,106.0,241,1,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,renaissanc3,0.0
355,2009,0,235.0,68.0,19,1,0.0,0.0,0.0,0.7,0.0,0.0,harold_vos,0.0
37950,2009,0,2032.0,2054.0,1618,95,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,funkybrew,1.0
19714,2009,0,2937.0,17670.0,18070,320,0.0,0.0,0.0,0.9230769230769232,0.0,0.0,emilwilbekin,1.0
7599,2009,0,342.0,225.0,1615,6,0.0,0.0,0.0,0.8571428571428572,0.0,0.0,jill_be,1.0
20958,2009,0,384.0,1036.0,10509,4,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,_tiffanyjones,1.0
3344,2009,0,324.0,54.0,7168,0,0.0,0.0,0.0,0.5,0.0,0.0,diegokenes,1.0
2486,2009,0,1293.0,173.0,5743,2,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,blevina,1.0
180,2009,0,164.0,54.0,916,0,0.0,0.0,0.0,0.0,0.0,0.0,mkdesignphoto,0.0
70014,2009,0,3967.0,15025.0,35558,0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,cgomezavila,1.0
18991,2009,0,182.0,477.0,50185,2,0.0,0.0,0.0,0.5,0.0,0.0,_shannmb,1.0
162025,2009,0,931.0,1993.0,16222,4,0.0,0.0,0.0,0.0769230769230768,0.0,0.0,_im_addictive,1.0
47238,2009,0,2954.0,336725.0,17113,1882,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,kick1972,1.0
10317,2009,0,163.0,166.0,5165,1,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,cndyquill,1.0
46,2009,0,0.0,953113.0,228,1645,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,noahmunck,1.0
2,2009,0,322.0,2.0,100,0,0.0,0.0,0.0,0.3,0.0,0.0,drixmobile,0.0
3217,2009,0,166.0,21.0,2203,3,0.0,0.0,0.0,0.5,0.0,0.0,lovemitchi94,0.0
132901,2009,0,129932.0,162627.0,129489,169,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,amd1_ceo,1.0
9213,2009,0,1680.0,1120.0,24,7,0.0,0.0,0.0,0.3636363636363636,0.0,0.0,robynsbiz,0.0
3129,2009,0,1219.0,245.0,1457,6,0.0,0.0,0.0,0.7692307692307692,0.0,0.0,gregdudevoir,1.0
10426,2009,0,433.0,336.0,2964,0,0.0,0.0,0.0,0.7,0.0,0.0,marissal_5,1.0
53513,2009,0,944.0,1376.0,30936,38,0.0,0.0,0.0,0.9230769230769232,0.0,0.0,mikegwizdala,1.0
48275,2009,0,1784.0,2148.0,22160,108,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,rickcmj,1.0
9343,2009,0,231.0,469.0,3354,1,0.0,0.0,0.0,0.75,0.0,0.0,hannahreid_x,1.0
25693,2009,0,802.0,125550.0,949,756,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,omarseashepherd,1.0
1325,2009,0,4289.0,1854.0,106135,50,0.0,0.0,0.0,0.25,0.0,0.0,pjrocks,1.0
7982,2009,0,1559.0,105.0,11607,34,0.0,0.0,0.0,1.0,0.0,0.0,djflowmaster,0.0
2260,2009,0,0.0,815092.0,15,5045,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,tpolamalu,1.0
1190,2009,0,122.0,53.0,989,0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,taratort,1.0
1055,2009,0,122.0,130.0,988,1,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,mattafowler,1.0
17977,2009,0,4753.0,687.0,12295,77,0.0,0.0,0.0,0.2352941176470588,0.0,0.0,bmtone,1.0
13422,2009,0,3878.0,73968.0,2886,63,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,marcoscasuo,0.0
35927,2009,0,207.0,300.0,4175,4,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,cecetousey,1.0
38787,2009,0,2041.0,535.0,99319,17,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,lady_ransom,1.0
36554,2009,0,4993.0,710.0,83210,9,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,esummers112773,1.0
33918,2009,0,2611.0,3600.0,9897,81,0.0,0.0,0.0,0.0,0.0,0.0,pnp07,1.0
17475,2009,0,727.0,378.0,86890,10,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,blastylavagrrrl,1.0
49053,2009,0,676.0,31529.0,22010,324,0.0,0.0,0.0,0.8181818181818181,0.0,0.0,staceyhashh,1.0
12348,2009,0,3487.0,2057.0,11179,118,0.0,0.0,0.0,0.4736842105263158,0.0,0.0,siirimorley,1.0
5,2009,0,33.0,19.0,1,2,0.0,0.0,0.0,0.75,0.0,0.0,allisonmparr,1.0
54,2009,0,99.0,25.0,61,0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,bregilpatrick,1.0
103339,2009,0,697.0,393.0,211121,19,0.0,0.0,0.0,0.0,0.0,0.0,poppingpenguin,1.0
423,2009,0,60.0,34.0,27,0,0.0,0.0,0.0,0.4705882352941176,0.0,0.0,onyxslaughter,1.0
27999,2009,0,121.0,332.0,5082,1,0.0,0.0,0.0,0.0,0.0,0.0,withloveartemis,1.0
39124,2009,0,972.0,1092.0,52921,42,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,xfsista,1.0
1776,2009,0,756.0,19.0,4379,1,0.0,0.0,0.0,0.36,0.0,0.0,danniehobson,1.0
5080,2009,0,359.0,255.0,2347,1,0.0,0.0,0.0,0.625,0.0,0.0,zulliataft,0.0
31704,2009,0,1306.0,632.0,30831,13,0.0,0.0,0.0,0.0625,0.0,0.0,khaleesney,1.0
168,2009,0,310.0,252.0,0,3,0.0,0.0,0.0,0.9230769230769232,0.0,0.0,renaexsalunga,1.0
298,2009,0,991.0,95.0,347,0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,adammichna,1.0
280781,2009,0,1857.0,2905.0,224814,164,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,francie57,1.0
13204,2009,0,2435.0,812.0,25763,5,0.0,0.0,0.0,0.25,0.0,0.0,hsummer,1.0
248,2009,0,508.0,1434.0,4859,12,0.0,0.0,0.0,0.5625,0.0,0.0,matt_darduini,1.0
2534,2009,0,142.0,101.0,1488,3,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,whitney1414xo,1.0
2276,2009,0,189.0,10.0,15012,0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,ericvizu,1.0
664,2009,0,61.0,23393.0,295,106,0.0,0.0,0.0,0.7058823529411764,0.0,0.0,sasslothower,1.0
47739,2009,0,1301.0,2050469.0,141084,17545,0.0,0.0,0.0,0.0,0.0,0.0,kathygriffin,1.0
5703,2009,0,2256.0,289.0,975,0,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,acaovoipmedia,1.0
2034,2009,0,28.0,41.0,22,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,alextronic25,1.0
114008,2009,0,868.0,7881.0,17566,492,0.0,0.0,0.0,0.4705882352941176,0.0,0.0,lagilman,1.0
85287,2009,0,1262.0,1889.0,14785,149,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,ronniematrix,1.0
2606,2009,0,304.0,18.0,2601,0,0.0,0.0,0.0,0.0,0.0,0.0,rkawa1999,0.0
12472,2009,0,454.0,11965.0,40,65,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,allanface,1.0
237630,2009,0,537.0,656.0,6037,44,0.0,0.0,0.0,0.0,0.0,0.0,capostatus85,1.0
7669,2009,0,145.0,495642.0,1256,1084,0.0,0.0,0.0,0.9375,0.0,0.0,katherynwinnick,1.0
24104,2009,0,159.0,228.0,2603,2,0.0,0.0,0.0,0.0,0.0,0.0,iamhamdi,1.0
4324,2009,0,100.0,33.0,2797,0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,npeerakit,0.0
303815,2009,0,459.0,2066.0,200822,182,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,flipcritic,1.0
1600,2009,0,71.0,138.0,1052,1,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,vaidila,1.0
36420,2009,0,201.0,103.0,35335,4,0.0,0.0,0.0,0.625,0.0,0.0,katieloy,1.0
10509,2009,0,440.0,359.0,11485,50,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,lizunga,1.0
1603974,2009,0,2933.0,106798.0,4109,624,0.0,0.0,0.0,1.0,0.0,0.0,btcare,0.0
32298,2009,0,124.0,216.0,16078,1,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,kwonjiyolo,1.0
115925,2009,0,3529.0,4603.0,3738,86,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,itsyvonnechase,1.0
48,2009,0,0.0,2.0,185,1,0.0,0.0,0.0,0.0,0.0,0.0,maru24,0.0
712,2009,0,178.0,31.0,1941,2,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,moucri,1.0
313778,2009,0,2457.0,28997.0,86650,492,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,blackgirlinmain,1.0
5312,2009,0,160.0,76.0,2445,1,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,pilote13,0.0
2867,2009,0,207.0,145.0,1342,1,0.0,0.0,0.0,0.125,0.0,0.0,ladams_09,1.0
7144,2009,0,157.0,141.0,1447,1,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,mrgm,1.0
6819,2009,0,1562.0,273.0,3177,12,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,ricosanchopico,1.0
2998,2009,0,552.0,76.0,441,3,0.0,0.0,0.0,0.0625,0.0,0.0,misslynne13,1.0
114582,2009,0,214.0,155.0,7107,0,0.0,0.0,0.0,0.0,0.0,0.0,leafiiz,1.0
290,2009,0,132.0,48.0,162,2,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,tbiggersiob,1.0
78412,2009,0,422.0,480.0,54745,4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,juutz_,1.0
8648,2009,0,393.0,167.0,11280,1,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,wa_lickyit,1.0
414,2009,0,270.0,132.0,304,1,0.0,0.0,0.0,0.4705882352941176,0.0,0.0,patarsamosir,0.0
745,2009,0,49.0,77.0,542,0,0.0,0.0,0.0,0.25,0.0,0.0,omer2012,0.0
439,2009,0,337.0,58.0,1073,0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,lararomary,1.0
18306,2009,0,373.0,136.0,3722,2,0.0,0.0,0.0,0.8,0.0,0.0,leslie_gonzalez,1.0
31099,2009,0,273.0,478.0,4161,2,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,krystelld,1.0
1399,2009,0,267.0,64.0,2660,2,0.0,0.0,0.0,1.0,0.0,0.0,jedijane26,1.0
6365,2009,0,280.0,41.0,10622,1,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,mellaymomo,1.0
73,2009,0,338.0,21.0,402,0,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,shanesterdude,0.0
3564,2009,0,718.0,544.0,7639,3,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,martial685,1.0
23422,2009,0,2558.0,349.0,5353,8,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,etstark,0.0
41872,2009,0,2430.0,468.0,10511,15,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,reddwarf40,1.0
1854,2009,0,118.0,38.0,1559,3,0.0,0.0,0.0,0.8571428571428572,0.0,0.0,atsugui,1.0
2378,2009,0,249.0,160.0,101,3,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,mswinarto,0.0
2324,2009,0,406.0,81.0,1808,1,0.0,0.0,0.0,1.0,0.0,0.0,axun,1.0
4491,2009,0,1343.0,418.0,6343,0,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,cris_pinochet,0.0
17950,2009,0,485.0,368.0,3476,6,0.0,0.0,0.0,0.5,0.0,0.0,bigmeach75,0.0
18,2009,0,0.0,2623382.0,0,11781,0.0,0.0,0.0,0.5,0.0,0.0,donaldglover,1.0
145895,2009,0,2587.0,1885.0,141884,24,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,sankofanyc,1.0
5458,2009,0,312.0,194.0,1916,6,0.0,0.0,0.0,0.1818181818181817,0.0,0.0,mz_nelly,1.0
1807,2009,0,323.0,177.0,1174,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,nerv1s,1.0
4376,2009,0,645.0,268.0,2999,18,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,just4thealofit,1.0
352,2009,0,66.0,49.0,324,0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,fionaennis,1.0
9344,2009,0,530.0,943.0,24510,11,0.0,0.0,0.0,1.0,0.0,0.0,hkimba,1.0
75825,2009,0,420.0,802.0,25965,35,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,dattmay,1.0
1133,2009,0,320.0,17.0,1726,0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,mike_sanjuan,0.0
3511,2009,0,248.0,102.0,2289,2,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,xtremecop,0.0
5906,2009,0,922.0,135.0,41985,9,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,mickbutcher,1.0
2285,2009,0,69.0,43.0,24,1,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,sergiotwitting,1.0
32093,2009,0,640.0,897.0,51691,2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,jxrosales,1.0
30,2009,0,0.0,1759988.0,16,3902,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,taiocruz,1.0
60,2009,0,0.0,1661.0,16657,17,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,dividedheaven,1.0
72,2009,0,1422.0,2054.0,7712,63,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,skotcovert,1.0
27425,2009,0,180.0,131.0,5520,19,0.0,0.0,0.0,0.3636363636363636,0.0,0.0,kafernn,1.0
4773,2009,0,0.0,0.0,5648,1,0.0,0.0,0.0,0.125,0.0,0.0,lb815,1.0
1660,2009,0,538.0,106.0,416,2,0.0,0.0,0.0,0.0,0.0,0.0,heartitis07,1.0
9928,2009,0,271.0,266.0,161,1,0.0,0.0,0.0,0.8571428571428572,0.0,0.0,tikatoi,0.0
12743,2009,0,344.0,799.0,4199,32,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,blairpeyton,1.0
27398,2009,0,3382.0,945.0,58896,43,0.0,0.0,0.0,0.5,0.0,0.0,dabuffum,1.0
8146,2009,0,11713.0,10690.0,6311,285,0.0,0.0,0.0,0.8181818181818181,0.0,0.0,mollycain,1.0
24951,2009,0,839.0,350069.0,734,919,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,michellemone,1.0
13360,2009,0,432.0,42.0,30110,3,0.0,0.0,0.0,0.0,0.0,0.0,brialanayy,1.0
7060,2009,0,13404.0,13099.0,14862,4,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,techie_too,1.0
47353,2009,0,204.0,48.0,14522,2,0.0,0.0,0.0,0.15,0.0,0.0,iisabela,1.0
80,2009,0,112.0,120266.0,1,12,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,cashak,1.0
5701,2009,0,696.0,806.0,2039,22,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,jamiejoetweets,1.0
16670,2009,0,2296.0,935.0,25551,18,0.0,0.0,0.0,0.6,0.0,0.0,jeseo,1.0
6134,2009,0,98.0,105.0,4212,3,0.0,0.0,0.0,0.0,0.0,0.0,snarkondeck,1.0
21250,2009,0,328.0,2.0,2320,3,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,mrjamesrainier,1.0
12611,2009,0,174.0,276.0,4477,1,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,bubsalas44,1.0
29,2009,0,0.0,6.0,141,0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,batistakarelyn,0.0
6539,2009,0,479.0,403.0,4940,2,0.0,0.0,0.0,0.8125,0.0,0.0,jennyschoenrade,1.0
16314,2009,0,2396.0,21276.0,13595,198,0.0,0.0,0.0,0.8571428571428572,0.0,0.0,susanmitchell_,1.0
783,2009,0,61.0,17.0,582,1,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,mfmassey,0.0
29303,2009,0,1278.0,1172.0,31899,45,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,abbynac,1.0
33014,2009,0,887.0,1219.0,25116,1,0.0,0.0,0.0,0.625,0.0,0.0,socurlyy,1.0
4984,2009,0,625.0,1025655.0,1118,1968,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,nico_riera,1.0
2088,2009,0,26.0,28.0,821,2,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,sehunaaa,0.0
39755,2009,0,811.0,996.0,10115,54,0.0,0.0,0.0,0.25,0.0,0.0,gilalbertson,0.0
7531,2009,0,522.0,162.0,6408,14,0.0,0.0,0.0,0.6842105263157895,0.0,0.0,saramago_pires,0.0
86,2009,0,85.0,9.0,380,0,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,gberg2119,1.0
139958,2009,0,663.0,3046.0,116566,118,0.0,0.0,0.0,0.6428571428571428,0.0,0.0,kylesethgray,1.0
4837,2009,0,208.0,71.0,2333,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,airiesya_mia,0.0
74265,2009,0,741.0,882.0,5817,6,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,briinadjh,1.0
102894,2009,0,34966.0,1175154.0,55760,6398,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,rosie,1.0
1838,2009,0,2517.0,129.0,4256,0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,katieboo720,1.0
4698,2009,0,476.0,78.0,12133,0,0.0,0.0,0.0,0.375,0.0,0.0,melteang,1.0
6416,2009,0,180.0,119.0,26220,1,0.0,0.0,0.0,0.0,0.0,0.0,alz10,1.0
1032,2009,0,1933.0,8.0,1737,0,0.0,0.0,0.0,0.0,0.0,0.0,saooqc,0.0
203,2009,0,204.0,29.0,457,0,0.0,0.0,0.0,0.9375,0.0,0.0,davidmirharooni,0.0
15379,2009,0,220.0,748.0,2383,16,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,keepitkennedy,1.0
51664,2009,0,348.0,794.0,438380,35,0.0,0.0,0.0,0.0,0.0,0.0,bohowitch,1.0
17061,2009,0,292.0,180.0,15398,2,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,dejaydavid,1.0
1,2009,0,0.0,45044.0,15,11,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,emilysoldfield,1.0
44472,2009,0,0.0,0.0,5902,1,0.0,0.0,0.0,0.0,0.0,0.0,melinora,1.0
21590,2009,0,1030.0,205.0,51616,2,0.0,0.0,0.0,0.5,0.0,0.0,haymarg,1.0
6219,2009,0,670.0,865.0,11425,2,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,_vazzz,1.0
1,2009,0,7.0,0.0,135,0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,elizabethteh,0.0
