HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,IsABot,username
1.0,316.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,563.0,161.0,1.0,36.0,10.0,0.7,0.2,0.0,3.6,0.0,30.1,0.0,
1.0,21.0,33500000.0,1.0,158400000.0,20.0,0.15,22679.15,33538.25,4325185.0,0.95,37239999.95,0.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,204.0,826.0,1.0,5522.0,20.0,2.75,0.7,0.25,17.2,0.15,110.85,0.0,
1.0,160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,3142.0,61.0,0.0,20.0,5.0,0.0,0.0,0.0,4.0,0.0,90.0,1.0,
1.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,786.0,360.0,1.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,45.0,820800.0,1.0,8700000.0,3.0,2.33,227.67,1257.0,18788.67,1.0,105100.0,0.0,
1.0,149.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,413.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,407.0,1100000.0,1.0,17800000.0,20.0,5.45,278.25,360.0,33267.6,0.0,807160.0,0.0,
1.0,77.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,951.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,40.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,
1.0,348.0,51.0,1.0,19.0,4.0,0.0,0.0,0.0,4.75,0.0,116.25,0.0,
1.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,756.0,814.0,1.0,8289.0,20.0,4.6,7.5,0.15,77.7,0.85,1315.65,0.0,
1.0,20.0,177.0,1.0,1123.0,3.0,5.33,4.33,1.67,95.67,0.0,489.67,0.0,
1.0,171.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1149.0,354.0,1.0,601.0,13.0,0.77,0.38,1.0,46.23,0.08,102.85,1.0,
1.0,80.0,80.0,1.0,424.0,15.0,4.0,2.6,0.47,28.27,0.2,378.13,0.0,
1.0,336.0,3457.0,1.0,26700.0,20.0,4.9,14.2,2.4,241.7,0.3,1985.1,0.0,
1.0,1258.0,1492.0,1.0,17700.0,20.0,2.45,6.6,1.8,357.8,0.1,1634.6,1.0,
1.0,147.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,89.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,306.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,159.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1074.0,400.0,1.0,1918.0,10.0,4.2,1.2,0.5,57.0,0.0,439.5,0.0,
1.0,408.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,110.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,239.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,4928.0,64.0,0.0,47.0,18.0,0.0,0.0,0.0,2.61,0.0,94.61,1.0,
1.0,4045.0,158.0,0.0,6.0,15.0,0.0,0.0,0.0,0.4,0.0,1.47,1.0,
1.0,741.0,6174.0,1.0,27400.0,20.0,1.8,2.15,0.35,51.0,0.55,504.15,0.0,
1.0,191.0,67.0,1.0,822.0,20.0,2.55,1.15,0.1,19.05,0.25,100.15,0.0,
1.0,3850.0,101.0,1.0,30.0,20.0,0.0,0.05,0.0,1.3,0.0,86.5,1.0,
1.0,867.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1583.0,565.0,1.0,2184.0,3.0,6.33,0.33,0.0,2.67,0.0,15.0,1.0,
1.0,106.0,483.0,0.0,4325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,47.0,7948.0,1.0,249700.0,20.0,9.7,0.85,0.25,28.1,0.2,832.4,0.0,
1.0,369.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,63.0,82.0,1.0,744.0,7.0,4.29,5.43,1.86,78.71,0.57,1861.43,0.0,
1.0,1185.0,46.0,1.0,15.0,4.0,0.0,0.0,0.0,3.75,0.0,2.25,1.0,
1.0,1065.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,277.0,194.0,0.0,3480.0,20.0,0.85,3.4,0.05,48.6,0.45,110.35,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,78.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,157.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,284.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,16.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,696.0,265900.0,1.0,7700000.0,20.0,0.15,438.6,101.75,14147.15,0.2,129135.0,0.0,
1.0,15.0,56500.0,1.0,1800000.0,20.0,4.0,36.8,26.95,5418.55,0.55,51192.6,0.0,
1.0,2607.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,548.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,84.0,69700.0,1.0,430800.0,20.0,6.65,82.8,54.0,2602.05,0.1,63304.95,0.0,
1.0,112.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.17,0.0,0.83,1.0,
1.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,291.0,20.0,0.0,45.0,2.0,0.0,0.0,1.0,22.5,0.0,62.0,1.0,
1.0,139.0,129.0,1.0,1338.0,5.0,4.2,23.2,4.8,148.8,0.2,1797.8,0.0,
1.0,1401.0,346700.0,1.0,1700000.0,20.0,0.65,171.3,193.2,11302.1,0.0,80765.0,0.0,
1.0,92.0,1100000.0,1.0,16500000.0,20.0,0.0,352.05,192.55,72737.9,0.35,897053.65,0.0,
1.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,138.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2416.0,84.0,0.0,24.0,17.0,1.0,0.0,0.0,1.41,0.0,27.29,1.0,
1.0,29.0,242.0,0.0,369.0,20.0,0.65,0.75,0.7,18.45,0.05,357.9,0.0,
1.0,66.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,105.0,77300.0,1.0,4900000.0,20.0,2.05,378.9,142.45,42058.45,0.25,296465.0,0.0,
1.0,183.0,131.0,1.0,797.0,9.0,0.89,1.11,0.0,21.56,0.11,215.89,0.0,
1.0,289.0,23.0,1.0,64.0,5.0,0.4,1.2,0.0,12.8,0.0,349.0,0.0,
1.0,38.0,6.0,0.0,79.0,20.0,0.0,0.0,0.0,2.7,0.0,29.5,0.0,
1.0,747.0,26.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,190.0,1.0,
1.0,273.0,2600000.0,1.0,73300000.0,9.0,0.0,1426.22,4685.78,248611.11,0.0,1047777.78,0.0,
1.0,504.0,17.0,0.0,4.0,2.0,0.0,4.5,0.0,2.0,0.0,74.0,0.0,
1.0,5875.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2057.0,549.0,0.0,4786.0,20.0,0.3,12.6,0.2,39.65,0.4,198.55,0.0,
1.0,391.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,272.0,22500000.0,1.0,364200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,496.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,
1.0,355.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1939.0,1236.0,1.0,2766.0,9.0,1.44,0.56,0.11,9.78,0.22,137.89,1.0,
1.0,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,597.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2004.0,81.0,1.0,29.0,11.0,0.0,0.0,1.0,2.64,0.0,3.64,1.0,
1.0,643.0,20.0,0.0,2.0,12.0,0.0,0.0,0.0,0.17,0.0,0.42,1.0,
1.0,3211.0,139.0,0.0,66.0,5.0,0.0,0.0,0.0,8.8,0.0,146.8,1.0,
1.0,18.0,12500.0,1.0,509100.0,20.0,0.0,48.4,8.75,717.05,0.2,6834.25,0.0,
1.0,248.0,12.0,0.0,61.0,14.0,0.5,0.07,1.0,4.36,0.21,22.93,1.0,
1.0,528.0,32.0,0.0,91.0,1.0,0.0,0.0,1.0,91.0,0.0,405.0,1.0,
1.0,239.0,77.0,0.0,430.0,12.0,4.83,1.42,0.17,30.5,0.58,314.42,0.0,
1.0,10000.0,5138.0,1.0,51600.0,20.0,0.3,3.25,0.0,9.15,0.55,34.55,0.0,
1.0,85.0,26.0,0.0,182.0,17.0,0.59,0.76,0.18,10.71,0.06,403.59,0.0,
1.0,367.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,390.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,24.0,319.0,0.0,1934.0,14.0,1.79,2.79,1.86,138.14,0.0,3079.07,0.0,
1.0,421.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,230.0,58.0,0.0,81.0,6.0,1.0,0.0,1.0,13.5,0.0,16.5,1.0,
1.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,709.0,121.0,1.0,8153.0,20.0,7.35,10.1,7.9,406.55,0.0,3554.65,0.0,
1.0,42.0,13.0,0.0,50.0,4.0,1.25,0.75,0.25,12.5,0.75,201.0,0.0,
1.0,195.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,307.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,110.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,223.0,19.0,0.0,57.0,10.0,0.1,0.3,1.0,5.3,0.0,81.8,1.0,
1.0,145.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,388.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,105.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,82.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1584.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1251.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,297.0,292500.0,1.0,10900000.0,20.0,3.65,209.35,188.8,14105.9,0.4,65559.25,0.0,
1.0,546.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,480.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,99.0,43.0,0.0,201.0,6.0,7.17,4.17,0.17,33.5,0.0,857.83,0.0,
1.0,987.0,626.0,1.0,204.0,2.0,3.5,2.0,1.0,102.0,0.0,500.0,1.0,
1.0,95.0,321.0,1.0,10300.0,6.0,6.33,207.5,8.33,1712.17,0.0,24053.67,0.0,
1.0,129.0,24.0,0.0,107.0,20.0,4.1,0.0,0.05,1.2,0.1,46.1,0.0,
1.0,493.0,8007.0,0.0,118900.0,20.0,6.0,76.5,88.8,2686.0,0.1,27459.5,0.0,
1.0,161.0,35.0,1.0,3214.0,14.0,1.64,2.0,1.0,229.57,0.21,1444.21,0.0,
1.0,148.0,4600000.0,1.0,55900000.0,9.0,0.0,1504.22,2817.56,109688.89,0.22,844044.44,0.0,
1.0,285.0,41.0,1.0,277.0,5.0,0.0,17.6,1.0,55.4,0.0,422.2,1.0,
0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,19.0,44.0,1.0,38.0,8.0,5.5,0.12,0.12,4.75,0.38,31.0,0.0,
1.0,402.0,644.0,1.0,2028.0,12.0,6.0,5.25,2.25,168.75,0.0,764.92,1.0,
1.0,129.0,47.0,0.0,372.0,20.0,0.65,0.15,0.0,2.15,0.0,21.3,0.0,
1.0,0.0,2100000.0,1.0,4800000.0,10.0,0.9,4017.9,7448.3,477470.0,0.4,6890000.0,0.0,
1.0,112.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2218.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1076.0,113.0,0.0,110.0,20.0,0.15,0.15,0.0,2.7,0.05,5.65,1.0,
1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,172.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,144.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,21.0,210800.0,1.0,1800000.0,20.0,0.7,72.25,93.5,5784.35,0.0,60571.5,0.0,
1.0,4417.0,1281.0,0.0,3963.0,20.0,0.05,0.05,0.0,4.25,0.0,14.4,0.0,
1.0,593.0,41.0,0.0,16.0,6.0,0.17,0.0,0.0,2.67,0.0,6.33,1.0,
1.0,2386.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,320.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1060.0,435.0,1.0,38900.0,20.0,0.55,47.3,97.0,1932.35,0.05,15121.95,0.0,
1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,161.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,52.0,30.0,0.0,51.0,7.0,3.71,0.29,2.86,7.29,0.57,283.71,0.0,
1.0,1894.0,83.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,16.0,1.0,
1.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,49.0,8.0,0.0,105.0,2.0,7.0,2.0,0.0,52.5,0.0,468.0,0.0,
1.0,92.0,31.0,1.0,14.0,1.0,2.0,0.0,0.0,13.0,0.0,235.0,0.0,
1.0,54.0,12200.0,1.0,42700.0,20.0,4.6,30.2,7.85,448.35,0.0,5373.7,0.0,
1.0,1215.0,17.0,0.0,5.0,2.0,0.0,0.5,0.0,2.5,0.0,54.0,1.0,
1.0,379.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,307.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,377.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,539.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,375.0,777.0,1.0,4342.0,20.0,5.65,0.05,0.15,21.55,0.0,153.3,0.0,
1.0,1183.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,5409.0,80.0,1.0,14.0,6.0,0.0,0.0,0.0,2.33,0.0,84.17,1.0,
1.0,235.0,7669.0,1.0,184900.0,20.0,5.25,17.7,0.9,108.65,0.0,1047.05,0.0,
1.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,7000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,30.0,175.0,1.0,1264.0,15.0,8.8,8.33,2.0,84.27,0.07,283.8,0.0,
1.0,47.0,6967.0,1.0,268700.0,19.0,3.63,342.37,165.37,14141.42,0.05,89067.37,0.0,
1.0,136.0,6732.0,1.0,48000.0,20.0,5.8,4.2,2.7,95.95,0.1,407.7,0.0,
1.0,3999.0,3129.0,1.0,21500.0,20.0,1.2,10.5,34.15,293.55,0.0,3548.65,0.0,
1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,501.0,20.0,0.0,2.0,3.0,0.0,0.0,0.0,0.67,0.0,17.33,1.0,
1.0,146.0,53.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,610.0,19.0,0.0,50.0,4.0,4.0,0.25,1.0,12.5,0.0,2063.25,1.0,
1.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,139.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,229.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,33.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,130.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1937.0,218.0,1.0,56.0,1.0,3.0,19.0,0.0,56.0,0.0,656.0,0.0,
0.0,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,44.0,2200000.0,1.0,30400000.0,20.0,4.3,1198.15,2330.1,109885.0,0.65,872645.0,0.0,
1.0,5014.0,1392.0,1.0,3364.0,9.0,2.56,3.22,0.33,21.89,0.11,134.33,1.0,
1.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,79.0,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,341.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,370.0,65.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,
1.0,616.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,758.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,710.0,19.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,
1.0,461.0,127.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,110.0,96.0,1.0,2258.0,20.0,9.85,6.8,3.0,40.15,0.15,294.1,0.0,
1.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,247.0,29000.0,1.0,642100.0,20.0,4.2,661.65,121.35,10931.15,0.0,51800.0,0.0,
1.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,195.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,5844.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,91.0,23800.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1172.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,386.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,29.0,492.0,1.0,3160.0,3.0,6.33,1.0,0.0,22.67,0.0,210.33,0.0,
1.0,208.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,180.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,726.0,150.0,1.0,15.0,4.0,0.25,0.0,0.5,3.75,0.0,42.5,0.0,
1.0,1433.0,245.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,31.0,109500.0,1.0,1700000.0,20.0,4.85,19.9,15.45,2122.35,0.0,32157.1,0.0,
1.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1208.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2807.0,711.0,1.0,3334.0,3.0,4.67,0.33,0.0,9.67,0.0,50.33,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,5.0,7110.0,1.0,103600.0,14.0,6.29,122.21,103.5,5779.57,0.0,56678.5,0.0,
1.0,449.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,216.0,380.0,1.0,1203.0,20.0,6.8,1.8,2.0,23.1,0.3,467.9,0.0,
1.0,1186.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,720.0,19.0,0.0,9.0,9.0,1.11,0.0,0.0,1.0,0.0,1.0,1.0,
1.0,841.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,3113.0,103.0,0.0,15.0,1.0,0.0,0.0,0.0,15.0,0.0,483.0,1.0,
1.0,369.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,0.0,37.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,861.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,251.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,462.0,80.0,0.0,108.0,1.0,0.0,0.0,0.0,108.0,0.0,1790.0,1.0,
1.0,828.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,559.0,68.0,1.0,1.0,18.0,3.0,0.0,0.0,0.06,1.11,1.11,1.0,
1.0,209.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,326.0,15.0,0.0,3.0,12.0,0.0,0.0,0.0,0.25,0.0,0.58,1.0,
