HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,IsABot,username
1.0,731.0,28.0,0.0,50.0,9.0,0.0,0.0,0.0,5.44,0.0,21.0,1.0,
1.0,196.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,756.0,63.0,0.0,701.0,17.0,0.0,0.76,1.0,41.24,0.0,351.65,1.0,
1.0,29.0,383200.0,1.0,1700000.0,18.0,2.5,539.83,2572.94,95422.22,0.11,1462566.67,0.0,
1.0,396.0,495.0,1.0,4824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,27.0,23.0,1.0,77.0,19.0,3.26,0.42,0.05,4.05,0.05,46.47,0.0,
1.0,47.0,227600.0,1.0,3900000.0,20.0,3.75,28.5,30.65,1202.85,0.9,6856.35,0.0,
1.0,42.0,946.0,1.0,15000.0,5.0,1.2,21.4,6.8,2951.6,0.6,23626.6,0.0,
1.0,2039.0,113.0,0.0,15.0,1.0,5.0,0.0,30.0,15.0,0.0,365.0,1.0,
1.0,9510.0,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,841.0,14.0,0.0,0.0,9.0,1.11,0.0,0.0,0.0,0.0,1.0,1.0,
1.0,2188.0,323.0,1.0,278.0,10.0,4.0,0.0,0.0,27.5,0.0,39.1,1.0,
1.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,81.0,45.0,0.0,456.0,1.0,2.0,5.0,0.0,41.0,0.0,173.0,0.0,
1.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1003.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,166.0,82300.0,1.0,1500000.0,20.0,3.3,34.2,29.15,1730.5,0.05,9403.65,0.0,
1.0,130.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,501.0,259800.0,1.0,4700000.0,20.0,1.7,51.3,16.85,2263.0,0.25,12019.5,0.0,
1.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1260.0,1838.0,0.0,9379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,8.0,1863.0,1.0,142700.0,20.0,9.25,43.3,58.05,2854.3,0.0,19456.95,0.0,
1.0,32.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,391.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,522.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,148.0,230400.0,1.0,2200000.0,20.0,0.15,46.2,19.8,2256.15,0.1,27131.0,0.0,
1.0,8.0,9.0,1.0,12.0,3.0,3.33,0.0,0.0,4.0,0.0,42.0,0.0,
1.0,913.0,163.0,0.0,338.0,20.0,0.15,0.15,0.0,4.95,0.05,27.85,1.0,
1.0,2338.0,217.0,1.0,23.0,14.0,2.43,0.0,0.0,1.64,0.0,14.5,1.0,
1.0,670.0,33.0,0.0,17.0,6.0,0.0,0.0,0.0,2.83,0.0,5.33,1.0,
1.0,561.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,163.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,335.0,82.0,1.0,339.0,20.0,0.9,2.15,0.25,11.75,2.85,113.7,0.0,
1.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,144.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,454.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,169.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,468.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,66.0,1933.0,0.0,151500.0,11.0,3.09,177.73,1463.73,13771.91,0.18,318626.36,0.0,
1.0,1113.0,44.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,413.0,1.0,
1.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,158.0,742.0,1.0,3415.0,20.0,4.4,6.2,0.2,99.1,0.05,453.25,0.0,
1.0,2025.0,1022.0,0.0,116.0,9.0,0.0,0.33,0.0,12.78,0.11,118.33,1.0,
1.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,870.0,378.0,0.0,5243.0,20.0,3.35,0.8,1.0,121.55,0.0,1374.5,1.0,
1.0,6470.0,1645.0,1.0,4094.0,20.0,0.35,2.55,1.0,73.6,0.25,820.1,1.0,
1.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,15.0,5506.0,1.0,14.0,3.0,0.0,0.0,0.0,4.33,0.0,96.33,0.0,
1.0,467.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,123.0,14.0,0.0,152.0,20.0,0.8,0.1,0.0,0.85,0.05,9.35,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,108.0,288.0,1.0,1577.0,20.0,0.9,0.9,0.05,7.65,0.1,178.6,0.0,
1.0,212.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,235.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,531.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,16.0,25.0,1.0,433.0,9.0,7.11,5.89,1.44,48.0,0.11,997.11,0.0,
1.0,49.0,53800.0,1.0,1300000.0,20.0,3.15,26.4,8.3,754.4,0.25,5578.0,0.0,
1.0,978.0,72.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,13.0,9343.0,1.0,30600.0,20.0,8.1,7.7,1.45,123.45,0.1,3237.7,0.0,
1.0,768.0,37.0,1.0,45.0,3.0,0.0,0.0,1.0,15.0,0.0,300.0,1.0,
1.0,23.0,19800.0,1.0,411300.0,12.0,3.08,538.83,943.83,34280.25,0.0,319367.17,0.0,
1.0,676.0,28.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,
0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,290.0,178.0,1.0,5575.0,5.0,2.6,15.6,1.0,1115.0,0.2,6427.2,1.0,
1.0,218.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,41.0,327200.0,1.0,8600000.0,20.0,2.75,122.95,172.0,34454.75,1.0,373489.9,0.0,
1.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2996.0,1147.0,1.0,1380.0,20.0,3.0,7.7,1.0,69.05,0.5,511.55,0.0,
1.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,72.0,419.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,50.0,266800.0,1.0,3400000.0,20.0,3.05,49.65,325.5,5526.45,0.1,103705.0,0.0,
1.0,133.0,236.0,1.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,712.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,571.0,305.0,0.0,446.0,20.0,2.35,2.55,0.2,17.35,0.0,172.55,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,126.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,264.0,30.0,1.0,311.0,20.0,3.95,0.0,0.0,6.0,0.1,43.45,0.0,
1.0,20.0,132800.0,1.0,578900.0,19.0,3.26,477.53,1835.79,30474.79,0.0,594884.21,0.0,
1.0,858.0,38.0,1.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.8,1.0,
1.0,138.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,178.0,19500.0,1.0,523200.0,20.0,1.7,11.55,19.3,549.0,0.05,10516.95,0.0,
1.0,38.0,22.0,1.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,23.0,1300000.0,0.0,12700000.0,3.0,5.33,2879.67,13918.33,297066.67,0.67,1700000.0,0.0,
1.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,185.0,20.0,1.0,70.0,13.0,3.31,0.38,1.0,5.38,0.0,52.77,1.0,
1.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,164.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,524.0,23000.0,1.0,803700.0,20.0,0.0,131.35,58.45,1878.4,0.0,14302.35,0.0,
1.0,256.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,246.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,55.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,12.0,0.0,471.0,1.0,
1.0,576.0,220.0,1.0,110.0,12.0,0.08,0.0,1.0,8.83,0.42,27.33,1.0,
1.0,236.0,5300000.0,1.0,355400000.0,9.0,0.11,4453.0,288.0,146500.0,0.0,813900.0,0.0,
1.0,2020.0,128.0,0.0,158.0,20.0,0.2,0.05,0.0,1.85,0.0,8.1,0.0,
1.0,240.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1779.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,490.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,368.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2067.0,97.0,0.0,401.0,7.0,0.0,0.86,0.86,57.29,0.0,3181.43,1.0,
1.0,225.0,672000.0,1.0,8500000.0,20.0,6.25,84.4,92.0,5138.95,0.1,72320.15,0.0,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1431.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1.0,114600.0,1.0,1900000.0,20.0,2.4,59.75,18.9,2413.7,0.15,15168.95,0.0,
1.0,44.0,112500.0,1.0,2900000.0,20.0,4.15,238.35,580.05,41293.0,0.25,244246.45,0.0,
1.0,238.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,156.0,3.0,0.0,11.0,9.0,0.11,0.0,0.0,1.22,0.11,0.89,1.0,
1.0,79.0,42.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,652.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,109.0,28.0,1.0,112.0,5.0,5.2,1.8,1.0,22.4,0.2,654.6,0.0,
1.0,262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,397.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,751.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,101.0,315.0,1.0,1988.0,10.0,3.4,8.1,15.7,68.3,1.6,3579.7,0.0,
1.0,9.0,356600.0,1.0,2400000.0,20.0,0.0,142.95,1336.2,36868.9,0.0,423370.0,0.0,
1.0,358.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,713.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,17.0,501.0,1.0,11800.0,20.0,5.6,42.15,5.15,212.25,0.0,5457.7,0.0,
1.0,84.0,15200.0,1.0,64400.0,20.0,6.6,17.1,5.35,345.1,0.25,5207.05,0.0,
1.0,602.0,23.0,1.0,5.0,4.0,0.0,0.25,0.0,1.25,0.0,2.75,1.0,
1.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,114.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,5604.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,7822.0,1796.0,0.0,8539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,803.0,12800.0,1.0,985900.0,20.0,3.45,9.75,0.35,188.85,0.05,906.3,0.0,
0.0,349.0,42.0,1.0,33.0,6.0,0.33,1.0,0.0,5.5,0.33,88.67,1.0,
1.0,87.0,74.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,32.0,1600000.0,1.0,20700000.0,20.0,2.35,189.0,540.8,42523.25,0.45,422329.95,0.0,
1.0,123.0,152.0,1.0,2161.0,20.0,2.65,0.4,0.0,11.35,0.1,162.6,0.0,
1.0,1407.0,673.0,1.0,375.0,20.0,0.05,8.25,0.05,9.05,0.8,101.9,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,7.0,35600.0,1.0,280100.0,20.0,2.45,113.65,179.6,6623.65,0.0,43483.4,0.0,
1.0,277.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,51.0,10900.0,1.0,41600.0,20.0,6.45,26.45,10.05,542.8,0.0,10063.15,0.0,
1.0,3563.0,2297.0,1.0,13700.0,20.0,0.2,0.65,0.0,13.8,0.0,78.9,0.0,
1.0,166.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,63.0,51900.0,1.0,188600.0,20.0,0.75,2.2,1.25,56.75,0.05,1341.5,0.0,
1.0,19.0,64200.0,1.0,693200.0,20.0,4.55,84.95,397.2,14879.75,0.25,187165.25,0.0,
1.0,30.0,252200.0,1.0,6500000.0,20.0,2.55,1016.1,498.7,33953.65,0.0,192203.25,0.0,
1.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1165.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,576.0,19.0,0.0,29.0,5.0,1.4,0.4,0.0,5.8,0.0,211.4,0.0,
1.0,20.0,352.0,1.0,4375.0,20.0,5.45,2.05,0.1,24.75,0.15,186.5,0.0,
1.0,84.0,12300.0,1.0,145600.0,20.0,2.8,52.35,168.0,5435.25,0.2,101055.2,0.0,
1.0,653.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,89.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,263.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,357.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,524.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,533.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,413.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1511.0,1064.0,1.0,1107.0,12.0,2.17,5.33,0.0,9.25,0.0,54.33,1.0,
1.0,6300.0,11400.0,1.0,70800.0,20.0,2.2,9.35,0.7,144.55,0.25,869.5,0.0,
1.0,6.0,3.0,1.0,5.0,1.0,6.0,0.0,0.0,3.0,0.0,336.0,0.0,
1.0,510.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,3096.0,64.0,1.0,10.0,4.0,0.0,0.75,0.0,2.5,0.0,35.25,1.0,
1.0,15.0,749.0,0.0,2643.0,20.0,4.65,9.4,0.45,48.8,0.15,556.35,0.0,
1.0,502.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,143.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,217.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1102.0,53.0,1.0,326.0,5.0,3.4,2.4,0.2,56.8,0.4,334.4,0.0,
1.0,1012.0,564.0,1.0,110.0,1.0,1.0,2.0,0.0,110.0,0.0,297.0,1.0,
1.0,60.0,33800.0,1.0,647700.0,20.0,4.6,184.7,228.9,9676.25,0.1,83091.15,0.0,
1.0,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1865.0,118.0,1.0,2691.0,20.0,0.3,0.3,0.05,9.15,0.1,187.9,0.0,
1.0,305.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,206.0,149.0,1.0,1920.0,20.0,3.7,6.3,1.9,84.7,0.15,913.0,0.0,
1.0,222.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,
1.0,56.0,1108.0,1.0,1657.0,20.0,7.05,1.05,0.75,43.75,0.0,901.5,0.0,
1.0,7386.0,159.0,1.0,31.0,3.0,0.0,0.0,0.0,10.33,0.0,94.67,1.0,
1.0,5967.0,7625.0,1.0,2392.0,2.0,3.0,20.0,39.5,1193.0,0.0,2575.0,1.0,
1.0,561.0,33.0,1.0,410.0,20.0,1.4,0.25,0.05,5.55,0.2,38.75,0.0,
1.0,297.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,
1.0,2009.0,1169.0,1.0,1631.0,20.0,0.4,0.9,0.0,14.35,0.2,111.05,0.0,
1.0,10.0,3856.0,1.0,9834.0,20.0,2.95,11.0,3.1,386.85,0.05,3889.7,0.0,
1.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,257.0,343.0,1.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,6.0,40700.0,1.0,375200.0,18.0,4.61,195.39,473.11,20834.56,0.0,128523.5,0.0,
1.0,329.0,108.0,0.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,237.0,194.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1691.0,56.0,0.0,247.0,20.0,0.0,0.0,0.0,4.6,0.05,10.45,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,673.0,29.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,
1.0,1423.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1564.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1003.0,33.0,0.0,15.0,15.0,0.53,0.0,1.0,1.0,0.6,8.07,1.0,
1.0,141.0,315800.0,1.0,3200000.0,20.0,2.65,37.5,7.8,1727.9,0.35,32690.2,0.0,
1.0,681.0,111.0,0.0,82.0,20.0,0.25,0.1,0.0,3.6,0.05,17.25,0.0,
1.0,316.0,131.0,1.0,847.0,20.0,9.65,0.2,0.0,11.8,0.1,156.8,0.0,
1.0,373.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,977.0,17.0,0.0,62.0,20.0,0.1,0.05,0.25,2.7,0.0,71.95,1.0,
1.0,162.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,279.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,44.0,76300.0,1.0,667400.0,20.0,2.55,8.35,7.95,697.5,0.0,7272.6,0.0,
1.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2702.0,1200.0,1.0,7459.0,20.0,0.95,8.6,0.15,109.2,0.4,515.75,0.0,
1.0,156.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,401.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,350.0,2000000.0,1.0,43400000.0,20.0,0.15,2488.9,1840.9,210409.95,0.25,1088484.95,0.0,
1.0,2397.0,71800.0,1.0,815300.0,20.0,0.0,0.3,0.2,29.2,0.0,191.1,0.0,
1.0,204.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,120.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,516.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,10000.0,318.0,0.0,1357.0,20.0,0.25,0.0,0.25,4.2,0.0,39.15,0.0,
1.0,131.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,54.0,69.0,1.0,503.0,10.0,1.0,0.0,0.5,40.4,0.5,287.3,0.0,
1.0,201.0,828400.0,1.0,12100000.0,20.0,3.15,102.5,97.95,11064.85,0.15,114685.0,0.0,
1.0,327.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,125.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,124.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1659.0,36.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,
1.0,346.0,7.0,0.0,35.0,14.0,0.36,0.0,0.0,2.29,0.07,3.43,1.0,
1.0,42.0,541300.0,1.0,23700000.0,20.0,1.1,107.8,80.65,27188.2,0.85,198605.0,0.0,
1.0,316.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1617.0,209.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,377.0,2043.0,1.0,64400.0,20.0,4.75,29.0,2.3,265.4,0.2,1634.05,0.0,
1.0,3571.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,5.0,19.0,1.0,188.0,7.0,3.71,0.71,1.0,26.86,0.0,586.43,0.0,
1.0,20.0,6219.0,1.0,382000.0,20.0,3.25,171.35,209.75,19029.9,0.0,176573.25,0.0,
1.0,836.0,6999.0,0.0,3481.0,20.0,0.0,0.05,1.0,39.35,0.0,60.35,1.0,
1.0,183.0,55.0,1.0,81.0,9.0,0.78,0.0,0.0,9.0,0.0,65.11,1.0,
1.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,123.0,1600000.0,1.0,31600000.0,20.0,3.4,594.4,666.4,61950.0,0.05,353605.0,0.0,
1.0,107.0,610.0,0.0,661.0,12.0,1.08,3.0,1.0,53.67,0.0,1775.75,1.0,
1.0,353.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,356.0,268.0,1.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
