Id	IsAccountPrivate	IsVerified	HasProfilePicture	AnzahlFolgeIch	AnzahlFollower	AnzahlLikes	HasInstagramLink	HasYoutubeLink	HasAccountDescription	HasLinkInDescription	LinkInDescription	PostsExist	AnzahlPosts	AreLikedVideosPrivate	NumberOfLikedVideos	VerhaeltnisFolgeIchProFollower	VerhaeltnisLikesProFollower	AverageNumberOfHashtags	AverageNumberOfComments	AverageNumberOfCharacters	AverageNumberOfForwardings	AverageNumberOfLikes	AverageNumberOfLinkedProfiles	AverageNumberOfUsedFilters	LikedAverageNumberOfHashtags	LikedAverageNumberOfComments	LikedAverageNumberOfCharacters	LikedAverageNumberOfForwardings	LikedAverageNumberOfLikes	LikedAverageNumberOfLinkedProfiles	LikedAverageNumberOfUsedFilters	AverageNumberOfViews	LikedAverageNumberOfViews	VerhaeltnisLikesProAufruf	VerhaeltnisCommentsProAufruf	IsABot
5ED1A56C-2175-4DC1-92E9-2441A776AD65	False	False	True	281	145	1043	False	False	True	False		True	15	True	0	1.9379310344827587	7.1931034482758625	10.4	1.4666666666666666	105.93333333333334	0.0	68.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	543.1333333333333	0.0	0.12593592733521544	0.002700380508162514	
CE7EE546-797A-471B-B20A-245D85B3E329	False	False	True	6171	531	15	True	True	True	False		True	1	False	20	11.621468926553673	0.02824858757062147	0.0	1.0	0.0	2.0	15.0	0.0	0.0	1.4	472.85	61.05	667.0	65496.3	0.0	0.05	125.0	588335.0	0.12	0.008	
D4EA9905-0495-4ECF-AE2C-245F342DD5DD	True	False	True	174	32	0	False	False	False	False		False	0	True	0	5.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
BCE57332-746E-44A3-A3EF-246B79DC1C3E	False	False	True	92	2	0	False	False	False	False		True	1	True	0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	
C6A62598-7AB8-4962-A56F-246EF8A53FAC	False	False	True	1569	80	0	False	False	False	False		False	0	True	0	19.6125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
89F667DD-4F4A-4943-975B-24707E98B17F	False	False	True	22	2	0	False	False	False	False		False	0	True	0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9D41B187-0E5D-40E2-B7B8-247318B2E867	True	False	True	979	41	93	False	False	False	False		False	0	True	0	23.878048780487806	2.268292682926829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
069DF45A-F3B0-4746-AAD9-247334E19599	False	False	True	2774	15	0	False	False	False	False		False	0	True	0	184.93333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
B4915DBF-73E7-42DD-9AB6-24741BA91E91	False	False	True	338	3	0	False	False	False	False		False	0	False	20	112.66666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	2.8	76.0	1.6	439.15	0.05	0.05	0.0	1200.25	0.0	0.0	True
4C678832-DF98-4EC6-B807-247B0F5DB5BE	False	False	True	760	88	164	False	False	False	False		True	20	True	0	8.636363636363637	1.8636363636363635	0.15	0.05	2.1	0.0	2.05	0.05	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.05	0.0	0.09738717339667458	0.0023752969121140144	
DEF9B484-7B25-4C26-B14F-248494B70F4E	False	False	True	1187	23	75	False	False	False	False		True	20	True	0	51.608695652173914	3.260869565217391	0.05	0.15	0.85	0.0	1.25	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.13157894736842105	0.015789473684210527	
F92617BA-7E4C-4613-A906-248F3E9D197F	False	False	True	1509	80	0	False	False	False	False		False	0	False	20	18.8625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	4.9	40.55	9.7	564.05	0.25	0.0	0.0	7272.1	0.0	0.0	True
1A9AD5A3-5B9A-45A2-AC97-249EDB91A174	False	False	True	27	14	54	False	False	False	False		True	20	True	0	1.9285714285714286	3.857142857142857	0.15	0.0	15.65	0.0	0.25	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85	0.0	0.03184713375796178	0.0	
E213D703-C37F-45D9-8274-24A48730502E	False	False	True	912	2324	101500	False	False	True	False		True	9	True	0	0.3924268502581756	43.674698795180724	5.888888888888889	33.0	96.55555555555556	1.8888888888888888	371.77777777777777	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4510.888888888889	0.0	0.08241785309621164	0.0073156313118872855	False
0.0	False	False	True	79	9	0	False	False	True		False	0	True	0	8.777777777777779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647DE857-7000-40DA-A4B6-24A6C7F46A7A	0.0	0.0	0.0	2020-06-13 02:53:12.747	
6396C0DC-5AAE-4617-9602-24AB609C676A	False	False	True	62	9	0	False	False	False	False		False	0	True	0	6.888888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6EA5647A-74AA-4428-8085-24C3B78DEE6C	True	False	True	296	83	6882	False	False	False	False		False	0	True	0	3.566265060240964	82.91566265060241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
BD754BA8-8EDB-4B90-9509-24C677C16F73	False	False	True	14	1	3	False	False	False	False		True	2	True	0	14.0	3.0	0.0	0.0	5.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.5	0.0	0.04918032786885246	0.0	
7FA32A2B-69D1-4E95-A365-24CEBD3398A0	False	False	True	190	1	1	False	False	False	False		True	1	False	20	190.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.25	40.45	76.65	120.5	9469.9	0.05	0.15	9.0	65387.3	0.1111111111111111	0.0	True
D21AD36F-535F-42CC-868B-24D44A20E70D	False	False	True	351	25	16	False	False	True	False		True	1	True	0	14.04	0.64	0.0	0.0	6.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.08247422680412371	0.0	
8EE1A175-08E3-4FC3-90F9-24E0DEE80681	False	False	True	455	76	56	False	False	False	False		True	11	True	0	5.9868421052631575	0.7368421052631579	0.0	0.09090909090909091	6.545454545454546	0.0	5.090909090909091	0.36363636363636365	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.27272727272727	0.0	0.11498973305954825	0.002053388090349076	
5FAC0ADD-A114-44A4-AE1B-24E443A23E2A	False	False	False	541	4	0	False	False	False	False		False	0	True	0	135.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
BE410C89-7E1C-4BBB-A846-24EA504D9325	False	False	True	19	21	0	False	False	True	False		False	0	True	0	0.9047619047619048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
458A7EE8-DEC1-4615-97AE-24F06AA50331	False	False	True	646	253	193	False	False	True	False		True	20	False	20	2.5533596837944663	0.7628458498023716	2.5	0.1	42.0	-1.0	3.3	0.0	0.15	2.05	15.4	40.65	-1.0	208.0	0.2	0.05	9.5	1530.5	0.34736842105263155	0.010526315789473684	True
157ED7C6-BD11-46C0-8A14-24F2A1499EF8	False	False	True	273	43	58	False	False	True	False		True	18	True	0	6.348837209302325	1.3488372093023255	0.1111111111111111	0.1111111111111111	5.222222222222222	0.0	2.888888888888889	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.944444444444445	0.0	0.1933085501858736	0.007434944237918215	
D0A02373-3512-47D7-A338-24FC50D093D4	False	False	True	57	16	59	False	False	False	False		True	5	True	0	3.5625	3.6875	0.6	0.6	11.8	0.2	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.6	0.0	0.04598597038191738	0.0023382696804364767	
E407E32F-B966-4E68-B32C-24FC96CC45CA	False	False	True	12	7	6	False	False	False	False		True	7	True	0	1.7142857142857142	0.8571428571428571	0.2857142857142857	0.0	29.571428571428573	0.0	0.8571428571428571	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.07142857142857142	0.0	
1AA099AC-C034-41AA-8B3D-2500B42AD0C8	False	False	True	206	42	1	False	False	False	False		False	0	True	0	4.904761904761905	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
C17F7157-DE6C-4863-8E18-250792777C76	False	False	True	6523	380	3959	False	False	True	False		True	20	True	0	17.16578947368421	10.41842105263158	3.0	0.15	25.95	0.0	5.95	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.85	0.0	0.23943661971830985	0.006036217303822937	
FDC8AC7E-3B78-420E-8B3C-251035592EF7	False	False	True	1918	40	2	False	False	False	False		True	1	True	0	47.95	0.05	0.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	
0FE59AB3-994B-48C7-A7A4-251F32654E68	False	False	True	29	0	4	False	False	False	False		True	7	True	0	0.0	0.0	0.2857142857142857	0.0	3.857142857142857	0.0	0.5714285714285714	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.142857142857142	0.0	0.05128205128205128	0.0	
6473B730-CEFA-4F95-B552-2523A1441465	False	False	True	355	13900	112200	True	False	True	False		True	20	True	0	0.02553956834532374	8.071942446043165	2.75	30.0	67.5	24.9	4883.7	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47948.4	0.0	0.10185324223540305	0.0006256725980428961	False
0E8070F8-9072-4E19-BF08-25296A3927F1	False	False	True	250	129	759	False	False	True	False		False	0	True	0	1.937984496124031	5.883720930232558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
900515D1-1664-44AA-A7CA-252D7AB2499C	False	False	True	453	42	180	False	False	False	False		True	20	True	0	10.785714285714286	4.285714285714286	0.4	0.2	7.85	0.05	4.25	0.25	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3	0.0	0.16798418972332016	0.007905138339920948	
4BEF34A9-5706-439A-83AE-252EFF612884	False	False	True	72	3	0	False	False	False	False		False	0	True	0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
FC2E997C-499F-4BF9-8FF6-252F81208D31	False	False	True	2776	25	6	False	False	False	False		True	3	True	0	111.04	0.24	0.3333333333333333	0.3333333333333333	43.666666666666664	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.333333333333334	0.0	0.15	0.024999999999999998	
87C57C5E-B945-4E67-B9E5-252F99F728E4	False	False	True	139	1900000	40300000	True	False	True	False		True	20	True	0	7.31578947368421e-05	21.210526315789473	2.0	593.8	70.5	3413.7	117612.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672365.0	0.0	0.17492321878741457	0.0008831512645661211	False
0F09BBD2-97EA-4499-BD45-253A9C722743	False	False	True	653	26	0	False	False	False	False		False	0	True	0	25.115384615384617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
DB4C16C6-B4EE-41A9-A606-253D40AE9A84	False	False	True	6430	1379	1274	False	True	True	False		True	20	False	20	4.662799129804206	0.9238578680203046	0.15	1.45	12.6	0.0	14.95	0.35	0.25	3.9	817.7	79.55	430.4	48364.0	0.35	0.05	80.65	268906.5	0.18536887786732795	0.017978921264724116	
1D761C09-B364-407A-8711-2540931CADBF	False	False	False	95	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9A7AD852-A54C-46DA-8595-25477F8253DF	False	False	True	85	24	195	False	False	True	False		True	20	True	0	3.5416666666666665	8.125	1.85	0.0	26.05	0.0	1.8	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05	0.0	0.4444444444444445	0.0	
ABA69A1F-7F5B-4FF8-AC24-2551369374E0	False	False	True	2	2	0	False	False	False	False		False	0	False	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	11453.45	77.65	32495.45	1100811.2	0.0	0.05	0.0	14427037.7	0.0	0.0	False
E84C2872-AE99-48E5-A13C-25516392207A	False	False	True	69	38	112	False	False	True	False		True	20	True	0	1.8157894736842106	2.9473684210526314	0.35	0.1	7.5	0.0	2.2	0.05	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	0.0	0.07260726072607261	0.0033003300330033004	
FA8740F5-2414-478A-8799-2552FCB6D094	False	False	True	84	12	18	False	False	False	False		True	15	True	0	7.0	1.5	0.0	0.0	0.6666666666666666	0.0	1.2	0.06666666666666667	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.39999999999999997	0.0	
EB4D942F-D526-4811-B503-2559BF4F2441	False	False	True	882	86	200	False	False	False	False		True	20	True	0	10.255813953488373	2.3255813953488373	0.2	0.25	12.65	0.0	8.3	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.45	0.0	0.21586475942782835	0.006501950585175552	
30F3A1AC-3CF4-4034-AEDD-2562EDEE89CD	False	False	True	747	26	33	False	False	False	False		True	4	False	20	28.73076923076923	1.2692307692307692	0.0	0.0	0.0	0.0	8.25	0.0	0.0	3.3	48.3	56.5	109.1	6838.75	0.05	0.25	198.75	46806.3	0.04150943396226415	0.0	True
2BB47716-F157-481A-9FD4-2563FEFF8481	True	False	True	23	22	16	False	False	False	False		False	0	True	0	1.0454545454545454	0.7272727272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
8C0CEC6E-038A-47C7-BE27-256B17F1A0E1	False	False	True	86	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0987F815-8478-4A5A-9259-2571E6DCF759	False	False	True	48	4	3	False	False	True	False		True	1	True	0	12.0	0.75	0.0	0.0	45.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.5	0.0	
9CAE8121-FEB9-4B5C-AA8F-257421FE068C	False	False	True	155	74	160	True	True	True	False		True	20	True	0	2.0945945945945947	2.1621621621621623	0.0	0.0	6.85	0.0	1.55	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.16756756756756758	0.0	
86.0	False	True	13	3	28	False	False	False			True	10	False	0	4.333333333333333	9.333333333333334	0.0	0.2	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31626F55-98B1-4BA7-9601-257737C5AE1B	0.0	0.025581395348837212	0.002325581395348837	2020-06-19 12:17:18.627	
55058B51-2ABC-4839-ABBF-257B45D970E8	False	False	True	5569	258	18	False	False	False	False		True	2	False	9	21.585271317829456	0.06976744186046512	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.2222222222222223	3.2222222222222223	48.44444444444444	0.0	290.0	0.1111111111111111	0.2222222222222222	49.5	414.22222222222223	0.18181818181818182	0.0	True
0618DCCC-F154-41CA-8F1E-2581DEB92D9F	False	False	True	988	30	11	False	False	True	False		True	3	True	0	32.93333333333333	0.36666666666666664	1.0	0.3333333333333333	15.666666666666666	0.0	3.6666666666666665	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.333333333333334	0.0	0.3548387096774193	0.03225806451612903	
7BD37848-DFCE-4554-8571-25877DE81D0E	False	False	False	2210	148	0	False	False	False	False		False	0	True	0	14.932432432432432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
F2D0126F-7541-4F18-99F8-2589D60E649E	False	False	True	725	16	0	False	False	False	False		False	0	False	20	45.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	93.85	60.0	564.5	17895.35	0.0	0.15	0.0	95482.15	0.0	0.0	True
28C72E92-6C3D-4E32-9FC1-258B6322B21A	False	False	False	812	39	0	False	False	False	False		False	0	True	0	20.82051282051282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
E852DBBE-C05A-40B6-89DD-25967472AC9A	False	False	False	23	2	0	False	False	False	False		False	0	True	0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1A081B70-F128-4420-B9F3-2596AE1976DC	False	False	True	353	1	0	False	False	False	False		False	0	False	20	353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	5.9	65.4	0.75	399.85	0.1	0.2	0.0	1274.55	0.0	0.0	True
95930117-A492-4E68-B1F9-259CED2BB5B8	False	False	True	7153	245	20	False	False	False	False		True	2	True	0	29.195918367346938	0.08163265306122448	1.0	0.0	15.0	0.0	10.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.19230769230769232	0.0	
20BED3BF-189D-4139-B894-25A2423BE582	False	False	True	212	1	0	True	False	True	False		True	6	True	0	212.0	0.0	2.0	0.0	16.833333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	
5881FAF4-CA85-4C4F-8B43-25A28985E4CB	False	False	True	162	19	54	False	False	False	False		True	14	True	0	8.526315789473685	2.8421052631578947	0.0	0.0	0.0	0.0	3.857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.571428571428571	0.0	0.45	0.0	
B8ABCD48-C765-4633-B808-25A4EDA82E0C	False	False	True	10	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
F20527E9-8589-42E7-A229-25A53D36D8FD	True	False	True	1265	64	0	False	False	False	False		False	0	True	0	19.765625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
534B0FA8-62C6-4FB4-B6CF-25AB129B5325	False	False	True	6023	502	2569	False	False	False	False		True	20	True	0	11.99800796812749	5.117529880478088	0.35	0.55	19.3	0.4	4.0	0.35	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.95	0.0	0.12139605462822457	0.01669195751138088	
556A6E72-8223-4682-ACFA-25B45D472831	True	False	True	1179	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
EFA7C43B-7A69-49B9-9A28-25B79F8FF18C	False	False	True	112	16	62	False	False	False	False		True	20	True	0	7.0	3.875	4.1	0.0	30.1	0.0	2.55	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.2	0.0	0.05079681274900398	0.0	
EB249DD7-3F5A-4AD6-A89F-25C1C5C5A020	False	False	True	52	4	1	False	False	False	False		False	0	True	0	13.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1349C9FD-73D5-49B2-977D-25C3B1676CCC	False	False	True	940	31	0	False	False	False	False		False	0	False	20	30.322580645161292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	23.05	72.05	16.55	2226.4	0.05	0.2	0.0	44447.4	0.0	0.0	True
AEB64F56-F085-4DE7-BD13-25C65CB02309	False	False	True	22	175	1065	True	False	False	False		True	20	True	0	0.12571428571428572	6.085714285714285	0.95	0.2	9.5	0.0	7.25	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.05291970802919708	0.0014598540145985403	
DE36E867-4D82-4AC2-89E3-25CEF74D4FF6	True	False	True	211	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0F82FCEE-4CDB-4B31-968D-25D4C4A7021D	True	False	True	1394	7	0	False	False	False	False		False	0	True	0	199.14285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
F51D7C79-D98D-4DE6-9A93-25D6BFC03FBD	False	False	True	8	366400	3500000	True	True	True	False		True	3	True	0	2.1834061135371177e-05	9.552401746724891	0.0	14.333333333333334	0.0	100.66666666666667	3717.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52000.333333333336	0.0	0.07148031102364728	0.0002756392587227005	False
A588F293-2D10-4649-B10F-25D95E38DEFD	False	False	True	240	3	0	False	False	False	False		False	0	False	12	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4166666666666665	34.416666666666664	67.41666666666667	41.75	5707.083333333333	0.16666666666666666	0.08333333333333333	0.0	26410.583333333332	0.0	0.0	True
733CDC15-6717-447A-B2B9-25DBAEA1952E	False	False	True	34	22	370	False	False	True	False		True	20	True	0	1.5454545454545454	16.818181818181817	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.8	0.0	0.12175324675324675	0.0	
4D8DAA19-DDE6-47C1-A60B-25E8A5C924CB	False	False	True	1012	28	14	False	False	False	False		True	6	True	0	36.142857142857146	0.5	0.16666666666666666	0.16666666666666666	8.833333333333334	0.0	2.3333333333333335	0.16666666666666666	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.833333333333334	0.0	0.2153846153846154	0.015384615384615384	
5EC88089-F3E0-4079-89F8-25EB33C81062	False	False	True	173	22	181	False	False	False	False		True	20	True	0	7.863636363636363	8.227272727272727	0.15	0.0	1.6	0.0	0.45	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.12162162162162161	0.0	
1BFB8DBD-1132-47FD-935B-25F0C8645DCC	False	False	True	69	742	36800	True	False	True	False		True	20	True	0	0.09299191374663072	49.59568733153639	4.25	0.6	65.5	0.1	6.6	0.05	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5247.65	0.0	0.001257705830228769	0.00011433689365716083	False
329ADBD6-E3D2-4F58-B61F-2608E6D31E87	False	False	True	1979	73	19	False	False	False	False		True	7	True	0	27.10958904109589	0.2602739726027397	0.14285714285714285	0.0	4.142857142857143	0.0	2.7142857142857144	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.714285714285714	0.0	0.19791666666666669	0.0	
4F665BE8-8C61-4F15-922F-261061879EBE	False	False	True	43	4	15	False	False	False	False		True	2	True	0	10.75	3.75	0.0	0.5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.5	0.0	0.04363636363636364	0.0036363636363636364	
118C5A17-F5B0-475D-85F8-261842964A26	False	False	False	34	50	0	False	False	False	False		False	0	True	0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
D9A8B172-DEA6-45AE-B0D3-2633EFA55629	False	False	True	8960	305	0	False	False	False	False		False	0	True	0	29.37704918032787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
46A59996-8D36-400D-98DA-263896851542	False	False	True	4	2	5	False	False	False	False		True	6	True	0	2.0	2.5	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.5	0.0	0.0196078431372549	0.0	
D37118D3-CC20-4410-B82B-263B37AAEBC3	False	False	True	1251	45	0	False	False	False	False		False	0	False	20	27.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	2.95	39.0	1.55	527.6	0.05	0.0	0.0	5193.3	0.0	0.0	True
CEE0EFA5-4836-43FB-8DD6-26486CC10677	False	False	True	1104	72	0	False	False	False	False		False	0	True	0	15.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3C2C4DF2-AF86-4430-89AD-2649FBB4F68D	False	False	True	191	5	0	False	True	True	False		False	0	False	20	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	57.4	57.8	183.4	9170.05	0.1	0.25	0.0	108875.65	0.0	0.0	True
9B9341F8-2741-4DFD-B1CE-264D19966DEE	False	False	True	15	2312	42900	False	False	True	False		True	20	True	0	0.006487889273356401	18.55536332179931	0.25	11.75	29.8	5.1	232.3	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1032.05	0.0	0.2250859938956446	0.011385107310692312	False
44424094-D013-4163-8DE6-264DB42BEC95	False	False	True	100	0	0	False	False	True	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
7C9FA399-DFFF-4BE6-9442-26551BD941E2	True	False	True	58	7	10	False	False	False	False		False	0	True	0	8.285714285714286	1.4285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
255A8E3B-1EDE-4697-932F-265F82250A94	False	False	True	705	19	5	False	False	True	False		True	5	True	0	37.10526315789474	0.2631578947368421	0.0	0.2	8.8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.5555555555555556	0.11111111111111112	
FBCB2892-58C6-4895-980B-26616064DBFE	False	False	True	42	5	21	False	False	False	False		True	3	True	0	8.4	4.2	1.3333333333333333	0.3333333333333333	15.333333333333334	0.3333333333333333	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.66666666666667	0.0	0.105	0.004999999999999999	
