Id	IsAccountPrivate	IsVerified	HasProfilePicture	AnzahlFolgeIch	AnzahlFollower	AnzahlLikes	HasInstagramLink	HasYoutubeLink	HasAccountDescription	HasLinkInDescription	LinkInDescription	PostsExist	AnzahlPosts	AreLikedVideosPrivate	NumberOfLikedVideos	VerhaeltnisFolgeIchProFollower	VerhaeltnisLikesProFollower	AverageNumberOfHashtags	AverageNumberOfComments	AverageNumberOfCharacters	AverageNumberOfForwardings	AverageNumberOfLikes	AverageNumberOfLinkedProfiles	AverageNumberOfUsedFilters	LikedAverageNumberOfHashtags	LikedAverageNumberOfComments	LikedAverageNumberOfCharacters	LikedAverageNumberOfForwardings	LikedAverageNumberOfLikes	LikedAverageNumberOfLinkedProfiles	LikedAverageNumberOfUsedFilters	AverageNumberOfViews	LikedAverageNumberOfViews	VerhaeltnisLikesProAufruf	VerhaeltnisCommentsProAufruf	IsABot
A1992407-4369-44B9-99AD-88BF203D8F5C	False	False	True	70	1783	97700	True	False	True	False		True	20	True	0	0.03925967470555244	54.79528883903534	5.85	5.0	64.95	2.8	265.6	0.15	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2595.8	0.0	0.10231913090376762	0.001926188458278758	
CE448CB6-A440-4326-B867-88C0D28B1926	False	False	True	9985	263	4	False	False	False	False		True	3	True	0	37.965779467680605	0.015209125475285171	0.0	0.0	18.333333333333332	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.333333333333333	0.0	0.25	0.0	
96549264-E171-47A9-B7E2-88C5280877EB	False	False	True	56	59	83	False	False	True	False		True	20	True	0	0.9491525423728814	1.4067796610169492	0.05	0.0	4.7	0.05	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9	0.0	0.06771799628942486	0.0	
B941E456-EC69-425A-9A04-88CA2EACC751	False	False	True	804	172	802	False	False	False	False		True	20	True	0	4.674418604651163	4.662790697674419	0.0	0.85	0.55	1.05	17.75	0.05	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.2	0.0	0.04914174972314507	0.002353266888150609	
D6ACC2D8-019D-4871-B655-88D912A94DB1	False	False	False	0	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
A82CAADF-16C3-4987-81C3-88DF61005472	False	False	True	319	564	163	False	False	True	False		True	3	True	0	0.5656028368794326	0.28900709219858156	1.3333333333333333	2.6666666666666665	37.333333333333336	0.0	51.666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.0	0.0	0.17633674630261661	0.009101251422070534	False
E2E347B2-ACF9-46C9-AF34-88E53B77DB08	False	False	True	119	0	0	False	False	True	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
C4A4DC79-E795-455A-9AF1-88ED3476F2D7	False	False	True	574	40	102	False	False	True	False		True	20	True	0	14.35	2.55	0.3	0.35	9.45	0.0	1.2	0.2	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25	0.0	0.16551724137931034	0.04827586206896552	
1A30C1F3-C801-4A5F-A4C0-88F370170ABD	False	False	True	1743	36	0	False	False	False	False		False	0	True	0	48.416666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
A1B7D7F6-61ED-4BB3-A6A8-88F624229B50	False	False	True	365	292	4431	False	False	True	False		True	3	False	9	1.25	15.174657534246576	0.3333333333333333	1.0	12.666666666666666	0.0	27.0	1.0	0.3333333333333333	1.2222222222222223	269.1111111111111	52.44444444444444	109.55555555555556	31193.444444444445	0.7777777777777778	0.1111111111111111	143.33333333333334	181077.88888888888	0.1883720930232558	0.0069767441860465115	False
4E712B7E-B540-422E-8864-88F8FBF5DCD0	False	False	True	676	14	0	False	False	False	False		False	0	False	20	48.285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	101.3	55.7	253.4	16079.2	0.05	0.4	0.0	110275.55	0.0	0.0	True
15A4DC78-5C37-4C1D-8B9E-88FD80BE6FA8	False	False	True	68	4	0	False	False	False	False		False	0	True	0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
007E7167-2AD3-4FE1-9216-890482338BAF	False	False	True	468	26	14	False	False	True	False		False	0	False	0	18.0	0.5384615384615384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
0FDCBD9A-04F7-4344-B41B-890ABC03970F	True	False	True	161	20	6	False	False	False	False		False	0	True	0	8.05	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
A11A7EB4-5DFE-4B5A-B3DB-891986BD3BB6	False	False	True	57	10	72	False	False	False	False		True	20	True	0	5.7	7.2	0.15	0.1	2.8	0.0	1.25	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.55	0.0	0.027442371020856202	0.0021953896816684962	
7FDD8A00-D8DF-46B2-A518-8921A1F2473D	False	False	True	99	0	0	False	False	True	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
6C9946C3-0EBD-46D2-B569-8924375CED57	False	False	True	371	27	106	True	False	True	False		True	20	True	0	13.74074074074074	3.925925925925926	0.45	0.0	6.25	0.0	0.65	0.05	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.3	0.0	0.011343804537521816	0.0	
8675F846-9B01-4AE4-B7F7-8932F52B96E5	False	False	True	52	9	0	False	False	False	False		False	0	True	0	5.777777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8CC62050-18B0-47BE-90CD-894903608A18	False	False	True	56	14	77	False	False	False	False		True	15	True	0	4.0	5.5	0.06666666666666667	0.3333333333333333	0.7333333333333333	0.0	5.133333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.11937984496124032	0.007751937984496124	
F9E1E838-93FE-47C5-B58E-8953424AF2BB	False	False	True	18	1	0	False	False	False	False		True	1	True	0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
7F397E0F-9CA5-409A-B254-89659D197C9B	False	False	True	21	1	13	False	False	False	False		True	20	True	0	21.0	13.0	0.6	0.0	9.4	0.0	0.15	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8	0.0	0.007211538461538461	0.0	
0855B698-32AF-4041-B944-8968495AFEBE	False	False	True	379	3	0	False	False	False	False		False	0	False	20	126.33333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	7.5	64.15	5.5	1088.5	0.0	0.1	0.0	12845.55	0.0	0.0	True
C8FFB7DE-3B7D-4939-B2F3-896BB60C6F1E	False	False	True	109	1	0	False	False	True	False		False	0	True	0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
F0B1F1EF-CBCE-4A29-BE5D-897517430B3D	False	False	True	293	17	24	False	False	True	False		True	11	True	0	17.235294117647058	1.411764705882353	0.5454545454545454	0.0	22.454545454545453	0.0	2.1818181818181817	0.0	0.8181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.454545454545454	0.0	0.4	0.0	
A65BA977-D9DD-48AB-8AE3-89759FF4E891	False	False	True	129	4	0	False	False	False	False		False	0	False	20	32.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	95.0	46.1	173.35	17256.55	0.05	0.3	0.0	162353.4	0.0	0.0	True
5DA195C9-8DD8-4C96-9C26-897742D63A3E	False	False	True	966	28	0	False	False	True	False		False	0	False	0	34.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1C8D7B59-FADD-46A3-AA0A-89778338A68C	False	False	True	389	115	648	False	False	True	False		True	20	False	20	3.382608695652174	5.6347826086956525	1.55	0.4	40.5	0.2	6.05	0.2	0.55	5.05	56.5	92.55	70.3	2911.3	0.35	0.0	60.75	14209.85	0.09958847736625515	0.006584362139917696	
B2497ED8-D4C7-466A-8586-8991994FEFD1	False	False	False	17	3	0	False	False	True	False		False	0	True	0	5.666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
85301244-B9BD-4F9F-A430-89978E3734D6	False	False	True	291	29	1	False	False	False	False		False	0	True	0	10.03448275862069	0.034482758620689655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
F58E19A2-DD96-4F72-8173-899D2563E0AD	False	False	True	7750	511	644	False	False	True	False		True	20	True	0	15.166340508806263	1.2602739726027397	0.3	0.0	30.0	0.0	1.4	0.35	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.6666666666666666	0.0	
7E13A16D-E1E3-425B-87B2-899EC283F214	False	False	True	107	15	59	False	False	False	False		True	20	True	0	7.133333333333334	3.933333333333333	0.05	0.0	0.9	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	0.0	0.12962962962962965	0.0	
E0DAC431-16DB-4F35-928D-899F2C03B2CA	False	False	True	196	2	0	False	False	False	False		False	0	True	0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
F36B24D4-0D11-4995-8E68-89BDCBC0D068	False	False	True	114	32	0	False	False	True	False		False	0	True	0	3.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
368D6129-ED3C-4EFB-BBEF-89CF72396EE5	False	False	True	54	1327	48200	False	False	True	False		True	20	True	0	0.04069329314242653	36.322532027128865	4.8	133.7	92.75	30.55	1405.9	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27775.45	0.0	0.05061664167457233	0.00481360337996324	False
FAB13FC8-DE4D-4326-A993-89D384BC94BC	False	False	True	49	24	170	False	False	False	False		True	20	True	0	2.0416666666666665	7.083333333333333	0.15	0.0	5.2	0.0	0.7	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.55	0.0	0.0340632603406326	0.0	
7D9DDF5F-C926-44CA-90EF-89D6F75DFF6A	False	False	True	31	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8DA72885-A07B-4FD5-88EA-89DA440446EE	False	False	True	21	3	1	False	False	False	False		True	5	True	0	7.0	0.3333333333333333	0.2	0.0	2.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1E3224C4-2FBF-40CC-891B-89DBD8B80F87	False	False	True	69	8	0	False	False	False	False		False	0	True	0	8.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
59A3F67F-9BF0-4912-BF3D-89E075DBB861	False	False	True	38	10	0	False	False	False	False		False	0	True	0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
06BE5006-4BC1-44D4-88CC-89EAAD994EF8	True	False	True	380	38	64	False	False	False	False		False	0	True	0	10.0	1.6842105263157894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
B8204CC4-4429-4020-BE57-89F3FF4EAA3D	False	False	True	3	33	302	True	False	True	False		True	12	True	0	0.09090909090909091	9.151515151515152	6.833333333333333	2.25	110.75	0.16666666666666666	22.583333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.8333333333333	0.0	0.06764852720918622	0.006739890164752871	False
F81475D0-55B0-4433-9626-89FC6CDEF218	False	False	True	384	32	174	False	False	True	False		True	20	True	0	12.0	5.4375	0.05	0.0	5.0	0.0	2.0	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	0.0	0.2247191011235955	0.0	
4B5A99D6-D10C-487C-BAF0-89FCA76C0B20	False	False	True	900	9	5	False	False	False	False		True	2	True	0	100.0	0.5555555555555556	0.0	0.5	13.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.35714285714285715	0.07142857142857142	
116999C2-F6F7-428A-923D-89FE1D1DB851	False	False	True	37	11	0	False	False	True	False		False	0	True	0	3.3636363636363638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
BDB929E2-7259-4076-AA6C-8A03570BA94E	False	False	True	621	7	0	False	False	False	False		False	0	True	0	88.71428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
256F47EB-8535-4D36-9D85-8A07E52D974A	False	False	True	471	6	0	False	False	False	False		False	0	False	20	78.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	7.1	62.35	28.65	748.7	0.05	0.0	0.0	11329.95	0.0	0.0	True
5DAD8F4D-B882-4F6D-94A2-8A0BF36A5485	False	False	True	40	739	7882	True	False	False	False		True	2	True	0	0.05412719891745602	10.66576454668471	6.0	12.0	56.0	12.5	3936.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169138.0	0.0	0.02327389468954345	7.09479833035746e-05	
248BA866-D8C0-4A72-9EF9-8A0F73C858E7	False	False	True	28	9	18	False	False	False	False		True	20	True	0	3.111111111111111	2.0	0.1	0.0	1.35	0.05	0.8	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	0.0	0.03669724770642202	0.0	
63FAFC0F-EA8D-42B2-BDB4-8A154D57DF23	False	False	True	384	4	0	False	False	False	False		False	0	True	0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
C146EDE8-0010-44C6-A6AE-8A21FCD7D77B	False	False	True	6009	423	394	False	False	True	False		True	20	True	0	14.205673758865249	0.9314420803782506	0.2	0.1	2.8	0.0	0.7	0.05	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.55	0.0	0.06635071090047392	0.009478672985781991	
6D7E3C6F-C691-49C8-9021-8A22E22D3C14	False	False	True	3194	64	53	False	False	False	False		True	18	True	0	49.90625	0.828125	0.2222222222222222	0.0	8.944444444444445	0.0	2.9444444444444446	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.72222222222222	0.0	0.14209115281501342	0.0	
FF67BD7C-5B97-4D66-A0C3-8A26B5E1606A	False	False	True	3424	1308	24000	True	False	True	False		True	20	True	0	2.617737003058104	18.34862385321101	3.35	74.7	66.45	4.6	823.35	0.05	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9334.3	0.0	0.08820693571023003	0.008002742573090645	
6FFFD61B-40D3-4FC3-8E63-8A2C3999F6E5	False	False	True	201	31	51	False	False	False	False		True	12	True	0	6.483870967741935	1.6451612903225807	0.0	0.3333333333333333	0.0	0.0	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.666666666666668	0.0	0.255	0.019999999999999997	
F45407D1-365F-4849-AE34-8A39C1F7AB84	True	False	True	171	10	0	False	False	False	False		False	0	True	0	17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1FA28E93-E0DB-43AB-B6EC-8A40E4ADADFC	False	False	True	28	2	18	False	False	True	False		True	3	True	0	14.0	9.0	0.3333333333333333	0.6666666666666666	7.666666666666667	0.3333333333333333	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	395.6666666666667	0.0	0.015164279696714406	0.0016849199663016006	
5FE44202-A9FC-405C-92DF-8A4AB9E9242D	False	False	True	224	20	30	False	False	False	False		True	20	True	0	11.2	1.5	0.25	0.0	5.55	0.0	0.3	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95	0.0	0.050420168067226885	0.0	
95B7ECBE-0D7B-4FA3-BFE4-8A4D605F2558	False	False	True	86	106500	446800	True	False	True	False		True	20	True	0	0.0008075117370892019	4.195305164319249	2.65	92.2	41.65	73.2	4666.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68955.2	0.0	0.067676549411792	0.0013371000301645127	False
C4E2CBBB-183A-42CA-AAE2-8A4F137F7CDC	False	False	True	115	71	858	False	False	True	False		True	15	True	0	1.619718309859155	12.084507042253522	6.933333333333334	1.5333333333333334	71.46666666666667	2.066666666666667	57.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536.6	0.0	0.10659709280655982	0.0028574978258168716	False
F0592C0D-AA59-4BCA-AD0F-8A589044DB70	False	False	True	42	3	4	False	False	False	False		True	11	True	0	14.0	1.3333333333333333	1.1818181818181819	0.0	15.090909090909092	0.0	0.36363636363636365	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.05194805194805195	0.0	
BD83F03E-3E3C-49A1-84A4-8A5B8934280A	False	False	True	93	617300	2900000	True	False	False	False		True	20	True	0	0.0001506560829418435	4.697877855175766	6.45	2887.3	76.55	4690.5	113620.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	706560.0	0.0	0.16080729166666666	0.004086418704710145	False
84D72C77-8B17-4356-85D2-8A6F56F1C18B	False	False	True	454	15	16	False	False	False	False		True	8	True	0	30.266666666666666	1.0666666666666667	0.0	0.0	15.375	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.25	0.0	
86F833CF-5506-4F04-A103-8A88F534D414	False	False	True	380	6	0	False	False	False	False		False	0	False	20	63.333333333333336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	7.85	81.45	6.5	831.05	0.0	0.1	0.0	6224.55	0.0	0.0	True
52C7C2C3-FB69-4DAA-A7DB-8A90BB0E353B	False	False	True	714	352	423	False	False	True	False		True	20	False	20	2.028409090909091	1.2017045454545454	6.5	0.7	84.5	0.0	12.8	0.15	0.05	3.05	209.7	46.25	1390.75	28584.25	0.15	0.05	49.45	295347.25	0.25884732052578363	0.01415571284125379	True
9F800A6A-A943-4827-A82F-8A94E1F7EC57	False	False	True	4	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
C9065822-0643-434C-BD62-8AA609F064AA	False	False	True	8490	967	1022	False	False	True	False		True	20	True	0	8.779731127197518	1.0568769389865564	0.6	0.05	18.6	0.0	8.6	0.55	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.75	0.0	0.34747474747474744	0.00202020202020202	
26C1F90A-4C16-42E8-8E46-8AAF51AC6C43	False	False	True	307	21	119	False	False	True	False		True	20	True	0	14.619047619047619	5.666666666666667	0.0	0.0	0.7	0.0	2.9	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.15	0.0	0.2600896860986547	0.0	
BF9234E4-9294-47EA-999A-8AB04A6C4CEC	False	False	True	692	13	0	False	False	False	False		False	0	True	0	53.23076923076923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
DD0FF056-5C7A-4922-B5DC-8AB08A897A32	False	False	True	402	47	20	False	False	False	False		True	1	True	0	8.553191489361701	0.425531914893617	0.0	3.0	0.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	0.0	0.07017543859649122	0.010526315789473684	
E9686D03-9CE0-42AF-A06A-8AB25AF658AE	False	False	True	162	5	7	False	False	False	False		True	1	True	0	32.4	1.4	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.14	0.04	False
10750528-C8AD-4381-BB70-8AB2E965FD26	False	False	True	295	14	13	False	False	True	False		True	2	True	0	21.071428571428573	0.9285714285714286	6.0	1.0	66.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	1.0	0.4	
90D11B28-EC8F-4935-A7D7-8AB687E99F6D	False	False	True	234	7	9	False	False	False	False		True	4	True	0	33.42857142857143	1.2857142857142858	0.25	0.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.25	0.0	0.06611570247933884	0.0	
D18A2629-B838-4344-9D31-8ABCEE8FA897	False	False	True	194	28000	645600	True	False	True	False		True	20	True	0	0.006928571428571429	23.057142857142857	0.9	31.05	42.1	33.8	1366.8	0.1	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27570.1	0.0	0.04957544586345353	0.0011262200717443898	False
F90D3E42-1446-4C1C-B82F-8ABD01E32B6B	False	False	True	587	27	18	False	False	False	False		True	12	True	0	21.74074074074074	0.6666666666666666	0.0	0.0	0.0	0.0	1.5	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.16216216216216217	0.0	
391DB9D7-6459-46A6-BA93-8AC45DA2DABC	False	False	True	131	12	115	False	False	True	False		True	15	True	0	10.916666666666666	9.583333333333334	0.2	0.0	5.333333333333333	0.06666666666666667	7.666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.86666666666666	0.0	0.0791465932553338	0.0	True
F5E7BFA4-35A5-4DCC-8CEE-8AD091B763BD	True	False	True	2084	7	0	False	False	False	False		False	0	True	0	297.7142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7168852A-A15A-47BB-83BD-8AD5BBE76F0D	False	False	True	156	28	82	False	False	True	False		True	20	True	0	5.571428571428571	2.9285714285714284	0.2	0.0	2.1	0.0	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.3	0.0	0.05618776671408251	0.0	
02B87C91-40F2-4805-94A1-8AD975320260	True	False	True	22	16	3	False	False	False	False		False	0	True	0	1.375	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6F68DAC9-92DC-446C-9BA9-8ADB16388CB3	False	False	True	126	0	0	False	False	True	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
12322A53-B9CA-49A1-8FB6-8AE95E63EA39	False	False	True	461	31	61	False	False	False	False		True	8	True	0	14.870967741935484	1.967741935483871	1.25	0.125	20.0	0.0	4.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.875	0.0	0.02152414194299011	0.0005817335660267597	
73C4FCCB-01FF-48C1-94C2-8AEA99EADDEC	False	False	True	1	0	0	False	False	False	False		False	0	True	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1E405A02-FD78-4C74-83AF-8AEBCD76B9F9	False	False	True	33	13	17	False	False	False	False		True	4	True	0	2.5384615384615383	1.3076923076923077	2.75	0.75	50.75	0.0	4.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.06967213114754098	0.012295081967213115	
63B82DC6-03F1-4813-B556-8AEE4F5814CA	False	False	True	4031	106	9	False	False	False	False		True	1	True	0	38.028301886792455	0.08490566037735849	1.0	2.0	16.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.1875	0.041666666666666664	
68889BAC-549E-46FF-9758-8AF0A1CDB875	False	False	True	28	0	1	False	False	False	False		True	1	False	0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.017543859649122806	0.0	
119B81BB-FF56-4497-8CBE-8AF175A0FD8C	False	False	True	666	84	97	False	False	False	False		True	20	True	0	7.928571428571429	1.1547619047619047	0.1	0.0	5.15	0.0	3.95	0.1	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	0.0	0.4968553459119497	0.0	
1F8A679F-DA49-4B65-868D-8AF25B4C9287	False	False	True	450	5	0	False	False	False	False		False	0	True	0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9E4B50B7-40EB-45FC-90E4-8AF4F285E2FE	False	False	True	214	51200	297600	False	False	True	False		True	20	True	0	0.0041796875	5.8125	4.0	17.15	64.55	53.1	1037.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6550.6	0.0	0.1583290080297988	0.00261808078649284	False
AF5019D7-5FD9-4BB0-98C3-8AF567CACE2E	False	False	True	47	23	95	False	False	True	False		True	20	True	0	2.0434782608695654	4.130434782608695	0.65	0.1	17.8	0.0	4.55	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9	0.0	0.08766859344894026	0.001926782273603083	
206C3FD7-18F2-446C-90D1-8AF8FF189C69	False	False	True	191	98700	379600	False	False	True	False		True	20	True	0	0.0019351570415400202	3.845997973657548	3.2	68.7	74.4	183.75	14788.75	0.05	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147360.0	0.0	0.10035796688382194	0.0004662052117263844	False
2A1E4E06-AF0D-4DCC-9030-8AFF92DC7FC9	True	False	True	82	5	0	False	False	False	False		False	0	True	0	16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
