IsVerified,HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,avg_videos_by_day_of_week,IsABot
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,206.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,368.0,111.0,1.0,726.0,20.0,0.05,0.0,0.0,3.05,0.0,24.2,2.86,-1.0
0.0,1.0,168.0,5.0,1.0,17.0,5.0,0.2,0.0,0.0,3.4,0.0,111.4,0.71,-1.0
0.0,1.0,133.0,6.0,1.0,19.0,20.0,0.9,0.05,0.0,0.7,0.65,7.2,2.86,-1.0
0.0,1.0,820.0,194.0,0.0,21.0,3.0,0.0,0.0,1.0,7.0,0.0,14.0,0.43,1.0
0.0,1.0,1309.0,36.0,0.0,1001.0,20.0,0.0,0.15,0.0,1.55,0.0,9.5,2.86,-1.0
0.0,1.0,1238.0,419.0,1.0,659.0,20.0,0.5,0.35,0.0,2.25,0.1,15.15,2.86,0.0
0.0,1.0,1552.0,18.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1918.0,125.0,1.0,20.0,1.0,0.0,0.0,0.0,20.0,0.0,37.0,0.14,1.0
0.0,1.0,105.0,246.0,1.0,2812.0,20.0,1.95,1.7,0.05,34.95,0.05,237.6,2.86,0.0
0.0,1.0,1460.0,170.0,1.0,159.0,20.0,0.25,0.55,0.0,6.2,0.05,76.7,2.86,-1.0
0.0,1.0,8.0,532100.0,1.0,8400000.0,20.0,5.6,1439.65,549.0,34875.7,0.95,428484.95,2.86,0.0
0.0,1.0,1289.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,42.0,3.0,1.0,12.0,5.0,5.4,0.4,0.0,2.4,0.4,4.8,0.71,0.0
0.0,1.0,7507.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,56.0,7.0,0.0,69.0,20.0,0.15,0.3,0.05,1.85,0.0,48.8,2.86,-1.0
0.0,1.0,175.0,5.0,0.0,6.0,3.0,0.33,0.33,0.0,2.0,0.0,299.33,0.43,-1.0
0.0,0.0,2212.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,325.0,299.0,0.0,6358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,102.0,207.0,1.0,6.0,2.0,2.5,0.0,0.0,3.0,0.0,41.0,0.29,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,485.0,114.0,1.0,436.0,20.0,0.2,0.9,0.1,14.25,0.2,40.9,2.86,1.0
0.0,1.0,7931.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,169.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,387.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,265.0,24.0,1.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.14,-1.0
0.0,1.0,1847.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,5.0,2.0,0.0,29.0,2.0,0.0,1.5,0.0,11.5,0.0,350.5,0.29,-1.0
0.0,1.0,82.0,42.0,1.0,297.0,20.0,0.0,0.15,0.0,1.6,0.05,16.55,2.86,-1.0
0.0,1.0,200.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,35.0,11000.0,0.0,278700.0,20.0,1.3,10.8,11.0,749.25,0.2,17344.65,2.86,0.0
0.0,1.0,123.0,145.0,0.0,146.0,20.0,0.45,0.0,0.0,0.6,0.05,17.35,2.86,-1.0
0.0,1.0,3440.0,54.0,0.0,156.0,20.0,0.15,0.0,0.0,0.5,0.0,1.4,2.86,-1.0
0.0,1.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,989.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,330.0,49.0,1.0,238.0,20.0,0.45,0.15,0.0,10.05,0.0,73.3,2.86,-1.0
0.0,1.0,829.0,47.0,0.0,28.0,19.0,0.16,0.0,0.0,1.47,0.0,8.37,2.71,-1.0
0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.86,-1.0
0.0,1.0,25.0,88.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,17.0,1200000.0,1.0,12100000.0,20.0,2.9,150.95,611.4,23778.6,0.05,278184.95,2.86,0.0
0.0,1.0,630.0,29.0,1.0,30.0,13.0,0.15,0.0,0.0,2.31,0.85,18.85,1.86,-1.0
0.0,1.0,2267.0,88.0,1.0,2270.0,20.0,0.55,0.2,0.0,2.75,0.35,22.5,2.86,-1.0
0.0,0.0,615.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,495.0,197.0,1.0,106.0,16.0,2.56,0.12,0.19,6.62,0.56,14.06,2.29,1.0
0.0,1.0,920.0,34.0,1.0,205.0,20.0,0.35,0.5,0.0,6.05,0.0,18.05,2.86,-1.0
0.0,1.0,347.0,14.0,0.0,5.0,12.0,0.0,0.0,0.0,0.42,0.0,1.08,1.71,1.0
0.0,1.0,105.0,194600.0,1.0,5700000.0,20.0,5.7,680.9,820.95,88910.55,0.35,372061.5,2.86,0.0
0.0,1.0,73.0,3.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.29,-1.0
0.0,1.0,34.0,161.0,0.0,109.0,1.0,3.0,15.0,13.0,79.0,1.0,1592.0,0.14,-1.0
0.0,1.0,2367.0,162.0,1.0,316.0,20.0,0.05,0.25,0.1,4.85,0.45,35.5,2.86,-1.0
0.0,1.0,43.0,35.0,1.0,199.0,19.0,0.16,0.11,0.0,10.47,0.0,34.16,2.71,-1.0
0.0,1.0,5245.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2305.0,77.0,0.0,39.0,20.0,0.1,0.3,0.0,1.9,0.05,10.7,2.86,-1.0
0.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,42.0,5.0,0.0,3.0,4.0,0.75,0.0,0.0,0.75,0.0,27.75,0.57,-1.0
0.0,1.0,275.0,66.0,1.0,242.0,20.0,0.55,0.35,0.1,6.2,0.0,64.3,2.86,-1.0
0.0,1.0,160.0,60.0,1.0,98.0,6.0,0.67,1.5,0.0,16.33,0.0,229.0,0.86,-1.0
0.0,1.0,66.0,6.0,0.0,7.0,11.0,0.09,0.09,0.0,0.55,0.09,9.27,1.57,-1.0
0.0,1.0,477.0,52.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,186.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,312.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.14,-1.0
0.0,0.0,3397.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,894.0,203.0,0.0,1544.0,20.0,0.25,0.0,0.0,2.25,0.05,51.45,2.86,-1.0
0.0,1.0,1935.0,54.0,0.0,20.0,4.0,0.0,0.0,0.0,5.0,0.0,17.25,0.57,-1.0
0.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,1324.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,59.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.14,-1.0
0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1500.0,82.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,198.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,798.0,23.0,1.0,4.0,3.0,0.33,0.67,0.0,1.33,0.0,43.33,0.43,1.0
0.0,1.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,173.0,6.0,0.0,14.0,12.0,0.25,0.0,0.0,1.17,0.0,28.67,1.71,-1.0
0.0,1.0,1880.0,121.0,1.0,184.0,20.0,0.8,1.25,0.0,6.5,0.5,31.1,2.86,-1.0
0.0,1.0,53.0,20.0,0.0,360.0,9.0,1.56,3.67,0.33,40.0,0.11,311.67,1.29,0.0
0.0,1.0,73.0,4.0,0.0,22.0,15.0,0.33,0.0,0.0,1.47,0.2,2.0,2.14,-1.0
0.0,1.0,496.0,43.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,308.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1189.0,70.0,0.0,135.0,20.0,0.45,0.1,0.3,2.7,0.0,13.0,2.86,-1.0
0.0,1.0,4605.0,165.0,1.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1702.0,448.0,0.0,1708.0,14.0,0.0,16.21,1.0,117.5,0.0,156.93,2.0,1.0
0.0,1.0,476.0,6098.0,1.0,152400.0,20.0,3.15,3.6,1.45,125.1,0.15,439.25,2.86,0.0
0.0,1.0,173.0,3359.0,0.0,5067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1370.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,-1.0
0.0,1.0,4.0,7.0,0.0,13.0,5.0,0.0,0.0,0.0,2.6,0.6,17.6,0.71,0.0
0.0,1.0,8823.0,273.0,1.0,513.0,20.0,0.15,0.3,0.0,5.0,0.05,61.25,2.86,-1.0
0.0,1.0,187.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1795.0,130.0,0.0,503.0,20.0,0.25,0.05,0.3,6.8,0.0,118.65,2.86,-1.0
0.0,1.0,325.0,6.0,0.0,95.0,20.0,0.1,0.35,0.0,2.95,0.0,30.3,2.86,-1.0
0.0,0.0,2594.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,139.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,-1.0
0.0,1.0,397.0,310.0,1.0,14100.0,20.0,3.95,0.5,0.0,4.3,0.15,21.65,2.86,0.0
0.0,1.0,803.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,361.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,5.0,3.0,0.0,29.0,4.0,0.0,1.5,1.75,9.5,0.0,105.5,0.57,-1.0
0.0,1.0,469.0,39.0,0.0,283.0,20.0,0.1,0.0,0.0,3.4,0.0,50.1,2.86,-1.0
0.0,1.0,22.0,90000.0,1.0,2200000.0,20.0,6.35,60.05,42.35,4765.15,0.1,38034.95,2.86,0.0
0.0,1.0,18.0,164.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,445.0,25.0,0.0,395.0,20.0,0.0,0.0,0.0,4.75,0.0,19.15,2.86,-1.0
0.0,1.0,4063.0,154.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,442.0,38.0,0.0,193.0,20.0,0.25,0.0,0.0,3.4,0.1,81.3,2.86,-1.0
0.0,1.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,320.0,87.0,0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,95.0,530800.0,1.0,9200000.0,20.0,5.5,272.0,159.7,11307.7,0.15,77175.0,2.86,0.0
0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,10000.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,974.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,796.0,23.0,0.0,58.0,20.0,0.15,0.05,0.0,1.05,0.0,4.75,2.86,-1.0
0.0,1.0,89.0,5.0,0.0,19.0,13.0,0.77,0.0,0.0,1.46,0.0,16.38,1.86,-1.0
0.0,0.0,33.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,245.0,11.0,0.0,63.0,20.0,0.1,0.0,0.0,0.4,0.05,11.5,2.86,-1.0
0.0,1.0,2744.0,320.0,1.0,633.0,20.0,0.25,0.05,0.0,4.85,0.05,24.4,2.86,-1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,158.0,30.0,1.0,577.0,20.0,2.95,1.2,0.15,21.15,0.05,389.95,2.86,-1.0
0.0,1.0,109.0,5.0,0.0,13.0,11.0,0.0,0.0,0.0,1.18,0.09,6.09,1.57,-1.0
0.0,1.0,666.0,36.0,0.0,329.0,20.0,0.35,0.1,0.0,7.4,0.0,78.85,2.86,-1.0
0.0,1.0,1086.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,0.29,-1.0
0.0,1.0,23.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,30.0,141.0,1.0,496.0,3.0,3.33,5.0,2.33,165.33,0.0,678.0,0.43,-1.0
0.0,1.0,921.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,115.0,90.0,0.0,422.0,20.0,0.45,1.1,0.15,21.0,0.6,626.95,2.86,-1.0
0.0,1.0,48.0,17.0,1.0,196.0,3.0,0.33,0.0,0.0,7.33,0.0,44.67,0.43,0.0
0.0,1.0,252.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,0.14,-1.0
0.0,1.0,1120.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,8.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.5,0.0,8.0,0.29,-1.0
0.0,1.0,352.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,2049.0,1077.0,1.0,29.0,6.0,3.17,0.17,0.17,4.83,0.0,18.67,0.86,1.0
0.0,1.0,266.0,34.0,0.0,379.0,20.0,0.4,0.0,0.05,3.25,0.2,21.15,2.86,-1.0
0.0,1.0,379.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1939.0,48.0,1.0,142.0,20.0,0.3,0.0,0.0,2.15,0.1,31.3,2.86,-1.0
0.0,1.0,715.0,996700.0,1.0,29500000.0,20.0,4.6,219.15,44.05,25224.35,0.15,136060.0,2.86,0.0
0.0,1.0,0.0,696.0,1.0,339.0,2.0,0.0,3.5,8.5,169.5,0.0,2449.5,0.29,0.0
0.0,1.0,449.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,4374.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,272.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,0.75,0.0,0.75,0.57,-1.0
0.0,1.0,249.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,150.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,49.0,4.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,21.5,0.29,-1.0
0.0,1.0,160.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,955.0,177.0,0.0,154.0,12.0,0.17,0.0,0.0,5.42,0.0,25.58,1.71,-1.0
0.0,1.0,57.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.29,-1.0
0.0,0.0,1675.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,3122.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,88.0,68300.0,1.0,3200000.0,3.0,2.33,104.0,55.67,1980.33,0.33,11309.0,0.43,0.0
0.0,1.0,1114.0,200.0,0.0,882.0,20.0,0.15,1.35,0.25,9.0,0.0,51.2,2.86,-1.0
0.0,1.0,120.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,92.0,3.0,0.0,2.0,13.0,0.0,0.0,0.0,0.15,0.0,0.38,1.86,-1.0
0.0,1.0,178.0,7.0,0.0,2.0,7.0,0.14,0.0,0.0,0.29,0.0,2.0,1.0,-1.0
0.0,1.0,616.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,266.0,140.0,0.0,6609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,37.0,14.0,0.0,170.0,20.0,1.45,0.15,0.0,5.05,0.0,198.0,2.86,-1.0
0.0,1.0,297.0,21.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.14,-1.0
0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,549.0,754300.0,1.0,30600000.0,20.0,0.2,1811.85,354.55,81495.0,0.3,499220.0,2.86,0.0
0.0,1.0,144.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,6976.0,268.0,0.0,95.0,11.0,0.09,0.36,0.0,8.64,0.0,37.27,1.57,-1.0
0.0,1.0,4301.0,295.0,1.0,348.0,20.0,0.0,0.25,0.1,13.4,0.0,100.7,2.86,-1.0
0.0,1.0,211.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.67,0.0,9.67,0.43,-1.0
0.0,1.0,73.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.67,0.43,-1.0
0.0,1.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1304.0,29.0,0.0,4.0,4.0,2.25,0.0,0.0,1.0,0.0,4.5,0.57,-1.0
0.0,1.0,2676.0,98.0,1.0,8.0,2.0,0.5,0.0,0.0,2.5,0.0,23.0,0.29,1.0
0.0,1.0,51.0,20.0,0.0,7.0,2.0,2.0,0.0,0.0,3.5,0.0,21.0,0.29,-1.0
0.0,1.0,524.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,5627.0,159.0,0.0,69.0,12.0,0.0,0.5,0.08,5.75,0.0,64.92,1.71,-1.0
0.0,1.0,3800.0,90.0,0.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,7014.0,5360.0,1.0,15300.0,20.0,1.9,3.4,1.0,45.0,0.1,497.7,2.86,1.0
0.0,1.0,111.0,35.0,0.0,110.0,20.0,0.65,0.2,0.0,4.35,0.0,54.65,2.86,-1.0
0.0,1.0,1911.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,106.0,13.0,0.0,22.0,20.0,0.05,0.0,0.0,0.65,0.05,12.15,2.86,-1.0
0.0,1.0,450.0,134.0,0.0,356.0,12.0,0.25,0.58,1.08,28.08,0.08,192.17,1.71,-1.0
0.0,1.0,2841.0,126.0,0.0,346.0,20.0,0.25,0.0,0.0,1.9,0.1,49.8,2.86,-1.0
0.0,1.0,812.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.14,1.0
0.0,1.0,52.0,201100.0,1.0,4200000.0,20.0,2.8,2847.35,523.3,42087.85,0.35,847375.0,2.86,0.0
0.0,1.0,67.0,377800.0,1.0,7800000.0,20.0,3.45,180.0,449.0,40706.55,0.0,226326.25,2.86,0.0
0.0,1.0,466.0,29.0,1.0,287.0,20.0,0.05,0.0,0.0,2.0,0.1,9.8,2.86,-1.0
0.0,1.0,514.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,144.0,3059.0,0.0,2190.0,20.0,0.15,1.3,0.45,70.65,0.0,725.85,2.86,-1.0
0.0,1.0,277.0,20.0,1.0,67.0,16.0,0.0,0.0,0.0,4.19,0.12,17.81,2.29,-1.0
0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,701.0,88.0,0.0,119.0,20.0,0.25,0.8,0.0,4.0,0.2,17.95,2.86,-1.0
0.0,1.0,191.0,10.0,1.0,36.0,5.0,0.2,0.6,0.0,7.2,0.2,332.8,0.71,-1.0
0.0,1.0,176.0,35.0,0.0,48.0,13.0,0.38,0.0,0.0,3.69,0.0,32.31,1.86,-1.0
0.0,1.0,675.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,824.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,427.0,33.0,1.0,194.0,20.0,0.05,0.0,0.0,1.85,0.05,12.95,2.86,-1.0
0.0,1.0,170.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,355.0,24.0,0.0,30.0,12.0,0.17,0.0,0.0,2.5,0.25,27.75,1.71,-1.0
0.0,1.0,2486.0,162.0,1.0,84.0,6.0,0.17,0.83,0.0,14.0,0.83,60.0,0.86,-1.0
0.0,1.0,221.0,3.0,0.0,9.0,8.0,0.88,0.0,0.0,1.12,0.12,185.12,1.14,-1.0
0.0,1.0,642.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,65.0,8.0,0.0,42.0,20.0,0.35,0.0,0.0,0.45,0.05,2.9,2.86,-1.0
0.0,1.0,292.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,148.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2064.0,704.0,1.0,1907.0,14.0,1.86,0.5,0.0,136.14,0.0,350.29,2.0,-1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,6696.0,138.0,0.0,412.0,20.0,0.15,0.25,0.0,3.45,0.1,10.65,2.86,-1.0
0.0,1.0,219.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,26.0,213.0,1.0,1010.0,6.0,2.5,4.17,0.67,162.33,1.0,4556.83,0.86,0.0
0.0,1.0,834.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,0.29,1.0
0.0,1.0,555.0,64.0,0.0,52.0,20.0,2.25,0.0,0.0,1.55,0.25,9.1,2.86,-1.0
0.0,1.0,646.0,49.0,0.0,84.0,20.0,0.4,0.05,0.0,1.75,0.0,15.65,2.86,-1.0
0.0,1.0,17.0,4.0,1.0,167.0,20.0,0.05,0.15,0.0,3.1,0.0,9.3,2.86,-1.0
0.0,1.0,153.0,6.0,0.0,24.0,13.0,0.15,0.08,0.0,1.85,0.0,11.62,1.86,-1.0
0.0,1.0,198.0,290.0,1.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,33.0,3.0,0.0,14.0,4.0,0.75,0.25,0.0,3.5,0.0,64.0,0.57,-1.0
0.0,1.0,564.0,45.0,1.0,77.0,4.0,0.0,0.25,0.0,19.25,0.0,388.0,0.57,1.0
0.0,1.0,1833.0,93.0,1.0,195.0,20.0,3.2,0.0,0.0,1.4,0.0,19.65,2.86,-1.0
0.0,1.0,304.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,195.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,65.0,0.14,-1.0
0.0,1.0,82.0,19.0,0.0,37.0,1.0,3.0,2.0,0.0,37.0,0.0,323.0,0.14,0.0
0.0,1.0,5354.0,152.0,0.0,189.0,20.0,0.8,0.95,0.0,4.15,0.95,23.4,2.86,-1.0
