IsVerified,HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,avg_videos_by_day_of_week,IsABot
0.0,1.0,448.0,41.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,21.0,5.0,0.0,47.0,20.0,0.25,0.0,0.0,1.2,0.35,6.0,2.86,-1.0
1.0,1.0,41.0,327200.0,1.0,8600000.0,20.0,2.75,122.95,172.0,34454.75,1.0,373489.9,2.86,0.0
0.0,1.0,307.0,18.0,0.0,85.0,20.0,0.1,0.0,0.0,2.65,0.0,6.35,2.86,-1.0
0.0,1.0,2000.0,218.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,2996.0,1147.0,1.0,1380.0,20.0,3.0,7.7,1.0,69.05,0.5,511.55,2.86,0.0
0.0,1.0,4433.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1894.0,66.0,0.0,50.0,20.0,0.05,0.0,0.0,1.35,0.0,4.75,2.86,-1.0
0.0,1.0,1502.0,39.0,0.0,1144.0,20.0,0.05,0.05,0.0,2.5,0.0,13.9,2.86,-1.0
0.0,1.0,587.0,15.0,1.0,31.0,20.0,0.9,0.0,0.0,0.7,0.15,1.25,2.86,-1.0
0.0,1.0,270.0,37.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,72.0,419.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1521.0,42.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,228.0,72.0,1.0,151.0,20.0,0.1,0.05,0.0,1.6,0.05,6.9,2.86,-1.0
1.0,1.0,50.0,266800.0,1.0,3400000.0,20.0,3.05,49.65,325.5,5526.45,0.1,103705.0,2.86,0.0
0.0,1.0,133.0,236.0,1.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,712.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,239.0,113.0,0.0,707.0,20.0,0.7,0.25,0.0,4.6,0.0,33.95,2.86,-1.0
0.0,1.0,541.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,4893.0,78.0,1.0,223.0,20.0,0.95,4.3,0.0,4.3,0.05,16.55,2.86,-1.0
0.0,1.0,1173.0,40.0,0.0,12.0,6.0,0.0,0.17,0.0,2.0,0.0,25.83,0.86,-1.0
0.0,0.0,567.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1386.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,571.0,305.0,0.0,446.0,20.0,2.35,2.55,0.2,17.35,0.0,172.55,2.86,0.0
0.0,1.0,77.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,882.0,97.0,0.0,39.0,18.0,0.0,0.11,0.0,2.17,0.0,48.83,2.57,-1.0
0.0,1.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,197.0,13.0,0.0,184.0,20.0,1.5,0.1,0.0,3.85,0.05,10.7,2.86,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,74.0,16.0,0.0,50.0,1.0,4.0,4.0,0.0,50.0,2.0,188.0,0.14,-1.0
0.0,1.0,17.0,43.0,0.0,108.0,18.0,0.33,0.11,0.0,5.89,0.0,130.72,2.57,-1.0
0.0,1.0,126.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,36.0,7.0,1.0,41.0,1.0,5.0,3.0,0.0,12.0,0.0,166.0,0.14,-1.0
0.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,4804.0,314.0,1.0,1040.0,20.0,0.35,0.0,0.0,3.35,0.0,15.6,2.86,-1.0
0.0,1.0,68.0,3.0,0.0,3.0,4.0,5.0,0.0,0.0,0.75,0.25,2.5,0.57,-1.0
0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,440.0,40.0,1.0,90.0,20.0,0.1,0.0,0.0,2.85,0.0,24.05,2.86,-1.0
0.0,1.0,264.0,30.0,1.0,311.0,20.0,3.95,0.0,0.0,6.0,0.1,43.45,2.86,0.0
1.0,1.0,20.0,132800.0,1.0,578900.0,19.0,3.26,477.53,1835.79,30474.79,0.0,594884.21,2.71,0.0
0.0,1.0,292.0,93.0,1.0,164.0,20.0,0.0,0.15,0.05,2.4,0.0,18.25,2.86,-1.0
0.0,1.0,748.0,19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,858.0,38.0,1.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.8,0.71,1.0
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1409.0,865.0,1.0,1784.0,20.0,0.05,0.5,0.15,24.9,0.0,232.6,2.86,-1.0
0.0,1.0,329.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,138.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.14,1.0
0.0,1.0,88.0,7.0,0.0,16.0,11.0,0.0,0.0,0.0,1.45,0.0,24.36,1.57,-1.0
0.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,14.0,0.14,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,3609.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,178.0,19500.0,1.0,523200.0,20.0,1.7,11.55,19.3,549.0,0.05,10516.95,2.86,0.0
0.0,1.0,450.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,47.0,0.14,-1.0
0.0,1.0,309.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,19.0,1.0,0.0,1.0,6.0,0.33,0.0,0.0,0.17,0.0,0.17,0.86,-1.0
0.0,1.0,385.0,77.0,1.0,69.0,16.0,0.06,0.0,0.0,3.94,0.06,12.94,2.29,-1.0
0.0,1.0,1527.0,123.0,0.0,48.0,8.0,0.0,0.62,0.0,6.0,0.0,85.5,1.14,-1.0
0.0,1.0,203.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,4758.0,317.0,1.0,1087.0,20.0,0.15,3.3,0.05,12.6,0.15,25.4,2.86,-1.0
0.0,1.0,1949.0,55.0,1.0,307.0,20.0,0.0,0.95,0.05,4.6,0.15,24.65,2.86,-1.0
0.0,1.0,44.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.5,0.0,4.0,0.29,-1.0
0.0,1.0,38.0,22.0,1.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,23.0,1300000.0,0.0,12700000.0,3.0,5.33,2879.67,13918.33,297066.67,0.67,1700000.0,0.43,0.0
0.0,1.0,1328.0,42.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,205.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,232.0,25.0,1.0,74.0,20.0,0.1,0.1,0.0,1.45,0.0,8.45,2.86,-1.0
0.0,1.0,518.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,3018.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,6066.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1253.0,18.0,0.0,23.0,15.0,0.27,0.0,0.0,1.53,0.2,4.27,2.14,-1.0
0.0,1.0,479.0,45.0,1.0,107.0,9.0,1.11,4.33,0.0,11.89,0.67,81.33,1.29,-1.0
0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,4319.0,111.0,0.0,69.0,20.0,0.15,0.05,0.0,1.75,0.05,19.55,2.86,-1.0
0.0,1.0,185.0,20.0,1.0,70.0,13.0,3.31,0.38,1.0,5.38,0.0,52.77,1.86,1.0
0.0,1.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1570.0,166.0,0.0,1318.0,20.0,0.2,0.05,0.0,1.6,0.0,13.8,2.86,-1.0
0.0,1.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,4491.0,254.0,1.0,707.0,20.0,0.1,0.15,0.0,7.6,0.0,56.25,2.86,-1.0
0.0,1.0,294.0,18.0,0.0,10.0,6.0,0.83,0.0,0.0,1.67,0.0,6.5,0.86,-1.0
0.0,1.0,802.0,70.0,0.0,227.0,20.0,0.3,0.05,0.0,2.3,0.25,74.8,2.86,-1.0
0.0,0.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,164.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,524.0,23000.0,1.0,803700.0,20.0,0.0,131.35,58.45,1878.4,0.0,14302.35,2.86,0.0
0.0,1.0,256.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,115.0,121.0,0.0,36.0,17.0,0.06,0.06,0.0,2.12,0.0,43.88,2.43,-1.0
0.0,1.0,269.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.14,-1.0
0.0,1.0,4131.0,82.0,0.0,76.0,20.0,0.45,0.0,0.0,2.8,0.15,13.95,2.86,-1.0
0.0,1.0,440.0,77.0,0.0,288.0,20.0,0.9,0.0,0.05,4.0,0.3,41.9,2.86,-1.0
0.0,1.0,121.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2294.0,47.0,1.0,147.0,20.0,0.2,0.05,0.0,1.7,0.05,8.65,2.86,-1.0
0.0,1.0,246.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,55.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,12.0,0.0,471.0,0.14,1.0
0.0,1.0,1283.0,151.0,0.0,663.0,20.0,0.1,0.4,0.0,4.45,0.2,19.6,2.86,-1.0
0.0,1.0,565.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,88.0,19.0,0.0,25.0,14.0,0.36,0.14,0.0,1.79,0.14,16.57,2.0,-1.0
0.0,1.0,781.0,105.0,1.0,54.0,13.0,0.46,0.0,0.0,4.15,0.46,19.62,1.86,-1.0
0.0,1.0,10.0,4.0,1.0,29.0,9.0,0.33,0.0,0.0,3.22,0.0,54.78,1.29,-1.0
0.0,1.0,576.0,220.0,1.0,110.0,12.0,0.08,0.0,1.0,8.83,0.42,27.33,1.71,1.0
1.0,1.0,236.0,5300000.0,1.0,355400000.0,9.0,0.11,4453.0,288.0,146500.0,0.0,813900.0,1.29,0.0
0.0,1.0,2020.0,128.0,0.0,158.0,20.0,0.2,0.05,0.0,1.85,0.0,8.1,2.86,0.0
0.0,1.0,240.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1779.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,338.0,21.0,0.0,39.0,11.0,0.64,0.09,0.0,1.27,0.27,13.09,1.57,-1.0
0.0,1.0,490.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,39.0,17.0,1.0,145.0,20.0,0.6,0.1,0.0,3.05,0.0,25.0,2.86,-1.0
0.0,1.0,168.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,368.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,34.0,3.0,0.0,13.0,7.0,0.43,0.29,0.0,1.86,0.0,6.29,1.0,-1.0
0.0,1.0,93.0,57.0,1.0,311.0,20.0,0.3,0.45,0.0,8.75,0.15,272.95,2.86,-1.0
0.0,1.0,298.0,24.0,0.0,161.0,15.0,0.33,0.0,0.4,10.73,0.0,179.4,2.14,-1.0
0.0,1.0,920.0,33.0,0.0,7.0,6.0,0.0,0.0,0.0,1.17,0.0,14.67,0.86,-1.0
0.0,1.0,10000.0,408.0,0.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2067.0,97.0,0.0,401.0,7.0,0.0,0.86,0.86,57.29,0.0,3181.43,1.0,1.0
0.0,1.0,237.0,6.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1562.0,143.0,0.0,424.0,20.0,0.05,0.15,0.05,4.5,0.2,22.8,2.86,-1.0
0.0,1.0,3312.0,77.0,0.0,182.0,20.0,0.3,0.3,0.0,4.5,0.25,36.4,2.86,-1.0
0.0,1.0,1174.0,118.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,3871.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,225.0,672000.0,1.0,8500000.0,20.0,6.25,84.4,92.0,5138.95,0.1,72320.15,2.86,0.0
0.0,1.0,55.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-1.0
0.0,1.0,877.0,94.0,1.0,106.0,20.0,4.7,0.25,0.05,4.7,0.25,149.45,2.86,-1.0
0.0,1.0,30.0,2.0,1.0,20.0,15.0,1.07,0.0,0.0,1.13,0.0,64.07,2.14,-1.0
0.0,1.0,2838.0,184.0,1.0,1571.0,20.0,0.15,0.3,0.0,25.2,0.0,35.45,2.86,-1.0
0.0,1.0,59.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-1.0
0.0,1.0,28.0,7.0,0.0,120.0,20.0,1.5,0.05,0.0,1.95,0.0,11.15,2.86,-1.0
0.0,1.0,452.0,24.0,1.0,16.0,6.0,0.0,0.0,0.0,2.67,0.0,11.0,0.86,-1.0
0.0,1.0,161.0,182.0,1.0,1206.0,10.0,2.7,5.9,0.5,120.5,0.2,1295.0,1.43,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1140.0,272.0,0.0,429.0,20.0,0.3,0.2,0.05,10.55,0.1,44.3,2.86,-1.0
0.0,1.0,66.0,7.0,0.0,11.0,5.0,0.2,0.0,0.0,2.2,0.8,2.6,0.71,-1.0
0.0,1.0,9221.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,431.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,1431.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,923.0,36.0,1.0,7.0,2.0,1.0,0.5,0.0,3.5,0.0,12.5,0.29,-1.0
0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,114600.0,1.0,1900000.0,20.0,2.4,59.75,18.9,2413.7,0.15,15168.95,2.86,0.0
0.0,1.0,150.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,44.0,112500.0,1.0,2900000.0,20.0,4.15,238.35,580.05,41293.0,0.25,244246.45,2.86,0.0
0.0,1.0,171.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,339.0,16.0,0.0,809.0,20.0,1.1,0.05,0.0,4.05,0.25,16.05,2.86,-1.0
0.0,1.0,2691.0,217.0,1.0,21700.0,16.0,4.88,74.25,19.12,1355.31,0.19,9312.06,2.29,-1.0
0.0,1.0,238.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,916.0,30.0,0.0,310.0,20.0,0.25,0.1,0.0,3.15,0.0,13.6,2.86,-1.0
0.0,1.0,2316.0,265.0,0.0,1221.0,20.0,0.05,0.05,0.0,7.6,0.15,76.55,2.86,-1.0
0.0,1.0,741.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,942.0,338.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,4270.0,213.0,1.0,359.0,20.0,0.5,0.1,0.0,2.25,0.3,12.05,2.86,-1.0
0.0,1.0,156.0,3.0,0.0,11.0,9.0,0.11,0.0,0.0,1.22,0.11,0.89,1.29,1.0
0.0,1.0,313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2475.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,381.0,32.0,1.0,151.0,20.0,1.45,0.0,0.0,3.9,0.0,10.4,2.86,-1.0
0.0,1.0,79.0,42.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,648.0,389.0,1.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,205.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,652.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,109.0,28.0,1.0,112.0,5.0,5.2,1.8,1.0,22.4,0.2,654.6,0.71,0.0
0.0,1.0,135.0,16.0,0.0,14.0,12.0,0.0,0.0,0.0,1.17,0.0,48.25,1.71,-1.0
0.0,1.0,10000.0,575.0,1.0,1311.0,20.0,0.2,0.75,0.15,18.05,0.8,73.75,2.86,-1.0
0.0,1.0,1575.0,130.0,1.0,2635.0,20.0,1.3,0.4,0.0,10.3,0.0,122.6,2.86,-1.0
0.0,1.0,262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,49.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-1.0
0.0,1.0,111.0,3.0,0.0,28.0,12.0,0.75,0.17,0.0,2.33,0.0,11.67,1.71,-1.0
0.0,1.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,397.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,5917.0,210.0,1.0,167.0,20.0,1.1,0.4,0.0,7.2,0.0,53.4,2.86,-1.0
0.0,1.0,3287.0,721.0,0.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,445.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,119.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,619.0,40.0,0.0,754.0,20.0,0.15,0.25,0.0,1.6,0.2,11.25,2.86,-1.0
0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,421.0,164.0,1.0,793.0,20.0,1.4,0.25,0.05,7.9,0.1,142.1,2.86,-1.0
0.0,1.0,169.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,7200.0,109.0,1.0,38.0,5.0,4.0,1.8,0.0,7.6,0.0,42.6,0.71,-1.0
0.0,1.0,474.0,21.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,1995.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,606.0,19.0,1.0,211.0,20.0,0.5,0.0,0.05,2.0,0.05,9.4,2.86,-1.0
0.0,1.0,121.0,576.0,1.0,2710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,103.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,77.0,21.0,1.0,7.0,3.0,0.0,0.0,0.0,2.33,0.0,17.67,0.43,-1.0
0.0,1.0,751.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,101.0,315.0,1.0,1988.0,10.0,3.4,8.1,15.7,68.3,1.6,3579.7,1.43,0.0
0.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,83.0,37.0,1.0,245.0,20.0,0.3,0.25,0.0,6.15,0.1,32.45,2.86,-1.0
0.0,1.0,4738.0,291.0,1.0,974.0,1.0,0.0,1.0,2.0,315.0,0.0,4960.0,0.14,-1.0
0.0,1.0,2842.0,104.0,1.0,249.0,20.0,0.55,0.1,0.0,8.2,0.0,50.55,2.86,-1.0
0.0,1.0,219.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,9.0,356600.0,1.0,2400000.0,20.0,0.0,142.95,1336.2,36868.9,0.0,423370.0,2.86,0.0
0.0,1.0,358.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,939.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,713.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1331.0,43.0,0.0,64.0,10.0,0.1,0.3,0.0,6.4,0.0,161.2,1.43,-1.0
0.0,1.0,14.0,7.0,0.0,78.0,20.0,0.3,0.0,0.0,1.95,0.0,11.5,2.86,-1.0
0.0,1.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,152.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,4111.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,72.0,8.0,1.0,51.0,20.0,0.7,0.0,0.0,0.0,0.0,8.55,2.86,-1.0
0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,17.0,501.0,1.0,11800.0,20.0,5.6,42.15,5.15,212.25,0.0,5457.7,2.86,0.0
0.0,1.0,84.0,15200.0,1.0,64400.0,20.0,6.6,17.1,5.35,345.1,0.25,5207.05,2.86,0.0
0.0,1.0,281.0,143.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,2425.0,187.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,3624.0,125.0,0.0,72.0,20.0,0.05,0.05,0.0,2.0,0.0,15.15,2.86,-1.0
0.0,1.0,939.0,72.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,115.0,1.0,0.0,17.0,18.0,0.33,0.0,0.0,0.94,0.28,0.61,2.57,-1.0
0.0,1.0,286.0,69.0,1.0,580.0,20.0,0.15,0.1,0.0,3.45,0.1,12.1,2.86,-1.0
0.0,1.0,73.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,168.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,1.0,125.0,3.0,0.0,12.0,14.0,0.36,0.0,0.0,0.43,0.0,1.71,2.0,-1.0
