verified,statuses,location,date_joined,most_recent_post,following,followers,likes,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_ssgtweets_by_day_of_week,account_type,screen_name
0,16616,0,2015,2022,358.0,298.0,2898,41,1,0.0,6.0,241.0,0,0.9090909090909092,8.333,28.571,1,biostockfan
1,2379,1,2010,2022,160.0,2492019.0,310,3565,1,0.0,50.0,46238.0,1,0.9166666666666666,8.292,28.429,1,AdrianaLima
0,12703,0,2011,2023,243.0,564.0,4824,3,1,19.0,174.0,818581.0,0,0.2727272727272727,8.167,28.0,0,zakk_jullot
0,3465,0,2012,2017,0.0,40.0,2197,0,1,0.0,126.0,288130.0,0,0.0,5.25,18.0,0,diablo8007
0,39778,1,2011,2023,457.0,818.0,43751,9,10,0.0,122.0,163294.0,1,0.0999999999999999,8.25,28.286,1,_CinFiltro
0,707,0,2011,2017,0.0,3.0,545,0,1,0.0,130.0,341643.0,0,0.736842105263158,5.417,18.571,0,alessandraoliv1
0,49753,1,2014,2023,23561.0,129036.0,90155,796,1,0.0,150.0,26319.0,1,0.1428571428571429,8.333,28.571,1,a_cotnerauthor
0,2212,1,2011,2022,75.0,26.0,1692,2,1,0.0,132.0,516290.0,0,0.4285714285714286,5.75,19.714,0,Zetazai
0,2968,0,2014,2020,20.0,25.0,6483,1,1,0.0,10.0,16218.0,0,0.1111111111111111,8.333,28.571,1,6721MK
0,1602,0,2012,2017,0.0,4.0,1079,0,1,0.0,134.0,440216.0,0,0.0,5.625,19.286,0,zoutao133
1,1363,0,2012,2023,184.0,940660.0,66,1773,1,1.0,2.0,17302.0,1,0.5,8.333,28.571,1,itzailee
1,4023,0,2010,2022,599.0,4866324.0,17,7187,1,0.0,4.0,10496.0,0,0.9166666666666666,8.25,28.286,1,MirandaKerr
0,3382,1,2011,2017,0.0,87.0,32,0,1,0.0,32.0,6499.0,0,0.25,8.25,28.286,1,SwaGger020
1,965,1,2016,2023,153.0,3030335.0,649,2304,1,0.0,34.0,458060.0,1,0.9230769230769232,8.333,28.571,1,JesseLingard
0,5836,0,2014,2022,624.0,511.0,23930,3,1,0.0,144.0,1825614.0,0,0.0,7.792,26.714,1,cordell_omo
0,1470,0,2010,2023,94.0,74.0,1006,0,1,2.0,126.0,378271.0,0,0.2727272727272727,6.042,20.714,0,manushiva
0,14360,1,2009,2023,685.0,921.0,50,3,1,1.0,12.0,127863.0,0,0.0,8.042,27.571,1,Goodlifeken
0,982,1,2017,2023,565.0,66.0,34447,1,1,1.0,36.0,628182.0,0,0.0,8.25,28.286,1,kroach417
0,87787,1,2010,0,1270.0,1326.0,48482,9,0,0.0,0.0,0.0,0,0.75,0.0,0.0,1,VinceMaielli
0,209,0,2017,2017,0.0,0.0,112,0,1,0.0,144.0,129939.0,0,0.8333333333333334,6.917,23.714,1,dolly_skehan
0,53,1,2017,2022,1097.0,347.0,33,0,1,0.0,24.0,34262.0,0,0.3846153846153846,2.125,7.286,0,isuru6607
0,32396,1,2013,2023,986.0,1019.0,5148,5,13,0.0,136.0,9199165.0,0,0.0,8.0,27.429,0,418Beauty93
0,2137,1,2011,2017,0.0,89.0,14,0,1,0.0,28.0,133097.0,0,0.2142857142857143,8.292,28.429,0,DDW73
0,29899,1,2012,2019,365.0,834.0,1431,0,9,0.0,36.0,4810.0,0,0.1538461538461538,7.417,25.429,1,Biia_Amaraal1
0,44,0,2014,2018,0.0,5.0,278,0,1,0.0,20.0,6005.0,0,0.1428571428571429,1.417,4.857,0,LuinettiG
0,260,0,2016,2017,0.0,4.0,135,0,1,0.0,126.0,52564.0,0,0.7857142857142857,7.333,25.143,1,dannie_dayhuff
0,1240,0,2009,2017,84.0,8.0,689,0,4,0.0,140.0,404108.0,0,0.0,5.875,20.143,0,Darealest401
0,3510,0,2014,2022,336.0,31.0,2742,4,1,0.0,106.0,1997400.0,0,0.3076923076923077,6.542,22.429,0,valmendez08
0,2,0,2017,0,88.0,11.0,13,0,0,0.0,0.0,0.0,0,0.0909090909090909,0.0,0.0,0,hasakiing
0,74582,1,2018,2020,0.0,12.0,1,4,1,0.0,0.0,11.0,1,0.6923076923076923,8.333,28.571,0,diehard_1988
1,211445,0,2009,2023,11286.0,257005.0,3901,2975,1,200.0,10.0,4917.0,0,0.75,8.333,28.571,1,bobpockrass
0,8,0,2010,2018,0.0,5.0,15,0,1,0.0,6.0,147780.0,0,0.3,0.25,0.857,0,Dips_Rocks
0,1692,0,2016,0,332.0,8.0,1165,0,0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,0,suqichen1978
0,2154,1,2009,2021,602.0,424.0,2992,3,1,0.0,76.0,39514.0,1,0.1666666666666666,8.208,28.143,1,mroben
0,15373,1,2010,2023,336.0,370754.0,1988,1696,10,2.0,142.0,550.0,1,0.5882352941176471,8.333,28.571,1,panchosagredo
0,147,0,2012,2017,0.0,52.0,6,0,1,0.0,10.0,5754.0,0,0.1428571428571429,5.833,20.0,1,RaheelAlhaddar
0,89382,1,2008,2023,757.0,784.0,30,34,1,47.0,116.0,489159.0,1,0.6666666666666667,8.333,28.571,1,melaniejade_
0,8100,0,2022,2023,974.0,584.0,14015,9,10,200.0,184.0,205482.0,0,0.9285714285714286,8.333,28.571,1,AlisaStrategy
0,207,1,2010,2012,31.0,121856.0,10,249,10,0.0,10.0,19.0,0,0.1111111111111111,0.458,1.571,1,Topvlcnet
0,1785,0,2011,2017,0.0,7.0,1219,1,7,0.0,150.0,439971.0,0,0.1428571428571429,6.25,21.429,0,kllikeauto5566
0,3171,0,2012,2022,1205.0,196.0,17878,0,1,0.0,114.0,637489.0,0,0.5,8.25,28.286,1,LindsyeR
1,4701,0,2013,2023,366.0,1357786.0,6115,298,1,0.0,38.0,7030.0,1,0.25,8.125,27.857,1,itsruthb
0,37977,1,2010,2021,60376.0,67535.0,590,209,18,0.0,0.0,326.0,1,0.6153846153846154,8.333,28.571,1,andegorov
0,17033,1,2010,2023,91.0,254471.0,73,2681,13,5.0,110.0,173163.0,1,0.9,8.333,28.571,1,CLAMP_news
0,132,0,2016,2017,0.0,1.0,52,0,41,0.0,66.0,240541.0,0,0.4615384615384615,4.125,14.143,1,kamiwatts3371
1,28659,1,2009,2023,1948.0,762205.0,29289,5858,1,12.0,156.0,95772.0,1,0.1999999999999999,8.333,28.571,1,JoelMadden
0,629,1,2011,2017,96.0,8.0,444,1,1,0.0,130.0,444004.0,0,0.125,5.458,18.714,0,MijungKo
1,2194,1,2009,2021,697.0,77674.0,3390,568,7,0.0,22.0,14749.0,1,0.9375,8.292,28.429,1,genevievemorton
0,106,0,2014,2017,0.0,0.0,63,0,1,0.0,66.0,327508.0,0,0.0,2.917,10.0,0,dyadyadivan
0,50,0,2012,0,133.0,44.0,3415,1,0,0.0,0.0,0.0,1,0.0769230769230768,0.0,0.0,1,one_zaccy_boi
0,6668,1,2014,2023,1237.0,71.0,2975,5,1,4.0,62.0,148182.0,0,0.0,8.292,28.429,0,nanapatty1369
1,10317,1,2010,2023,460.0,984963.0,1682,238,17,0.0,92.0,35196.0,0,0.75,8.208,28.143,1,anitahasnandani
0,256,1,2011,2017,0.0,53.0,10,1,10,0.0,6.0,9920.0,0,0.6666666666666667,7.958,27.286,1,shwuyiNg_
1,4465,1,2010,2017,1439.0,8788.0,875,220,1,0.0,48.0,43755.0,0,0.7272727272727273,7.542,25.857,1,erin_pelton
0,177,0,2017,2017,0.0,0.0,41,0,3,0.0,148.0,67108.0,0,0.0,6.167,21.143,0,auqgktfq336
0,2047,0,2014,0,419.0,359.0,5498,0,0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,1,jayjay_tolefree
1,4214,1,2009,2022,305.0,19229.0,216,220,35,0.0,0.0,146.0,1,0.9,8.333,28.571,1,AimeeMayo
0,3224,1,2011,2017,128.0,64.0,2299,2,1,0.0,130.0,493056.0,1,0.35,5.417,18.571,0,EliteMixing
0,165693,1,2010,2023,383383.0,383670.0,52,2359,1,0.0,96.0,113513.0,0,0.7777777777777778,8.292,28.429,0,RTtheBEST
0,7982,0,2009,0,1559.0,105.0,11607,34,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,djflowmaster
0,1536,1,2017,2022,4019.0,2679.0,2022,5,1,0.0,14.0,83753.0,1,0.7857142857142857,8.333,28.571,1,KarenFonsecaaa
0,92,1,2016,2021,95.0,53.0,126,1,1,0.0,14.0,162.0,1,0.1333333333333333,3.833,13.143,1,KLMS_Art
0,40,0,2014,2018,0.0,5.0,203,0,34,0.0,18.0,78639.0,0,0.1875,1.458,5.0,0,orestebar
0,4009,1,2009,2023,40.0,50.0,2508,0,1,0.0,114.0,2243835.0,0,0.75,7.958,27.286,1,amoremachin
0,5140,1,2007,2021,689.0,385.0,7729,7,1,0.0,52.0,1413006.0,1,0.1333333333333333,8.292,28.429,1,Cheenee
1,4005,1,2012,2023,87.0,5272548.0,488,916,1,3.0,12.0,39257.0,1,0.0833333333333333,8.25,28.286,1,iTIGERSHROFF
0,753,1,2012,2021,23.0,97.0,2417,0,1,0.0,62.0,1871027.0,0,0.2666666666666667,7.542,25.857,1,Austin_Schencks
0,9317,1,2008,2023,1325.0,812.0,25148,22,1,0.0,2.0,13513.0,1,1.0,8.333,28.571,1,JaneJensen
0,20149,1,2009,2023,491.0,834.0,3155,10,1,2.0,14.0,40557.0,1,0.1666666666666666,8.292,28.429,1,typicalmitul
0,7553,1,2009,2022,194.0,251.0,25,3,6,0.0,26.0,1347.0,1,0.0,8.333,28.571,1,zuuuruu
0,8642,1,2009,2023,593.0,12336.0,702,106,1,0.0,2.0,439.0,0,0.8125,8.333,28.571,1,gilbertsaldivar
0,1037,0,2013,2021,138.0,48.0,1265,2,7,0.0,96.0,610538.0,0,0.125,7.708,26.429,1,smorsali
0,750,0,2014,0,343.0,0.0,1016,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Za_17w
0,206183,1,2009,2023,7625.0,77752.0,2835,201,1,57.0,0.0,10775.0,1,0.9230769230769232,8.333,28.571,0,CreativeDisc
0,9343,1,2011,2023,126.0,390.0,24056,5,1,0.0,126.0,1825652.0,0,0.0833333333333333,8.042,27.571,1,blackirishry
1,52552,1,2009,2023,2073.0,9664.0,42592,112,12,127.0,120.0,45456.0,1,0.6153846153846154,8.292,28.429,1,JGunlock
0,874,0,2011,2017,1197.0,15.0,648,1,1,0.0,140.0,365983.0,0,0.4166666666666666,5.875,20.143,0,lprihar
0,437,0,2015,0,59.0,30.0,689,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,marycrookston
0,1193,0,2009,2017,0.0,18.0,793,1,1,0.0,148.0,483521.0,1,0.7692307692307692,6.167,21.143,0,johnny_lovett
0,122,0,2016,2017,0.0,0.0,50,0,1,0.0,72.0,244844.0,0,0.375,3.958,13.571,1,EvelinComic
0,137,0,2012,0,0.0,3.0,246,0,0,0.0,0.0,0.0,0,0.2142857142857143,0.0,0.0,0,ElisaZurlini
0,84302,1,2011,2018,57499.0,66885.0,41516,34,8,0.0,118.0,22740.0,0,0.0909090909090909,4.917,16.857,0,Handebales
0,66,0,2010,2018,0.0,22.0,298,1,22,0.0,26.0,175904.0,0,0.0625,2.333,8.0,0,666shadow999
1,66954,1,2011,2023,891.0,162217.0,21164,403,1,42.0,126.0,24453.0,1,0.6,8.333,28.571,1,LeocenisOficial
1,2797,1,2009,2023,38392.0,43008.0,12750,317,1,0.0,6.0,52046.0,1,0.5263157894736843,8.25,28.286,1,shannonholtz
0,2493,1,2010,2023,409.0,196.0,27997,0,1,4.0,18.0,434713.0,0,0.0,8.167,28.0,0,pmhayes7
0,3586,1,2009,2017,25.0,29.0,2138,0,1,0.0,118.0,278689.0,1,0.0,4.958,17.0,0,drzchulo1218
0,652,0,2012,2023,1017.0,66.0,2770,1,1,3.0,148.0,611362.0,0,0.4736842105263158,8.167,28.0,1,fbourdonnec
1,12986,1,2012,2023,567.0,630529.0,815,501,15,0.0,174.0,6693.0,0,0.7272727272727273,8.333,28.571,1,ericbrunet
1,4390,1,2010,2023,731.0,20029642.0,242,23678,10,2.0,22.0,424076.0,1,0.9166666666666666,8.292,28.429,1,SergioRamos
0,8367,1,2008,2022,358.0,147.0,1478,3,1,0.0,20.0,832919.0,0,0.074074074074074,8.167,28.0,1,justhilray
0,16022,1,2011,2023,60.0,8784.0,4172,29,1,25.0,20.0,1963.0,1,0.875,8.25,28.286,1,_StephMi
0,271,1,2012,2018,0.0,52.0,11,0,1,0.0,22.0,18423.0,1,0.2857142857142857,8.208,28.143,0,kaiji_official
0,235,1,2017,2017,0.0,0.0,34,0,1,0.0,138.0,17991.0,0,0.2666666666666667,5.75,19.714,0,bernardbolshak5
0,2338,1,2018,2021,49.0,28.0,2441,0,1,0.0,58.0,232540.0,0,0.2142857142857143,8.167,28.0,1,SoderbergCaleb
0,20720,1,2009,2023,4527.0,1681.0,19987,35,1,3.0,92.0,39267.0,0,0.3333333333333333,8.333,28.571,1,sarahleann05
1,10928,1,2009,2023,526.0,3372935.0,573,9096,9,0.0,2.0,9852.0,1,0.1538461538461538,8.333,28.571,1,cortezrafa
0,163,1,2017,2017,0.0,1.0,22,0,1,0.0,110.0,23576.0,0,0.0,4.625,15.857,0,14ngRxNWEr1T8gP
0,12786,1,2010,2023,416.0,517.0,333,11,1,2.0,66.0,219334.0,1,0.5,8.333,28.571,1,AngelMarr0quin
1,24941,1,2009,2023,1609.0,3338.0,18735,58,1,16.0,102.0,486313.0,1,0.7,8.292,28.429,1,russrusso
0,739,1,2016,2022,781.0,1112.0,1028,51,1,0.0,22.0,2755.0,0,0.75,8.292,28.429,1,sarah_biller
1,9284,1,2010,2023,1310.0,208431.0,10518,190,1,0.0,18.0,408.0,1,0.7692307692307692,8.292,28.429,1,amywillerton
0,2260,1,2009,0,0.0,815092.0,15,5045,0,0.0,0.0,0.0,1,0.5384615384615384,0.0,0.0,1,tpolamalu
0,405,1,2017,2018,633.0,194.0,896,0,1,0.0,62.0,695022.0,1,0.6470588235294117,8.25,28.286,0,ALOFootball
0,2924,1,2011,0,1531.0,418.0,2059,3,0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0,MyEverSelena
0,271,0,2017,2017,0.0,2.0,34,0,3,0.0,150.0,41167.0,0,0.0,6.292,21.571,0,rachtarfilnjgk1
1,37521,1,2008,2023,198313.0,216217.0,1322,2782,1,11.0,28.0,191.0,1,0.9090909090909092,8.208,28.143,1,ThomRainer
1,9644,1,2009,2023,408.0,998631.0,106,3927,9,0.0,0.0,92.0,1,0.4444444444444444,8.333,28.571,1,leomoura2
0,7542,1,2011,2022,2374.0,315.0,3202,1,1,0.0,40.0,298778.0,1,0.7857142857142857,8.208,28.143,1,danellesimons
1,43246,1,2009,2023,1129.0,1450225.0,8652,2243,10,15.0,120.0,112416.0,1,0.8571428571428572,8.292,28.429,1,PeterManjarres
0,1,1,2013,0,15.0,8.0,25,0,0,0.0,0.0,0.0,0,0.9285714285714286,0.0,0.0,0,Florian_Weiner
0,4773,1,2011,2022,293.0,139.0,2611,2,10,0.0,108.0,2716017.0,0,0.5,7.625,26.143,0,Rickywic10
0,3814,1,2009,2017,0.0,39.0,2272,0,1,0.0,128.0,308896.0,0,0.2222222222222222,5.333,18.286,1,stummbles
1,56367,1,2009,2023,356.0,76820.0,547,434,1,2.0,30.0,9773.0,0,0.6363636363636364,8.25,28.286,1,benjibrown1
0,2959,1,2011,2017,0.0,1.0,2056,2,1,0.0,140.0,423800.0,0,0.6153846153846154,5.875,20.143,0,lanitatrig
0,7683,0,2015,2016,49.0,474.0,2609,2,13,0.0,16.0,5940.0,0,0.0,7.917,27.143,1,5atzj5v2n9fBcHW
0,59526,1,2018,2022,343.0,2223.0,77279,0,1,0.0,18.0,296572.0,0,0.25,8.333,28.571,1,Flelma171029
0,4646,1,2011,2022,490.0,75.0,6083,1,2,0.0,2.0,4444.0,0,0.1818181818181817,7.958,27.286,0,Tsexumlow1
0,2970,1,2010,2023,574.0,447.0,1533,11,1,0.0,38.0,1526.0,0,0.75,8.333,28.571,1,AJaeLugo
0,34916,1,2013,0,1796.0,2959.0,161309,9,0,0.0,0.0,0.0,0,0.0666666666666666,0.0,0.0,1,scrappydoosucks
1,2013,0,2009,2023,14.0,215626.0,238,1075,13,1.0,0.0,5897.0,1,0.0,8.333,28.571,1,dakotakoti
0,295,0,2017,2017,0.0,0.0,144,0,1,0.0,124.0,148872.0,0,0.0,6.375,21.857,1,xjamkjldgixgzy1
1,120805,1,2009,2022,176219.0,949346.0,6917,688,1,0.0,142.0,136161.0,1,0.0909090909090909,7.958,27.286,1,ALIBABAGCFR
0,4900,1,2010,2023,943.0,265.0,18987,10,1,0.0,50.0,338044.0,1,0.4,8.292,28.429,1,sharonasoks
0,27908,1,2009,2023,1717.0,2637.0,36538,50,15,25.0,40.0,61841.0,1,0.375,8.333,28.571,1,dianegreco
0,4647,1,2015,2023,543.0,841.0,2362,25,1,6.0,22.0,165244.0,1,0.15,8.292,28.429,1,Moctress
0,282,1,2017,2021,288.0,57.0,182,0,1,0.0,20.0,318091.0,0,0.8125,8.167,28.0,1,KerriSueTorres1
0,3825,0,2017,2023,0.0,2167.0,3,38,1,14.0,0.0,34.0,0,0.6875,8.333,28.571,0,happyendingbot
0,212,0,2014,2020,195.0,33.0,4256,0,1,0.0,148.0,2117436.0,0,0.25,8.125,27.857,1,kellerho7
0,2182,1,2012,2017,108.0,2.0,2158,1,1,0.0,12.0,8718.0,0,0.4,0.5,1.714,0,beatrixar48w80n
0,3557,1,2013,2023,2335.0,2220.0,44189,2,1,3.0,0.0,9952.0,0,0.1304347826086956,8.333,28.571,1,DebbiePatrizi
0,294,0,2013,2017,0.0,493.0,28,0,3,0.0,22.0,14358.0,0,0.0666666666666666,7.875,27.0,1,Carolperuzini
0,2701,1,2010,2022,341.0,186.0,1864,2,17,0.0,124.0,420184.0,0,0.9,5.625,19.286,0,platinum_d
0,2056,1,2010,2023,439.0,122.0,875,5,1,0.0,2.0,50152.0,1,0.0666666666666666,8.333,28.571,1,StMichael718
0,142926,0,2012,2023,360.0,1846.0,142410,22,1,14.0,130.0,1710719.0,0,0.0,8.208,28.143,1,avantgoyard001
1,27019,0,2009,2023,7000.0,1324707.0,12896,3393,1,6.0,12.0,14275.0,1,0.3333333333333333,8.292,28.429,1,duttypaul
0,14326,1,2011,2023,843.0,3666.0,35250,44,7,8.0,38.0,213741.0,1,0.0769230769230768,8.208,28.143,1,RiotAshekandi
0,805,0,2013,2023,681.0,357.0,3557,1,1,0.0,58.0,1953431.0,0,0.8461538461538461,8.167,28.0,1,Beatrizdviola
1,5550,1,2013,2023,911.0,4612.0,5665,102,1,1.0,28.0,352.0,1,0.6428571428571428,8.333,28.571,1,kellyjacksontv
0,1709,0,2015,2017,0.0,2.0,1150,0,1,0.0,126.0,397273.0,0,0.5555555555555556,5.25,18.0,0,HuayaoX
0,458,0,2014,2023,109.0,29.0,520,0,1,2.0,128.0,2075586.0,0,0.2857142857142857,7.75,26.571,1,Pstlouismd
0,130,1,2017,2017,0.0,3.0,13,0,1,0.0,92.0,15538.0,0,0.0,3.875,13.286,0,C4WDmIkO3cE9CPS
0,1516,1,2008,2022,884.0,117.0,6987,0,16,0.0,54.0,91319.0,1,0.5714285714285714,2.792,9.571,0,robytomasi
0,7227,1,2012,2023,363.0,545.0,28336,1,15,11.0,124.0,1409138.0,0,0.3076923076923077,8.083,27.714,1,JuanbaClapier
0,7196,1,2011,2023,381.0,401.0,923,7,1,2.0,12.0,22779.0,1,0.3636363636363636,8.333,28.571,1,Kleavajimcy
1,3810,1,2009,2023,1205.0,3442244.0,59,10396,1,3.0,4.0,50178.0,1,0.9090909090909092,8.333,28.571,1,BillBailey
0,260,0,2012,2022,21.0,7.0,204,0,1,0.0,132.0,316489.0,0,0.8461538461538461,5.542,19.0,0,AndreaPorter8
0,52,0,2014,2018,0.0,24.0,431,0,1,0.0,0.0,5.0,1,0.1666666666666666,2.167,7.429,0,gscatmessy
0,11439,1,2009,2019,830.0,32524.0,79,293,1,0.0,0.0,73.0,1,0.7692307692307692,8.333,28.571,1,ChadyDunmore
0,1645,1,2011,2017,92.0,20.0,1080,1,1,0.0,124.0,279565.0,0,0.9333333333333332,5.208,17.857,0,dave_huntington
1,44239,1,2008,2023,141159.0,179496.0,1967,2948,1,101.0,64.0,3179.0,1,0.0,8.333,28.571,1,RascalTweets
0,765,0,2016,2017,0.0,0.0,402,0,1,0.0,140.0,53021.0,0,0.8,6.625,22.714,1,jetta_wawi
0,2257,1,2010,2017,0.0,63.0,3133,1,1,0.0,120.0,272617.0,1,0.5714285714285714,5.042,17.286,0,JessicaArachno
0,2,1,2022,2022,0.0,144.0,3,0,8,0.0,0.0,73.0,0,0.6,0.083,0.286,0,EdebiSozTr
0,65481,1,2009,2023,623.0,238.0,114079,17,22,21.0,142.0,1741299.0,0,0.5555555555555556,8.25,28.286,1,banjoJYJ
0,42303,0,2011,0,127.0,123.0,2269,4,0,0.0,0.0,0.0,1,0.2857142857142857,0.0,0.0,1,ashabd_
1,5620,1,2011,2017,247.0,90686.0,643,290,1,0.0,14.0,257.0,1,0.25,8.333,28.571,1,nataliebassing
0,1240,1,2009,2019,307.0,97.0,5569,5,1,0.0,56.0,703564.0,0,0.0909090909090909,8.333,28.571,1,luvtooteach
0,320,0,2017,2017,0.0,1.0,33,0,3,0.0,150.0,33288.0,0,0.0,6.292,21.571,0,opkcliypojivz21
0,21877,1,2012,2023,2336.0,1056.0,132765,29,1,0.0,30.0,135746.0,0,0.3636363636363636,8.333,28.571,1,peacefulwrrior
0,7620,1,2013,2020,406.0,811.0,1661,2,10,0.0,28.0,112621.0,0,0.0769230769230768,7.833,26.857,1,CamilaMiichel
0,23,1,2018,2019,13.0,14.0,0,0,1,0.0,0.0,24.0,1,0.35,0.958,3.286,1,CurtsAndReed
0,1392,1,2014,2023,1214.0,79.0,43921,3,1,0.0,164.0,2799740.0,1,0.0999999999999999,8.167,28.0,1,km_kollman
0,3053,0,2011,2017,0.0,30.0,2196,1,1,0.0,132.0,301485.0,0,0.0,5.5,18.857,0,haywoodle
0,18731,1,2016,2023,2.0,97.0,0,20,1,56.0,0.0,8.0,1,0.4666666666666667,8.333,28.571,0,TonightWeBot
0,263,0,2016,2017,0.0,0.0,127,0,1,0.0,134.0,56254.0,0,0.1999999999999999,7.25,24.857,1,Samuels2503
0,31902,0,2010,2023,99.0,527872.0,1,7819,13,11.0,0.0,105755.0,0,0.0,8.333,28.571,1,hiranokohta
0,2183,0,2012,2017,0.0,0.0,2157,1,1,0.0,12.0,8718.0,1,1.0,0.5,1.714,0,teriannas41q34r
0,0,0,2022,0,52.0,0.0,0,0,0,0.0,0.0,0.0,0,0.625,0.0,0.0,1,OndraM12
0,6,0,2017,2018,2793.0,166.0,5,0,1,0.0,0.0,3.0,0,0.8461538461538461,0.25,0.857,0,ElenaMcAdams3
0,5638,0,2013,2017,415.0,189.0,5769,4,37,0.0,136.0,366346.0,0,0.0,5.667,19.429,0,aguilar_lr
1,11535,1,2009,2023,3421.0,4312.0,6970,58,1,3.0,172.0,2037633.0,0,0.9166666666666666,8.25,28.286,1,SoniaAnanti
0,2756,0,2011,2017,0.0,27.0,2259,0,2,0.0,116.0,286798.0,0,0.1428571428571429,4.875,16.714,0,Yo_Janee
1,176095,1,2010,2022,2889.0,720990.0,759428,0,8,0.0,116.0,35913.0,1,0.6666666666666667,8.333,28.571,1,barbarosansalfn
0,4055,1,2011,2017,0.0,23.0,2381,0,1,0.0,134.0,283795.0,0,0.4166666666666666,5.583,19.143,0,adkozar
1,43109,1,2009,2023,1052.0,1477104.0,10605,4111,11,17.0,138.0,6063.0,1,0.375,8.125,27.857,1,TEYANATAYLOR
0,42672,1,2011,2023,374.0,885.0,81561,3,1,2.0,104.0,1374382.0,0,0.0,8.167,28.0,1,SeanPhalen47
1,6849,1,2009,2023,574.0,1204.0,6091,52,1,2.0,154.0,115130.0,1,0.9090909090909092,8.292,28.429,1,MarkBowder
1,33945,1,2008,2023,1445.0,941318.0,6757,1330,10,20.0,24.0,578.0,1,0.8333333333333334,8.333,28.571,1,CorazonFilms
0,1204,1,2012,2017,0.0,4.0,830,0,1,0.0,144.0,426987.0,0,0.5833333333333333,6.0,20.571,0,OGalexcastle
0,5936,1,2012,2018,222.0,179.0,3966,0,1,0.0,80.0,118938.0,0,0.8666666666666667,6.75,23.143,1,derrek_mungillo
0,3861,0,2015,2017,37.0,19.0,3502,21,1,0.0,192.0,65069.0,0,0.1538461538461538,8.0,27.429,0,PartonArline
0,12292,1,2009,2023,1121.0,572.0,68050,12,1,32.0,0.0,3.0,1,0.5,8.333,28.571,1,danieldaking
0,3899,0,2012,2023,85.0,17.0,2830,0,8,2.0,0.0,3499.0,0,0.3636363636363636,8.333,28.571,0,naciyilmaz1
0,79,0,2013,2018,0.0,5.0,348,0,1,0.0,44.0,216337.0,0,0.0,2.833,9.714,0,1532652341
1,44418,1,2007,2023,7928.0,10416.0,40337,545,4,53.0,34.0,22365.0,1,0.2857142857142857,8.042,27.571,1,danklyn
0,1762,0,2016,2021,0.0,337.0,1253,13,1,0.0,138.0,8555.0,0,0.0,7.833,26.857,1,AGRICULTURE2035
1,2880,0,2009,2023,522.0,2259912.0,22,824,8,1.0,62.0,334936.0,1,0.8888888888888888,8.292,28.429,1,ezgimola
0,1636,1,2011,2022,237.0,50.0,1922,1,15,0.0,124.0,281663.0,0,0.9375,5.583,19.143,0,BIANCHERIPierre
0,53361,1,2007,2023,4997.0,2780.0,266049,117,1,108.0,102.0,306995.0,1,0.25,8.292,28.429,1,gillie
0,5845,1,2012,2023,433.0,160.0,3458,23,3,1.0,12.0,13984.0,1,0.0,8.208,28.143,1,kilncker89
0,823,1,2011,2023,45.0,19.0,1448,1,1,0.0,28.0,89147.0,0,0.0,8.333,28.571,1,klt562003
1,42109,1,2007,2023,4898.0,269731.0,30530,6593,1,17.0,22.0,23983.0,1,0.4782608695652174,8.333,28.571,1,GrammarGirl
0,3399,0,2011,2017,0.0,49.0,2108,3,1,0.0,148.0,692316.0,1,1.0,6.208,21.286,0,Frescuritii
0,210,0,2014,2023,54.0,2.0,165,0,1,1.0,2.0,1476.0,0,0.0833333333333333,8.333,28.571,1,xXLewinXx
0,2953,1,2011,2019,48.0,12.0,2158,1,1,0.0,130.0,291988.0,1,0.3333333333333333,5.5,18.857,0,LucaThousand
0,30647,1,2012,2020,1061.0,1199.0,18095,1,1,0.0,94.0,876355.0,1,0.1999999999999999,7.667,26.286,0,itsjodyhoe
0,5133,1,2010,2023,318.0,363.0,5099,13,5,72.0,16.0,21264.0,1,0.3846153846153846,8.333,28.571,1,ahintofbrandy
1,7479,0,2012,2023,452.0,81240.0,3298,139,10,3.0,104.0,305.0,1,0.0,8.042,27.571,1,therealfrandc
0,434,1,2009,2017,0.0,234.0,14,4,1,0.0,16.0,2750.0,1,0.0,7.667,26.286,1,lacantantecalva
0,29,0,2014,2023,123.0,24.0,101,1,21,0.0,8.0,16369.0,0,0.3333333333333333,1.167,4.0,0,270361204
0,292,0,2017,0,186.0,8.0,742,0,0,0.0,0.0,0.0,0,0.0909090909090909,0.0,0.0,0,YukinaYukio
1,107425,1,2009,2023,2285.0,280545.0,55108,1980,1,41.0,154.0,235307.0,1,0.875,8.333,28.571,1,DrJasonJohnson
0,57,1,2012,2018,0.0,24.0,253,0,1,0.0,30.0,23802.0,0,0.0,2.25,7.714,0,brandon54kyle
0,8503,1,2017,2023,3.0,137.0,1,23,1,28.0,0.0,4.0,0,0.368421052631579,8.333,28.571,0,daft_stars
