,verified,statuses,location,date_joined,most_recent_post,following,followers,favourites,lists,tweet_language,tweets_this_week,retweet,retweeted_count,url,userNameScore,avg_tweets_by_hour_of_day,avg_tweets_by_day_of_week,screen_name,account_type,following/years,followers/lastpost
13239,0,221,0,2016,2017,0.0,1.0,103,0,4,0.0,128.0,222530.0,0,0.4666666666666667,7.417,25.429,ViperJoannabart,1,4008.418252390419,66476.3388717156
13240,0,26485,1,2015,0,39.0,597.0,109034,0,0,0.0,0.0,0.0,0,0.0999999999999999,0.0,0.0,Gstinson_3,1,3969.418252390419,65880.3388717156
13241,0,2517,0,2012,2017,0.0,1.0,68,0,7,0.0,64.0,340512.0,0,0.1999999999999999,7.958,27.286,JorisCagas,1,4008.418252390419,66476.3388717156
13242,0,132,0,2013,2015,608.0,475.0,8802,2,1,0.0,4.0,13547.0,0,0.0909090909090909,0.167,0.571,justben0,1,3400.418252390419,66002.3388717156
13243,0,7,1,2010,2018,1.0,7.0,3604,0,1,0.0,2.0,2149.0,0,0.8125,0.083,0.286,ersatzarchetype,1,4007.418252390419,66470.3388717156
13244,0,6091,1,2010,2019,146.0,161.0,2160,11,16,0.0,0.0,5.0,1,0.2666666666666667,8.333,28.571,Miramontihotel,1,3862.418252390419,66316.3388717156
13245,0,145,0,2016,2017,0.0,0.0,67,1,1,0.0,76.0,237109.0,0,0.75,5.0,17.143,birgit_bruns,1,4008.418252390419,66477.3388717156
13246,0,23068,0,2012,0,678.0,697.0,15155,4,0,0.0,0.0,0.0,0,0.0769230769230768,0.0,0.0,georginagrxce,1,3330.418252390419,65780.3388717156
13247,0,2698,0,2015,2017,115.0,13.0,1,1,1,0.0,0.0,2.0,0,1.0,8.333,28.571,zqisblogshop,1,3893.418252390419,66464.3388717156
13248,0,38997,1,2011,0,776.0,943.0,1002,3,0,0.0,0.0,0.0,0,0.3076923076923077,0.0,0.0,panjulvanjava,1,3232.418252390419,65534.338871715605
13249,0,423,1,2011,2017,0.0,81.0,13,0,1,0.0,28.0,10202.0,1,0.0909090909090909,8.292,28.429,chepucx,1,4008.418252390419,66396.3388717156
13250,0,43317,1,2011,2020,726.0,1684.0,75549,36,1,0.0,144.0,221682.0,1,0.0,7.625,26.143,djlackswag,1,3282.418252390419,64793.338871715605
13251,0,148,0,2016,2017,0.0,0.0,62,1,1,0.0,94.0,293962.0,0,0.5294117647058824,5.25,18.0,ElinoreTitan,1,4008.418252390419,66477.3388717156
13252,0,3628,1,2016,0,100.0,108.0,2003,5,0,0.0,0.0,0.0,0,1.0,0.0,0.0,KodiakCap,1,3908.418252390419,66369.3388717156
13253,0,1517,1,2011,2017,0.0,52.0,30,1,1,0.0,32.0,244070.0,0,0.1428571428571429,7.25,24.857,SwaazyKaliente,1,4008.418252390419,66425.3388717156
13254,0,3040,0,2014,0,366.0,706.0,3370,5,0,0.0,0.0,0.0,0,0.4285714285714286,0.0,0.0,_Camacho7,1,3642.418252390419,65771.3388717156
13255,0,143,0,2016,2017,0.0,0.0,96,0,1,0.0,102.0,268222.0,0,0.8125,5.042,17.286,sharolynlecler4,1,4008.418252390419,66477.3388717156
13256,0,1798,1,2017,2019,377.0,799.0,2811,7,4,0.0,12.0,124514.0,1,0.0,8.25,28.286,witchstrology9,1,3631.418252390419,65678.3388717156
13257,0,10702,0,2010,0,3870.0,482.0,36244,2,0,0.0,0.0,0.0,0,0.4705882352941176,0.0,0.0,smpitterson,1,138.41825239041918,65995.3388717156
13258,0,278,1,2012,2020,164.0,36.0,214,1,1,0.0,32.0,2923443.0,0,0.7857142857142857,8.333,28.571,sheila_sheldon,1,3844.418252390419,66441.3388717156
13259,0,49243,0,2012,2019,161.0,596.0,688,3,6,0.0,56.0,34365.0,1,0.125,6.083,20.857,6sungjai,1,3847.418252390419,65881.3388717156
13260,0,10133,1,2013,0,0.0,500.0,3240,13,0,0.0,0.0,0.0,0,0.6363636363636364,0.0,0.0,georgiagem_,1,4008.418252390419,65977.3388717156
13261,0,286,1,2015,2020,278.0,54.0,374,0,1,0.0,40.0,132127.0,1,0.3,8.292,28.429,AmyCiarcia,1,3730.418252390419,66423.3388717156
13262,0,392,1,2017,2018,3911.0,1043.0,899,1,1,0.0,10.0,23938.0,1,0.7333333333333334,8.208,28.143,GamerZGuildTNCS,1,97.41825239041918,65434.338871715605
13263,0,3555,0,2010,2020,0.0,999951.0,0,4680,22,0.0,0.0,68110.0,0,0.6666666666666667,8.333,28.571,ZICO92,1,4008.418252390419,-933473.6611282844
13264,0,224,0,2017,2017,0.0,0.0,131,0,33,0.0,132.0,141999.0,0,0.0,6.458,22.143,kctgzqumtkegij1,1,4008.418252390419,66477.3388717156
13265,0,189,0,2017,2017,0.0,0.0,109,0,13,0.0,108.0,159056.0,0,0.0,6.0,20.571,asnrlkao2881,1,4008.418252390419,66477.3388717156
13266,0,170181,0,2013,2019,0.0,306127.0,21074,928,1,0.0,4.0,295.0,0,0.8,8.208,28.143,LordLouis3,1,4008.418252390419,-239649.6611282844
13267,0,41378,1,2011,0,213.0,185.0,48909,5,0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,faustopatron150,1,3795.418252390419,66292.3388717156
13268,0,1361,0,2009,2018,26.0,17.0,819,1,1,0.0,98.0,228545.0,0,0.2307692307692307,5.917,20.286,hansome457,1,3982.418252390419,66460.3388717156
13269,0,1814,0,2016,2017,63.0,11.0,1195,2,1,0.0,122.0,276449.0,0,0.0666666666666666,5.292,18.143,EntropicDecay23,1,3945.418252390419,66466.3388717156
13270,0,1472,0,2012,2017,0.0,6301.0,1815,39,1,0.0,4.0,558.0,0,0.8888888888888888,3.792,13.0,FulllBush,1,4008.418252390419,60176.338871715605
13271,0,643,0,2014,2018,748.0,255.0,686,2,1,0.0,156.0,1249.0,0,0.0714285714285714,7.667,26.286,Q_of_cannabis,1,3260.418252390419,66222.3388717156
13272,0,3484,0,2011,0,85.0,199.0,355,1,0,0.0,0.0,0.0,0,0.6923076923076923,0.0,0.0,Jack_Fabulous,1,3923.418252390419,66278.3388717156
13273,0,35009,1,2009,2020,400.0,382.0,11311,35,1,0.0,164.0,112159.0,1,0.05,8.208,28.143,EDENSCLIPPS,1,3608.418252390419,66095.3388717156
13274,0,106,0,2012,2017,0.0,27.0,27,0,1,0.0,48.0,159354.0,1,0.0,4.25,14.571,_buubis02,1,4008.418252390419,66450.3388717156
13275,0,2712,1,2014,2020,62.0,71.0,58,25,6,0.0,2.0,11.0,1,0.3333333333333333,8.333,28.571,homesbybruno,1,3946.418252390419,66406.3388717156
13276,0,916,0,2011,2019,1551.0,1093.0,2443,0,1,0.0,48.0,244111.0,0,0.25,8.083,27.714,hellokello59,1,2457.418252390419,65384.338871715605
13277,0,171,0,2017,2017,0.0,0.0,87,0,1,0.0,128.0,105021.0,0,0.9166666666666666,6.292,21.571,RaneeCowley,1,4008.418252390419,66477.3388717156
13278,0,3255,0,2012,2017,0.0,347.0,22,0,20,0.0,34.0,149299.0,0,0.875,8.25,28.286,puspameitriyana,1,4008.418252390419,66130.3388717156
13279,0,869,1,2011,2017,0.0,65.0,37,5,1,0.0,18.0,8401.0,0,0.8461538461538461,8.25,28.286,Facetious_Fab,1,4008.418252390419,66412.3388717156
13280,0,202,0,2017,2017,0.0,1.0,115,0,12,0.0,120.0,162669.0,0,0.0,6.167,21.143,shnikdgfajrn171,1,4008.418252390419,66476.3388717156
13281,0,1155,0,2011,0,186.0,20.0,736,0,0,0.0,0.0,0.0,0,0.2857142857142857,0.0,0.0,hsjkfhd,1,3822.418252390419,66457.3388717156
13282,0,17941,0,2012,2017,18219.0,85481.0,752,58,3,0.0,172.0,5320.0,0,0.0,8.333,28.571,Al_byaan,1,-14210.58174760958,-19003.661128284395
13283,0,12129,0,2015,2019,272.0,288.0,2002,0,5,0.0,78.0,638006.0,0,0.0666666666666666,7.125,24.429,_kaaybekillinit,1,3736.418252390419,66189.3388717156
13284,0,11561,0,2010,2019,614.0,96234.0,29,195,10,0.0,2.0,115503.0,0,0.7857142857142857,8.333,28.571,marjoriemagri,1,3394.418252390419,-29756.661128284395
13285,0,15943,1,2009,2018,177.0,988572.0,504,1593,9,0.0,6.0,563.0,1,0.5789473684210527,8.333,28.571,eespetacular,1,3831.418252390419,-922094.6611282844
13286,0,1462,0,2012,2017,0.0,52.0,858,0,1,0.0,124.0,310990.0,0,0.7692307692307692,5.208,17.857,ashleigh_page,1,4008.418252390419,66425.3388717156
13287,0,10480,0,2013,0,505.0,35.0,11705,2,0,0.0,0.0,0.0,0,0.1666666666666666,0.0,0.0,intheguttermoss,1,3503.418252390419,66442.3388717156
13288,0,3475,1,2009,2018,119.0,207.0,1817,8,9,0.0,118.0,278379.0,1,0.375,5.125,17.571,Sardinha17,1,3889.418252390419,66270.3388717156
13289,0,228,0,2017,2017,0.0,1.0,120,2,18,0.0,132.0,131641.0,0,0.0,6.708,23.0,drvdjfkubumnd11,1,4008.418252390419,66476.3388717156
13290,0,3085,0,2012,0,42.0,91.0,6286,0,0,0.0,0.0,0.0,0,0.1999999999999999,0.0,0.0,ARAWBLUNTBLOWIN,1,3966.418252390419,66386.3388717156
13291,0,168,0,2016,2017,0.0,1.0,107,0,1,0.0,128.0,102543.0,0,0.4666666666666667,5.875,20.143,irmahowell20991,1,4008.418252390419,66476.3388717156
13292,0,2828,1,2012,2018,0.0,112.0,1927,1,1,0.0,138.0,392622.0,1,0.4375,5.833,20.0,Charlot17778230,1,4008.418252390419,66365.3388717156
13293,0,93214,1,2010,0,4978.0,2220.0,79271,42,0,0.0,0.0,0.0,0,1.0,0.0,0.0,xxxneon,1,-969.5817476095808,64257.338871715605
13294,0,2407,0,2015,2020,124.0,111.0,1134,3,1,0.0,100.0,3559032.0,0,0.2222222222222222,6.5,22.286,livnitchh,1,3884.418252390419,66366.3388717156
13295,0,168,0,2016,2017,0.0,0.0,68,0,1,0.0,116.0,293607.0,0,0.4285714285714286,6.375,21.857,Rocker_Arney,1,4008.418252390419,66477.3388717156
13296,0,3457,0,2015,0,272.0,354.0,10823,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,josehern3543,1,3736.418252390419,66123.3388717156
13297,0,191,1,2013,2016,111.0,198672.0,2,446,1,0.0,0.0,8416.0,0,0.0,7.958,27.286,MohamedH_Heikal,1,3897.418252390419,-132194.6611282844
13298,0,247,0,2011,2020,132.0,140.0,78,6,1,0.0,28.0,7545.0,0,0.4166666666666666,8.333,28.571,slaycox,1,3876.418252390419,66337.3388717156
13299,0,9911,1,2013,2016,0.0,76.0,25112,26,17,0.0,86.0,19214.0,1,0.9230769230769232,5.5,18.857,Dinah_Dejarme,1,4008.418252390419,66401.3388717156
13300,0,4039,1,2011,2020,1909.0,547.0,1766,50,1,0.0,128.0,344480.0,1,0.6666666666666667,5.583,19.143,RealBryanMooney,1,2099.418252390419,65930.3388717156
13301,0,3771,1,2014,0,453.0,161.0,33857,1,0,0.0,0.0,0.0,0,0.2142857142857143,0.0,0.0,AriesTheRapper,1,3555.418252390419,66316.3388717156
13302,0,327,1,2010,2019,40.0,40.0,549,2,1,0.0,0.0,8.0,1,0.75,8.167,28.0,katrinleoni,1,3968.418252390419,66437.3388717156
13303,0,126243,0,2013,0,136.0,543.0,5515,18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,narzzzzz,1,3872.418252390419,65934.3388717156
13304,0,162,0,2016,2017,0.0,0.0,71,0,1,0.0,106.0,308660.0,0,0.4666666666666667,6.083,20.857,Mega_Janemden15,1,4008.418252390419,66477.3388717156
13305,0,549,1,2014,2016,141.0,33872.0,618,63,1,0.0,166.0,3093.0,1,0.6,8.292,28.429,sabya_mukherjee,1,3867.418252390419,32605.338871715605
13306,0,243,0,2017,2017,0.0,2.0,133,0,1,0.0,142.0,96865.0,0,0.75,6.625,22.714,stephanynicho11,1,4008.418252390419,66475.3388717156
13307,0,5381,1,2009,2018,1784.0,2551.0,359,59,1,0.0,74.0,200079.0,1,0.4,7.083,24.286,elisejoanfitnes,1,2224.418252390419,63926.338871715605
13308,0,1405,1,2015,2016,191.0,172.0,722,1,13,0.0,68.0,237879.0,0,0.0,6.75,23.143,fbkaiokudan,1,3817.418252390419,66305.3388717156
13309,0,309,0,2015,2019,162.0,34.0,1696,0,1,0.0,160.0,1101310.0,0,0.8461538461538461,7.75,26.571,LindseyLomeli,1,3846.418252390419,66443.3388717156
13310,0,80769,1,2014,0,45.0,30.0,35557,0,0,0.0,0.0,0.0,0,0.1818181818181817,0.0,0.0,crimibility,1,3963.418252390419,66447.3388717156
13311,0,136,0,2016,2017,0.0,0.0,53,1,9,0.0,78.0,264752.0,0,0.4285714285714286,4.5,15.429,MaoMaojaki1717,1,4008.418252390419,66477.3388717156
13312,0,173,0,2016,2017,0.0,1.0,58,0,1,0.0,112.0,274800.0,0,0.7058823529411764,6.542,22.429,arianevillarre5,1,4008.418252390419,66476.3388717156
13313,0,98,0,2016,2017,0.0,0.0,42,0,1,0.0,62.0,232682.0,0,0.0,3.583,12.286,Level_Robbyn,1,4008.418252390419,66477.3388717156
13314,0,1821,1,2010,2017,0.0,40.0,907,2,1,0.0,124.0,297965.0,0,0.0769230769230768,5.167,17.714,Hizexcellence,1,4008.418252390419,66437.3388717156
13315,0,2898,0,2013,2018,321.0,98.0,1213,3,1,0.0,114.0,286985.0,1,0.3125,4.833,16.571,curtkluesner,1,3687.418252390419,66379.3388717156
13316,0,26350,0,2013,0,1.0,469.0,37642,4,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,_AyeYoBlanco,1,4007.418252390419,66008.3388717156
13317,0,166,0,2016,2017,0.0,0.0,78,0,1,0.0,96.0,279115.0,0,0.7333333333333334,5.75,19.714,Arnetteaustin32,1,4008.418252390419,66477.3388717156
13318,0,3400,1,2012,2018,123.0,253.0,2657,1,5,0.0,114.0,391349.0,0,0.1428571428571429,5.792,19.857,__Thoughtless_,1,3885.418252390419,66224.3388717156
13319,0,1148,1,2011,2020,88.0,45.0,759,0,1,0.0,138.0,326019.0,0,0.1333333333333333,6.0,20.571,hkkruiz,1,3920.418252390419,66432.3388717156
13320,0,87805,0,2013,2020,301.0,551.0,158808,27,1,0.0,14.0,13131.0,0,0.1666666666666666,8.333,28.571,mohalyak8888,1,3707.418252390419,65926.3388717156
13321,0,79,1,2017,2019,2117.0,1650.0,4103,17,1,0.0,8.0,6415.0,1,0.3,0.375,1.286,RidVikStuf,1,1891.4182523904192,64827.338871715605
13322,0,1668,1,2015,0,550.0,48.0,865,0,0,0.0,0.0,0.0,1,0.2777777777777778,0.0,0.0,Yuvhashana,1,3458.418252390419,66429.3388717156
13323,0,246,1,2012,2019,169.0,86.0,258,2,5,0.0,42.0,45567.0,0,0.3076923076923077,8.25,28.286,PassTheChaser,1,3839.418252390419,66391.3388717156
13324,0,219,0,2016,2017,0.0,0.0,102,0,1,0.0,126.0,240629.0,0,0.5333333333333333,7.292,25.0,karlysmith11641,1,4008.418252390419,66477.3388717156
13325,1,51878,0,2009,2018,702.0,1478293.0,2748,2363,3,0.0,128.0,47073.0,1,0.0,8.125,27.857,JKhashoggi,1,3306.418252390419,-1411815.6611282844
13326,0,114,1,2011,2017,0.0,25.0,9,0,7,0.0,26.0,8085.0,1,0.9090909090909092,4.583,15.714,robynhayle,1,4008.418252390419,66452.3388717156
13327,0,288,0,2016,2017,0.0,2.0,132,0,1,0.0,130.0,62461.0,0,0.0,7.333,25.143,jessel_latricia,1,4008.418252390419,66475.3388717156
13328,0,6846,1,2010,2019,219.0,117.0,5444,6,1,0.0,62.0,320532.0,0,1.0,8.25,28.286,backyardyogini,1,3789.418252390419,66360.3388717156
13329,0,25785,1,2012,2017,97.0,336.0,3124,2,1,0.0,130.0,439372.0,0,0.0,5.542,19.0,Kimcudder_,1,3911.418252390419,66141.3388717156
13330,0,11313,0,2009,0,146.0,387.0,36961,6,0,0.0,0.0,0.0,0,0.1999999999999999,0.0,0.0,DenisseBrito116,1,3862.418252390419,66090.3388717156
13331,0,91224,1,2007,0,985.0,1447.0,26580,108,0,0.0,0.0,0.0,1,0.7272727272727273,0.0,0.0,faziarizvi,1,3023.418252390419,65030.338871715605
13332,0,87,0,2011,2020,2.0,14000.0,791,101,1,0.0,42.0,35681.0,1,0.4166666666666666,3.5,12.0,aliana,1,4006.418252390419,52477.338871715605
13333,0,685,1,2012,2017,704.0,92.0,168,2,1,0.0,54.0,50414.0,1,0.5333333333333333,6.917,23.714,itsBickford_,1,3304.418252390419,66385.3388717156
13334,0,2153,0,2013,2016,83.0,898.0,448,7,1,0.0,100.0,26173.0,1,0.65,8.333,28.571,BrendanCoyleOL,1,3925.418252390419,65579.3388717156
13335,0,173,1,2016,0,235.0,133.0,360,2,0,0.0,0.0,0.0,1,0.9166666666666666,0.0,0.0,hallie_croft,1,3773.418252390419,66344.3388717156
13336,0,2079,0,2009,2017,146.0,74.0,723,1,1,0.0,130.0,266885.0,0,0.2777777777777778,5.417,18.571,dayanedgc23,1,3862.418252390419,66403.3388717156
13337,0,1699,1,2011,2020,252.0,33.0,1205,0,1,0.0,142.0,235351.0,0,0.5,6.625,22.714,vishalpincha,1,3756.418252390419,66444.3388717156
13338,0,245,1,2012,2017,0.0,12.0,36,0,1,0.0,30.0,105142.0,0,0.1538461538461538,7.333,25.143,gonzosnose003,1,4008.418252390419,66465.3388717156
13339,0,18992,0,2011,0,186.0,707.0,832,0,0,0.0,0.0,0.0,0,0.6,0.0,0.0,EmmaLucyRoberts,1,3822.418252390419,65770.3388717156
13340,0,622,1,2013,2014,83.0,487.0,634,0,10,0.0,146.0,625.0,1,0.5882352941176471,8.0,27.429,CompanyArg,1,3925.418252390419,65990.3388717156
13341,0,195,0,2016,2017,0.0,0.0,75,0,1,0.0,126.0,307454.0,0,0.1428571428571429,7.292,25.0,RiveroEmeline,1,4008.418252390419,66477.3388717156
13342,0,2560,0,2011,2020,231.0,129.0,1291,1,3,0.0,122.0,276861.0,0,0.25,5.458,18.714,NMotawakel,1,3777.418252390419,66348.3388717156
13343,0,81120,1,2016,0,682.0,1458.0,149239,6,0,0.0,0.0,0.0,1,0.75,0.0,0.0,dslidaaa,1,3326.418252390419,65019.338871715605
13344,0,125,0,2016,2017,0.0,0.0,48,0,1,0.0,76.0,235926.0,0,0.6,4.5,15.429,Winniekeene2766,1,4008.418252390419,66477.3388717156
13345,0,18766,1,2014,0,14305.0,15696.0,146619,4,0,0.0,0.0,0.0,0,0.0769230769230768,0.0,0.0,TheTrueAllure,1,-10296.58174760958,50781.338871715605
13346,0,132169,1,2011,2020,1127.0,1718.0,11815,96,1,0.0,56.0,172408.0,0,0.0909090909090909,7.042,24.143,DNev47,1,2881.418252390419,64759.338871715605
13347,0,14001,0,2010,2019,0.0,63.0,825,0,1,0.0,42.0,36838.0,0,0.6666666666666667,7.792,26.714,LauravonD,1,4008.418252390419,66414.3388717156
13348,0,599,0,2011,2017,0.0,0.0,163,0,1,0.0,8.0,5460.0,0,0.5714285714285714,0.375,1.286,BurdanOgrenNET,1,4008.418252390419,66477.3388717156
13349,0,3301,1,2012,2018,25.0,10.0,0,0,2,0.0,0.0,2.0,0,0.2352941176470588,8.333,28.571,Chrmn1993,1,3983.418252390419,66467.3388717156
13350,0,4664,0,2016,2020,302.0,145.0,2346,9,1,0.0,0.0,3.0,0,0.0833333333333333,8.292,28.429,mediabias123,1,3706.418252390419,66332.3388717156
13351,1,7377,0,2009,2020,1504.0,154243.0,501,1375,1,0.0,12.0,1231.0,1,0.9230769230769232,8.333,28.571,TonyDovolani,1,2504.418252390419,-87765.6611282844
13352,0,701,1,2011,2017,0.0,22.0,16,0,1,0.0,36.0,101419.0,0,0.8571428571428572,8.167,28.0,anthonyjewitt,1,4008.418252390419,66455.3388717156
13353,0,77,1,2009,2009,76.0,64.0,72,4,1,0.0,0.0,0.0,0,0.9,0.042,0.143,CoreyUtke,1,3932.418252390419,66413.3388717156
13354,0,4410,1,2011,0,534.0,191.0,45,7,0,0.0,0.0,0.0,0,0.7333333333333334,0.0,0.0,KarenCarrollMGD,1,3474.418252390419,66286.3388717156
13355,0,90805,1,2017,0,1927.0,2174.0,118002,17,0,0.0,0.0,0.0,0,0.1428571428571429,0.0,0.0,TacoAffcionado,1,2081.418252390419,64303.338871715605
13356,0,764,0,2016,2017,0.0,1.0,350,0,16,0.0,138.0,62208.0,0,0.0,6.542,22.429,motes_lisa,1,4008.418252390419,66476.3388717156
13357,0,9161,1,2011,0,185.0,255.0,8456,0,0,0.0,0.0,0.0,0,0.1999999999999999,0.0,0.0,taytay1525,1,3823.418252390419,66222.3388717156
13358,0,113943,1,2010,0,1430.0,2322.0,164124,9,0,0.0,0.0,0.0,1,0.0,0.0,0.0,Kid4Poke,1,2578.418252390419,64155.338871715605
13359,0,16819,1,2011,0,293.0,164.0,10693,4,0,0.0,0.0,0.0,0,0.1818181818181817,0.0,0.0,DienkiesOTF,1,3715.418252390419,66313.3388717156
13360,0,429,1,2011,2017,0.0,62.0,3,0,1,0.0,46.0,37411.0,1,0.1538461538461538,7.708,26.429,ZeusProtectus,1,4008.418252390419,66415.3388717156
13361,1,587,0,2011,2017,264.0,2156387.0,5,5044,1,0.0,46.0,248393.0,1,0.8,8.292,28.429,PhilJones4,1,3744.418252390419,-2089909.6611282844
13362,0,23281,1,2010,2018,638.0,17810.0,20,65,9,0.0,0.0,6.0,0,0.75,8.333,28.571,rraphamendonca,1,3370.418252390419,48667.338871715605
13363,0,9763,1,2016,0,238.0,34.0,51654,5,0,0.0,0.0,0.0,0,0.0999999999999999,0.0,0.0,hopegIows,1,3770.418252390419,66443.3388717156
13364,0,187,1,2009,2017,0.0,254.0,4,4,1,0.0,6.0,3609.0,0,0.4615384615384615,7.333,25.143,KevinTheodore,1,4008.418252390419,66223.3388717156
13365,0,353,1,2011,2020,86.0,28.0,359,1,1,0.0,108.0,255563.0,0,0.0999999999999999,5.833,20.0,ufcgirl303,1,3922.418252390419,66449.3388717156
13366,0,2892,1,2016,2020,68.0,996.0,775,20,1,0.0,20.0,2438.0,0,0.0714285714285714,8.167,28.0,AscendTradings,1,3940.418252390419,65481.338871715605
13367,0,218,0,2011,2019,69.0,5.0,255,0,1,0.0,36.0,22530.0,0,0.1999999999999999,8.042,27.571,wbutler153,1,3939.418252390419,66472.3388717156
13368,1,13419,1,2009,2020,3074.0,81403.0,4046,603,1,0.0,66.0,721.0,1,0.9333333333333332,8.25,28.286,DesignExchange,1,934.4182523904192,-14925.661128284395
13369,0,18,1,2017,2018,68.0,1.0,11,0,1,0.0,12.0,154347.0,0,0.4,0.75,2.571,FredAnd64213737,1,3940.418252390419,66476.3388717156
13370,0,4784,0,2011,0,193.0,2692.0,228,51,0,0.0,0.0,0.0,1,0.9375,0.0,0.0,LorenzoLiverani,1,3815.418252390419,63785.338871715605
13371,0,21,1,2010,2019,89.0,47.0,1176,0,1,0.0,0.0,2.0,0,0.3333333333333333,0.875,3.0,zoeywillie,1,3919.418252390419,66430.3388717156
13372,0,92,0,2016,2017,0.0,0.0,35,0,1,0.0,66.0,254718.0,0,0.3076923076923077,3.333,11.429,Questing_Kemp,1,4008.418252390419,66477.3388717156
13373,0,410,0,2016,2017,0.0,0.0,198,0,1,0.0,124.0,90261.0,0,0.5333333333333333,7.458,25.571,Noelcarter1959_,1,4008.418252390419,66477.3388717156
13374,0,8458,0,2015,0,158.0,144.0,27291,0,0,0.0,0.0,0.0,1,0.2307692307692307,0.0,0.0,trevinovaleri,1,3850.418252390419,66333.3388717156
13375,0,179,0,2015,2017,0.0,1.0,21,0,23,0.0,18.0,341546.0,0,0.3571428571428571,7.167,24.571,dustinobambino,1,4008.418252390419,66476.3388717156
13376,1,67,1,2010,2014,108.0,32822.0,875,412,1,0.0,2.0,5.0,1,0.9230769230769232,0.083,0.286,DamarisLewis,1,3900.418252390419,33655.338871715605
13377,0,1309,1,2015,2016,981.0,150.0,2443,2,1,0.0,168.0,61194.0,1,0.25,7.125,24.429,emilfh51,1,3027.418252390419,66327.3388717156
13378,0,1185,1,2010,2019,8.0,912442.0,21,1161,4,0.0,28.0,2034.0,1,0.75,8.333,28.571,gloriakalil,1,4000.418252390419,-845964.6611282844
13379,0,143,0,2016,2017,0.0,0.0,68,0,1,0.0,88.0,252978.0,0,0.2105263157894736,5.083,17.429,MahaffeyIron,1,4008.418252390419,66477.3388717156
13380,0,246,1,2009,2017,0.0,68.0,26,0,1,0.0,82.0,50810.0,0,0.8333333333333334,7.958,27.286,mattfarrand,1,4008.418252390419,66409.3388717156
13381,0,1282,0,2009,2010,0.0,34.0,2,0,1,0.0,0.0,0.0,0,0.1999999999999999,8.333,28.571,ashderful,1,4008.418252390419,66443.3388717156
13382,0,1480,1,2017,2019,0.0,2.0,968,0,4,0.0,134.0,417059.0,0,0.4,5.875,20.143,TomCros70860543,1,4008.418252390419,66475.3388717156
13383,0,200,1,2009,2017,0.0,24.0,14,0,1,0.0,24.0,54332.0,0,0.4,7.25,24.857,Jessecat77,1,4008.418252390419,66453.3388717156
13384,0,100,0,2016,2017,0.0,0.0,31,0,1,0.0,70.0,255373.0,0,0.6470588235294117,3.625,12.429,mitsukohender10,1,4008.418252390419,66477.3388717156
13385,0,32943,0,2011,0,592.0,594.0,22416,1,0,0.0,0.0,0.0,0,0.2222222222222222,0.0,0.0,J_Peraino,1,3416.418252390419,65883.3388717156
13386,0,26230,1,2013,0,559.0,802.0,10589,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,margi28011998,1,3449.418252390419,65675.3388717156
13387,0,899,1,2011,2017,49.0,28.0,584,0,37,0.0,134.0,482891.0,0,0.0666666666666666,5.583,19.143,Buccoloonie,1,3959.418252390419,66449.3388717156
13388,0,142,0,2016,0,453.0,39.0,342,0,0,0.0,0.0,0.0,0,0.7857142857142857,0.0,0.0,BrandyCooper26,1,3555.418252390419,66438.3388717156
13389,0,75948,1,2010,0,931.0,1241.0,95695,5,0,0.0,0.0,0.0,0,0.1333333333333333,0.0,0.0,AccordingtoBria,1,3077.418252390419,65236.338871715605
13390,0,1975,1,2014,2017,0.0,40.0,1220,1,1,0.0,134.0,313661.0,0,0.0769230769230768,5.583,19.143,paengquintojr,1,4008.418252390419,66437.3388717156
13391,0,2865,1,2012,2018,127.0,199.0,1029,2,6,0.0,122.0,298372.0,1,0.0,5.167,17.714,muhamadlatief93,1,3881.418252390419,66278.3388717156
13392,0,6469,1,2010,2020,634.0,12360.0,92,101,1,0.0,8.0,92.0,1,0.875,8.333,28.571,EmilyAndMeritt,1,3374.418252390419,54117.338871715605
13393,1,7678,1,2015,2019,6.0,84248.0,1446,433,1,0.0,0.0,5370.0,1,0.4285714285714286,8.292,28.429,GovMattBevin,1,4002.418252390419,-17770.661128284395
13394,0,1487,1,2013,2016,6.0,74.0,0,2,1,0.0,0.0,7.0,1,0.8571428571428572,8.333,28.571,hopkinsrugbyfc,1,4002.418252390419,66403.3388717156
13395,0,17788,1,2014,2020,240.0,320.0,13805,7,2,0.0,4.0,294859.0,1,0.1538461538461538,8.333,28.571,outspokendove,1,3768.418252390419,66157.3388717156
13396,0,9234,1,2011,2017,0.0,63.0,570,0,1,0.0,110.0,361421.0,0,0.5833333333333333,6.125,21.0,asktraining,1,4008.418252390419,66414.3388717156
13397,0,147,0,2016,2017,0.0,3.0,65,0,1,0.0,92.0,249012.0,0,0.0,5.417,18.571,hoeg_nia,1,4008.418252390419,66474.3388717156
13398,0,14913,1,2009,0,541.0,343.0,7375,13,0,0.0,0.0,0.0,1,0.5,0.0,0.0,Alan_Suen_,1,3467.418252390419,66134.3388717156
13399,0,53027,0,2013,2019,2614.0,768.0,1779,178,16,0.0,198.0,42712.0,1,0.6666666666666667,8.292,28.429,LBrogialdi,1,1394.4182523904192,65709.3388717156
