,verified,statuses,location,date_joined,most_recent_post,following,followers,favourites,lists,tweet_language,tweets_this_week,retweet,retweeted_count,url,userNameScore,avg_tweets_by_hour_of_day,avg_tweets_by_day_of_week,screen_name,account_type,following/years,followers/lastpost
3747,1,104140,1,2009,2023,1905.0,708800.0,15841,1921,10,66.0,126.0,100506.0,1,0.1428571428571429,8.333,28.571,HOLLMANMORRIS,1,2103.418252390419,72219.76586595492
3748,1,20454,1,2009,2023,589.0,93858.0,12771,231,1,0.0,36.0,376376.0,0,0.75,8.25,28.286,chrissiefit,1,3419.418252390419,687161.7658659549
3749,0,2062,1,2012,2023,475.0,141.0,20841,5,1,0.0,120.0,517945.0,0,0.2666666666666667,7.958,27.286,Shel_Paige,1,3533.418252390419,780878.7658659549
3750,1,358,1,2009,2023,0.0,1360633.0,1,5986,4,0.0,10.0,525663.0,1,0.625,8.292,28.429,axlrose,1,4008.418252390419,-579613.2341340451
3751,0,114885,0,2017,2023,265.0,195.0,126359,1,22,188.0,164.0,1734037.0,1,0.0,7.833,26.857,peachijmn,1,3743.418252390419,780824.7658659549
3752,0,1700,0,2011,2023,243.0,73.0,7396,1,1,0.0,156.0,546621.0,0,0.1538461538461538,8.208,28.143,SmileEbay0831,1,3765.418252390419,780946.7658659549
3753,0,5976,1,2016,2023,916.0,312.0,9943,3,1,3.0,56.0,196525.0,0,0.6666666666666667,8.167,28.0,TabbyTabzTab,1,3092.418252390419,780707.7658659549
3754,0,70841,0,2011,2023,395.0,175.0,92393,0,1,199.0,112.0,250580.0,0,0.0,8.292,28.429,JBoy02,1,3613.418252390419,780844.7658659549
3755,1,5255,0,2009,2023,217.0,653265.0,2781,1060,16,0.0,4.0,39616.0,1,1.0,8.333,28.571,zerocalcare,1,3791.418252390419,127754.76586595492
3756,1,29492,1,2009,2023,551.0,62392.0,1211,1006,10,0.0,34.0,125.0,1,0.9230769230769232,8.292,28.429,GalaGonzalez,1,3457.418252390419,718627.7658659549
3757,1,71057,1,2008,2023,4363.0,892482.0,7353,2388,1,182.0,2.0,7191.0,1,0.9285714285714286,8.333,28.571,WhatsTrending,1,-354.5817476095808,-111462.23413404508
3758,0,21751,1,2014,2023,312.0,625.0,25488,7,2,3.0,32.0,234280.0,0,0.5,8.333,28.571,Lognut,1,3696.418252390419,780394.7658659549
3759,1,18531,1,2010,2023,5711.0,40997698.0,823,99996,1,41.0,22.0,1065089.0,1,0.4615384615384615,8.333,28.571,NiallOfficial,1,-1702.5817476095808,-40216678.23413405
3760,0,15762,1,2012,2023,358.0,614.0,10668,1,1,1.0,90.0,2742361.0,0,0.0,7.792,26.714,metkook,1,3650.418252390419,780405.7658659549
3761,1,204854,0,2009,2023,4025.0,302461.0,82365,2469,16,92.0,110.0,74004.0,0,0.3846153846153846,8.333,28.571,riotta,1,-16.581747609580816,478558.7658659549
3762,0,11455,1,2009,2023,320.0,170.0,5851,10,1,2.0,70.0,692245.0,0,0.9230769230769232,8.292,28.429,BonkersMcGee,1,3688.418252390419,780849.7658659549
3763,0,10864,1,2012,2023,251.0,128.0,21912,6,1,2.0,180.0,2344507.0,0,0.1111111111111111,7.875,27.0,quasaars,1,3757.418252390419,780891.7658659549
3764,0,16873,1,2012,2023,1020.0,1654.0,46239,26,16,28.0,188.0,27186.0,1,0.9285714285714286,8.292,28.429,NoemiServizio,1,2988.418252390419,779365.7658659549
3765,1,8951,1,2009,2023,1338.0,105892.0,4307,816,1,0.0,44.0,67591.0,1,0.8,8.125,27.857,brittanydailey,1,2670.418252390419,675127.7658659549
3766,1,26199,1,2009,2023,1642.0,11338.0,365,157,1,0.0,2.0,122.0,1,0.9090909090909092,8.333,28.571,ErnieFox13,1,2366.418252390419,769681.7658659549
3767,0,21160,1,2008,2023,2612.0,730373.0,998,2086,1,10.0,116.0,352352.0,1,0.75,8.25,28.286,ezgibasaran,1,1396.4182523904192,50646.76586595492
3768,0,163121,1,2008,2023,6335.0,5763.0,592515,401,1,197.0,44.0,3972.0,1,0.1999999999999999,8.333,28.571,GenericGene,1,-2326.581747609581,775256.7658659549
3769,0,10858,0,2011,2023,227.0,606.0,6057,10,1,8.0,0.0,229.0,1,0.3076923076923077,8.333,28.571,RealAlecBates,1,3781.418252390419,780413.7658659549
3770,0,55553,1,2013,2023,771.0,1043.0,103631,12,1,55.0,102.0,730368.0,1,0.0,8.25,28.286,Arielle_H10,1,3237.418252390419,779976.7658659549
3771,0,43391,0,2013,2023,1277.0,712.0,63718,14,16,36.0,188.0,338646.0,0,0.625,8.167,28.0,eluu_eei,1,2731.418252390419,780307.7658659549
3772,1,11559,1,2010,2023,3281.0,4049.0,2281,53,1,1.0,106.0,63894.0,1,0.4615384615384615,8.333,28.571,SujataTV,1,727.4182523904192,776970.7658659549
3773,1,106617,1,2010,2023,433.0,439338.0,1459,1602,10,17.0,44.0,1895.0,0,0.8,8.333,28.571,waltersafarian,1,3575.418252390419,341681.7658659549
3774,0,14059,1,2017,2023,1354.0,819.0,62908,6,12,36.0,112.0,161746.0,1,0.7692307692307692,8.042,27.571,jonathan_auer,1,2654.418252390419,780200.7658659549
3775,1,13553,0,2012,2023,430.0,2313289.0,22653,2979,1,10.0,56.0,114412.0,0,0.0769230769230768,8.25,28.286,BeckyLynchWWE,1,3578.418252390419,-1532269.234134045
3776,1,12272,1,2009,2023,2484.0,757606.0,3525,1504,10,2.0,36.0,20663.0,1,0.0714285714285714,8.333,28.571,barilirodolfo,1,1524.4182523904192,23413.76586595492
3777,1,73571,1,2009,2023,4781.0,9046.0,89574,303,1,39.0,26.0,46962.0,1,0.75,8.333,28.571,johncolucci,1,-772.5817476095808,771973.7658659549
3778,1,17164,1,2011,2023,2380.0,14088.0,14854,277,1,13.0,92.0,289803.0,1,0.7333333333333334,8.292,28.429,DrAmandaForeman,1,1628.4182523904192,766931.7658659549
3779,0,4716,1,2015,2023,66.0,72.0,13603,1,1,1.0,140.0,7698187.0,0,0.3636363636363636,7.208,24.714,kaylalgrace,1,3942.418252390419,780947.7658659549
3780,0,16485,1,2009,2023,550.0,1234.0,34500,94,43,18.0,82.0,7574.0,0,0.75,8.292,28.429,gregorybent,1,3458.418252390419,779785.7658659549
3781,0,16458,1,2011,2023,533.0,629.0,3711,2,1,1.0,58.0,167246.0,0,0.9166666666666666,8.042,27.571,jemiskitchen,1,3475.418252390419,780390.7658659549
3782,1,7913,0,2008,2023,83.0,1399026.0,1709,4976,1,1.0,32.0,2814.0,1,0.8888888888888888,8.333,28.571,matisyahu,1,3925.418252390419,-618006.2341340451
3783,1,23745,1,2011,2023,689.0,2293692.0,49698,2857,1,19.0,70.0,35380.0,1,0.4666666666666667,8.292,28.429,MsCharlotteWWE,1,3319.418252390419,-1512672.234134045
3784,0,27609,1,2009,2023,54.0,1069.0,9636,13,9,200.0,4.0,1962.0,1,0.7692307692307692,8.333,28.571,caroladuarte,1,3954.418252390419,779950.7658659549
3785,0,5766,1,2010,2023,179.0,3709.0,611,36,1,1.0,28.0,111906.0,1,0.0714285714285714,8.333,28.571,officialMYKELL,1,3829.418252390419,777310.7658659549
3786,0,11875,1,2012,2023,450.0,441.0,11926,6,1,10.0,82.0,574123.0,1,0.0,8.333,28.571,patrickcwyd,1,3558.418252390419,780578.7658659549
3787,1,8299,0,2011,2023,54.0,628479.0,1314,2021,13,2.0,80.0,17998.0,1,0.0,8.292,28.429,hinachimuu,1,3954.418252390419,152540.76586595492
3788,0,316943,1,2009,2023,8885.0,9063.0,209901,15,1,195.0,162.0,716938.0,1,0.1111111111111111,8.125,27.857,iAm_KJayy,1,-4876.581747609581,771956.7658659549
3789,1,21343,0,2009,2023,547.0,455872.0,21615,845,2,20.0,56.0,593460.0,0,0.5454545454545454,8.333,28.571,PoojaB1972,1,3461.418252390419,325147.7658659549
3790,1,24199,1,2010,2023,4563.0,145412.0,5377,1114,1,33.0,136.0,4642.0,1,0.1666666666666666,8.292,28.429,CountyofLA,1,-554.5817476095808,635607.7658659549
3791,0,26280,1,2014,2023,374.0,511.0,82031,1,4,0.0,92.0,1902914.0,0,0.1999999999999999,8.25,28.286,BetheaAlex,1,3634.418252390419,780508.7658659549
3792,1,21110,1,2010,2023,336.0,205374.0,8241,224,8,24.0,158.0,399803.0,1,0.7333333333333334,8.333,28.571,AkpartiAnkara,1,3672.418252390419,575645.7658659549
3793,0,142685,0,2009,2023,187.0,508.0,3277,8,1,200.0,22.0,31083.0,0,0.0,8.333,28.571,Dee_Realest,1,3821.418252390419,780511.7658659549
3794,1,35109,1,2009,2023,3027.0,48474.0,3897,726,1,43.0,188.0,51820.0,0,0.7142857142857143,8.333,28.571,barryofarrell,1,981.4182523904192,732545.7658659549
3795,0,11150,1,2010,2023,11334.0,10606.0,1053,140,1,3.0,0.0,5.0,1,0.1538461538461538,8.333,28.571,wolfewithane,1,-7325.581747609581,770413.7658659549
3796,0,119657,1,2012,2023,4746.0,3784.0,212729,20,1,11.0,156.0,306284.0,0,0.3636363636363636,8.208,28.143,LucyLewis37,1,-737.5817476095808,777235.7658659549
3797,1,7902,0,2013,2023,930.0,3832.0,20316,61,1,4.0,148.0,125305.0,0,0.8,8.333,28.571,KaylaLombardo11,1,3078.418252390419,777187.7658659549
3798,0,1009,1,2011,2023,218.0,73.0,478,6,1,0.0,6.0,79288.0,1,0.1818181818181817,8.333,28.571,nicoler2007,1,3790.418252390419,780946.7658659549
3799,0,15350,1,2009,2023,2095.0,1353097.0,7634,3646,10,3.0,126.0,5987.0,1,0.7058823529411764,8.333,28.571,carolaurrejola,1,1913.4182523904192,-572077.2341340451
3800,1,111655,1,2008,2023,4268.0,129322.0,117583,569,1,200.0,82.0,135532.0,1,0.3571428571428571,8.333,28.571,mkolken,1,-259.5817476095808,651697.7658659549
3801,0,34132,1,2011,2023,3819.0,3861.0,48556,30,1,48.0,2.0,3704.0,0,0.0,8.333,28.571,TweetGODRight,1,189.41825239041918,777158.7658659549
3802,0,244,0,2017,2023,108.0,53.0,121,0,1,10.0,8.0,170.0,1,0.5882352941176471,8.292,28.429,BarkBistro,1,3900.418252390419,780966.7658659549
3803,0,6146,1,2010,2023,268.0,502.0,15182,2,1,35.0,90.0,301493.0,1,0.1428571428571429,8.167,28.0,lasxano,1,3740.418252390419,780517.7658659549
3804,0,9645,0,2013,2023,1166.0,1314.0,1782,0,1,12.0,18.0,117066.0,0,0.0,6.417,22.0,Dai2xs_,1,2842.418252390419,779705.7658659549
3805,0,1258,1,2009,2023,1396.0,202.0,21811,2,1,0.0,74.0,773353.0,0,0.2142857142857143,8.292,28.429,momaggiec,1,2612.418252390419,780817.7658659549
3806,0,75992,1,2016,2023,814.0,375.0,221291,5,1,198.0,124.0,323552.0,1,0.1666666666666666,8.25,28.286,MakaiSleuth,1,3194.418252390419,780644.7658659549
3807,0,21570,0,2012,2023,291.0,280.0,17303,1,1,7.0,116.0,2395151.0,0,0.1176470588235294,7.917,27.143,caitlyn_16,1,3717.418252390419,780739.7658659549
3808,0,3798,1,2017,2023,4507.0,2025.0,10423,19,1,6.0,42.0,38264.0,1,0.0714285714285714,8.292,28.429,ramquistwrites,1,-498.5817476095808,778994.7658659549
3809,0,6634,0,2010,2023,22.0,1176896.0,2229,10893,2,5.0,0.0,14899.0,0,0.0,8.167,28.0,900_330,1,3986.418252390419,-395876.2341340451
3810,0,37797,1,2009,2023,591.0,109417.0,87,559,2,0.0,32.0,9059.0,1,0.5,8.292,28.429,LFranca,1,3417.418252390419,671602.7658659549
3811,0,23870,1,2009,2023,1616.0,426911.0,6625,4009,1,0.0,158.0,107289.0,1,0.1764705882352941,8.333,28.571,RealGilbert,1,2392.418252390419,354108.7658659549
3812,1,24303,1,2009,2023,4461.0,13003.0,5861,437,1,1.0,6.0,1032.0,1,0.75,8.333,28.571,CamronPR,1,-452.5817476095808,768016.7658659549
3813,1,2188,1,2012,2023,1.0,778486.0,104,5021,22,0.0,50.0,115955.0,0,0.9166666666666666,8.292,28.429,BAP_Youngjae,1,4007.418252390419,2533.7658659549197
3814,0,13469,1,2008,2023,6773.0,10400.0,1645,753,1,0.0,108.0,1276793.0,1,0.3333333333333333,8.292,28.429,acoolong,1,-2764.581747609581,770619.7658659549
3815,1,44766,1,2010,2023,3794.0,744429.0,33885,1638,2,34.0,14.0,21593.0,0,0.1538461538461538,8.333,28.571,IAMANITABAKER,1,214.41825239041918,36590.76586595492
3816,0,89531,1,2011,2023,773.0,5556.0,80620,0,1,20.0,62.0,68722.0,1,0.0666666666666666,8.125,27.857,Da_Nerdette,1,3235.418252390419,775463.7658659549
3817,0,239444,1,2009,2023,1045.0,1849912.0,20,1619,1,0.0,0.0,9.0,1,0.5,8.333,28.571,lindaikeji,1,2963.418252390419,-1068892.234134045
3818,1,4542,0,2009,2023,1088.0,91220.0,37723,593,1,4.0,72.0,21647.0,1,0.3333333333333333,8.333,28.571,Jax,1,2920.418252390419,689799.7658659549
3819,0,5829,1,2008,2023,749.0,766.0,4521,54,1,3.0,38.0,147707.0,0,0.1875,8.333,28.571,werdnagreb,1,3259.418252390419,780253.7658659549
3820,0,5734,0,2014,2023,212.0,306.0,35935,4,1,1.0,144.0,1885951.0,0,0.3571428571428571,7.542,25.857,BrianGalicia10,1,3796.418252390419,780713.7658659549
3821,1,22190,1,2008,2023,1656.0,127032.0,17644,578,10,25.0,72.0,161578.0,0,0.25,8.333,28.571,eltalcha,1,2352.418252390419,653987.7658659549
3822,0,2599,1,2013,2023,368.0,106.0,4375,4,1,0.0,102.0,2585309.0,0,0.8333333333333334,7.917,27.143,Heitz_,1,3640.418252390419,780913.7658659549
3823,0,36753,1,2011,2023,493.0,2100.0,14206,38,1,15.0,62.0,159205.0,0,0.0,8.292,28.429,liliorum,1,3515.418252390419,778919.7658659549
3824,1,14913,1,2009,2023,1890.0,10462.0,3992,299,1,0.0,66.0,50619.0,1,0.8125,8.292,28.429,kristindonnelly,1,2118.418252390419,770557.7658659549
3825,0,52390,0,2010,2023,4576.0,2246.0,37846,25,1,22.0,194.0,1440533.0,0,0.0,8.167,28.0,Kelseyf528,1,-567.5817476095808,778773.7658659549
3826,0,1801,1,2017,2023,141.0,10.0,18245,0,1,3.0,138.0,2338455.0,0,1.0,8.083,27.714,TheSamiSamKid,1,3867.418252390419,781009.7658659549
3827,1,10746,1,2009,2023,775.0,17017679.0,940,63689,1,4.0,14.0,107864.0,1,0.1428571428571429,8.292,28.429,aplusk,1,3233.418252390419,-16236659.234134044
3828,0,8259,1,2010,2023,162.0,1533391.0,460,377,14,1.0,30.0,35587.0,0,0.0833333333333333,8.333,28.571,Jirayu_jj,1,3846.418252390419,-752371.2341340451
3829,1,24224,1,2009,2023,5845.0,1366355.0,8480,4434,1,13.0,2.0,18983.0,1,0.9166666666666666,8.333,28.571,NathanSykes,1,-1836.5817476095808,-585335.2341340451
3830,0,6865,1,2013,2023,1972.0,1696.0,70396,26,1,2.0,180.0,2231776.0,0,0.1538461538461538,8.083,27.714,lapaintergirl,1,2036.4182523904192,779323.7658659549
3831,1,51257,1,2009,2023,891.0,36806712.0,1065,25120,1,33.0,68.0,208287.0,1,0.7272727272727273,8.292,28.429,wizkhalifa,1,3117.418252390419,-36025692.23413405
3832,0,4811,1,2012,2023,1644.0,764.0,11847,7,1,2.0,58.0,1219076.0,0,0.6923076923076923,8.25,28.286,Metsanity1122,1,2364.418252390419,780255.7658659549
3833,0,74497,0,2012,2023,693.0,5763.0,68757,104,1,34.0,170.0,124300.0,1,0.0,8.333,28.571,OmarHolmon,1,3315.418252390419,775256.7658659549
3834,0,88854,1,2011,2023,839.0,1459.0,14325,2,5,53.0,28.0,53266.0,1,0.1538461538461538,7.958,27.286,_carollsantos,1,3169.418252390419,779560.7658659549
3835,1,16569,1,2013,2023,1636.0,6660.0,5692,98,1,13.0,168.0,44113.0,1,0.36,8.333,28.571,HRWcanada,1,2372.418252390419,774359.7658659549
3836,1,6078,1,2008,2023,1105.0,41792.0,41235,117,1,2.0,88.0,295788.0,1,0.4117647058823529,8.333,28.571,mollyfitz,1,2903.418252390419,739227.7658659549
3837,1,15043,0,2009,2023,266.0,752539.0,6953,2150,8,0.0,70.0,195390.0,1,0.9230769230769232,8.25,28.286,YoncaEvcimik,1,3742.418252390419,28480.76586595492
3838,1,2243,1,2015,2023,709.0,2670.0,3563,87,1,5.0,172.0,61524.0,1,0.125,8.333,28.571,somogettynews,1,3299.418252390419,778349.7658659549
3839,0,9873,1,2011,2023,468.0,262.0,20063,25,2,0.0,30.0,718688.0,1,0.9090909090909092,8.208,28.143,RyanKoncar,1,3540.418252390419,780757.7658659549
3840,0,53956,1,2009,2023,440.0,1411.0,153,42,1,0.0,106.0,1028553.0,1,0.5,8.0,27.429,davidhanna,1,3568.418252390419,779608.7658659549
3841,0,2164,1,2011,2023,39.0,80.0,4223,0,1,1.0,26.0,545488.0,0,0.7,8.292,28.429,MikeBr47wn,1,3969.418252390419,780939.7658659549
3842,0,123,1,2009,2023,2969.0,1652.0,16501,54,1,1.0,24.0,6600.0,1,0.5882352941176471,4.333,14.857,ebethsorrell,1,1039.4182523904192,779367.7658659549
3843,0,1749,1,2008,2023,152.0,148.0,20457,0,1,3.0,50.0,809589.0,0,0.0999999999999999,8.333,28.571,armacost,1,3856.418252390419,780871.7658659549
3844,0,2443,1,2011,2023,1.0,445552.0,13,346,1,0.0,18.0,13137.0,1,0.7,8.25,28.286,gokhanozen,1,4007.418252390419,335467.7658659549
3845,0,28576,1,2009,2023,8004.0,49693.0,52847,83,1,15.0,170.0,2929218.0,1,0.2727272727272727,8.208,28.143,JadaBrevett,1,-3995.581747609581,731326.7658659549
3846,0,87306,1,2009,2023,580.0,606.0,5332,16,23,6.0,154.0,2012684.0,1,0.75,8.208,28.143,leslierojas,1,3428.418252390419,780413.7658659549
3847,0,1162,0,2010,2023,1362.0,82.0,17119,1,1,0.0,106.0,3880164.0,0,0.1666666666666666,8.25,28.286,kaleedoscope,1,2646.418252390419,780937.7658659549
3848,0,16058,0,2016,2023,51.0,645.0,14592,9,1,26.0,34.0,72943.0,1,0.0,8.292,28.429,37cycles,1,3957.418252390419,780374.7658659549
3849,1,171865,0,2009,2023,935.0,1370161.0,14789,7923,1,200.0,66.0,19931.0,1,0.9090909090909092,8.333,28.571,GQMagazine,1,3073.418252390419,-589141.2341340451
3850,0,9549,1,2009,2023,371.0,320.0,4612,2,1,24.0,4.0,6733.0,0,0.125,8.333,28.571,WhoaBrotato,1,3637.418252390419,780699.7658659549
3851,0,8225,0,2015,2023,74.0,95.0,8833,0,1,2.0,76.0,530099.0,0,0.0833333333333333,8.208,28.143,amartearsass,1,3934.418252390419,780924.7658659549
3852,0,9018,1,2011,2023,370.0,217.0,1190,11,1,3.0,10.0,3248.0,1,0.3846153846153846,8.333,28.571,therealCoast3,1,3638.418252390419,780802.7658659549
3853,0,35047,1,2010,2023,381.0,302025.0,12362,289,4,3.0,90.0,368270.0,1,0.5333333333333333,8.333,28.571,BENITOfz,1,3627.418252390419,478994.7658659549
3854,1,91909,0,2008,2023,2152.0,806211.0,17153,3450,1,34.0,38.0,20184.0,1,1.0,8.333,28.571,WNBA,1,1856.4182523904192,-25191.23413404508
3855,1,35103,1,2011,2023,406.0,771934.0,16996,857,8,141.0,126.0,499147.0,1,0.6,8.333,28.571,hakansukur,1,3602.418252390419,9085.76586595492
3856,1,65648,1,2009,2023,928.0,113728.0,76229,1155,1,84.0,14.0,31777.0,1,0.4166666666666666,8.292,28.429,bmkibler,1,3080.418252390419,667291.7658659549
3857,0,52806,1,2009,2023,2395.0,6632.0,63415,251,1,64.0,84.0,108942.0,1,0.1666666666666666,8.292,28.429,Gloeschi,1,1613.4182523904192,774387.7658659549
3858,1,117458,1,2008,2023,831.0,29261.0,1416,639,1,200.0,6.0,164.0,1,0.55,8.333,28.571,beaconjournal,1,3177.418252390419,751758.7658659549
3859,1,7220,1,2011,2023,3719.0,6771.0,7665,210,1,13.0,72.0,141571.0,1,0.9230769230769232,8.333,28.571,Lindsay_Stein,1,289.4182523904192,774248.7658659549
3860,1,90198,0,2011,2023,1521.0,9070712.0,56953,11578,3,199.0,172.0,3882.0,1,0.1428571428571429,8.292,28.429,AhlamAlShamsi,1,2487.418252390419,-8289692.234134045
3861,0,17075,1,2011,2023,396.0,515.0,35288,24,1,0.0,130.0,555101.0,0,1.0,7.958,27.286,CindeeeCeee,1,3612.418252390419,780504.7658659549
3862,0,85707,1,2013,2023,656.0,1224.0,10372,2,10,21.0,22.0,102886.0,0,0.0,7.917,27.143,AgusBeux,1,3352.418252390419,779795.7658659549
3863,1,5881,0,2009,2023,423.0,794254.0,1765,2163,10,3.0,8.0,2410.0,1,0.5384615384615384,8.333,28.571,iambetocuevas,1,3585.418252390419,-13234.23413404508
3864,0,5117,1,2012,2023,666.0,368.0,2556,1,10,0.0,140.0,746642.0,0,0.5333333333333333,6.958,23.857,germangarciasor,1,3342.418252390419,780651.7658659549
3865,0,11037,0,2007,2023,933.0,4017.0,7526,58,1,40.0,64.0,1102.0,1,0.0,8.167,28.0,windkoh,1,3075.418252390419,777002.7658659549
3866,0,11043,1,2011,2023,955.0,778.0,348550,5,1,12.0,70.0,1580797.0,0,0.0,8.125,27.857,TyanaSamaia,1,3053.418252390419,780241.7658659549
3867,1,16475,0,2009,2023,506.0,1456292.0,17343,6900,1,4.0,24.0,9298.0,1,0.7272727272727273,8.333,28.571,timminchin,1,3502.418252390419,-675272.2341340451
3868,0,55,1,2013,2023,1958.0,607.0,98554,9,1,0.0,28.0,347608.0,1,0.9285714285714286,1.792,6.143,DaysunPerkins,1,2050.418252390419,780412.7658659549
3869,0,15342,0,2017,2023,597.0,2174.0,62367,11,1,69.0,30.0,303078.0,0,0.3,8.333,28.571,BostonSuzM,1,3411.418252390419,778845.7658659549
3870,0,59418,1,2009,2023,1141.0,3044.0,149912,17,1,152.0,102.0,224074.0,1,0.4545454545454546,7.792,26.714,DerekBGayle,1,2867.418252390419,777975.7658659549
3871,0,2634,0,2017,2023,137.0,47.0,10391,0,1,0.0,8.0,196490.0,0,0.1999999999999999,8.333,28.571,CuntyMcCuntstie,1,3871.418252390419,780972.7658659549
3872,0,76629,1,2011,2023,791.0,1357.0,9679,1,1,0.0,42.0,408540.0,0,0.0,7.958,27.286,x__LadyKay,1,3217.418252390419,779662.7658659549
3873,0,55002,0,2010,2023,1525.0,638.0,84269,20,1,0.0,52.0,2560798.0,0,0.0833333333333333,8.167,28.0,Rhyuko,1,2483.418252390419,780381.7658659549
3874,1,7151,1,2009,2023,2140.0,1868373.0,1386,9424,1,11.0,30.0,152233.0,1,0.9285714285714286,8.333,28.571,David_Ornstein,1,1868.4182523904192,-1087353.234134045
3875,0,1338,0,2011,2023,993.0,214.0,6587,0,1,0.0,36.0,490173.0,0,0.7692307692307692,8.167,28.0,AlexisKroupa,1,3015.418252390419,780805.7658659549
3876,1,12536,0,2009,2023,118.0,836940.0,9995,5315,1,5.0,0.0,4085.0,1,0.9090909090909092,8.333,28.571,CrissAngel,1,3890.418252390419,-55920.23413404508
3877,1,17360,0,2010,2023,1506.0,33588.0,9685,868,1,2.0,10.0,498.0,1,0.5714285714285714,8.333,28.571,nadiamdrake,1,2502.418252390419,747431.7658659549
3878,1,9674,1,2012,2023,6608.0,12502.0,22675,113,1,7.0,160.0,230898.0,1,0.7692307692307692,8.333,28.571,rebeccacmyers,1,-2599.581747609581,768517.7658659549
3879,1,52244,1,2008,2023,2060.0,40770.0,18060,601,1,1.0,30.0,15743.0,1,0.3846153846153846,8.333,28.571,jenbrea,1,1948.4182523904192,740249.7658659549
3880,0,70803,1,2014,2023,117.0,101.0,56065,5,1,12.0,72.0,4701169.0,0,0.0,8.208,28.143,kookista,1,3891.418252390419,780918.7658659549
3881,0,1656,1,2009,2023,265.0,80.0,4796,2,1,7.0,0.0,6.0,0,0.0769230769230768,8.333,28.571,chapin1971,1,3743.418252390419,780939.7658659549
3882,1,9439,1,2007,2023,10057.0,11071.0,95715,873,1,17.0,34.0,82345.0,1,0.3571428571428571,4.917,16.857,leslie,1,-6048.581747609581,769948.7658659549
3883,1,187645,1,2009,2023,1653.0,177567.0,1707,5643,1,200.0,6.0,1194.0,1,0.5625,8.333,28.571,newrepublic,1,2355.418252390419,603452.7658659549
3884,1,391,0,2013,2023,0.0,4341867.0,4,1071,7,0.0,2.0,4758268.0,0,0.4,8.292,28.429,actorvijay,1,4008.418252390419,-3560847.234134045
3885,0,2284,1,2011,2023,1663.0,551.0,14073,6,1,2.0,4.0,1943.0,1,0.6923076923076923,8.292,28.429,TheGinaBrewer,1,2345.418252390419,780468.7658659549
3886,1,53793,1,2009,2023,1382.0,99186.0,52984,0,1,24.0,8.0,60616.0,1,0.1666666666666666,8.333,28.571,emtothea,1,2626.418252390419,681833.7658659549
3887,0,4125,1,2009,2023,373.0,88.0,1717,21,16,6.0,176.0,664121.0,0,0.3076923076923077,7.958,27.286,marco24980,1,3635.418252390419,780931.7658659549
3888,0,53171,1,2012,2023,2833.0,2429.0,33508,9,1,127.0,168.0,203724.0,0,0.0,8.333,28.571,_cantguard_2,1,1175.4182523904192,778590.7658659549
3889,1,26483,1,2007,2023,1737.0,165531.0,20032,2322,1,3.0,38.0,827.0,1,0.7058823529411764,8.292,28.429,strandbookstore,1,2271.418252390419,615488.7658659549
3890,1,12656,0,2009,2023,2443.0,271545.0,1440,915,10,0.0,48.0,17971.0,1,0.7857142857142857,8.333,28.571,aymaralorenzo,1,1565.4182523904192,509474.7658659549
3891,0,176202,1,2009,2023,390.0,544.0,24639,21,31,31.0,52.0,247181.0,0,0.0,8.333,28.571,fsp4ever,1,3618.418252390419,780475.7658659549
3892,0,62599,1,2013,2023,1100.0,1670.0,241332,14,1,42.0,196.0,1069575.0,1,0.0,8.292,28.429,Awkwardly_Joce,1,2908.418252390419,779349.7658659549
3893,0,1397,1,2013,2023,392.0,726.0,2615,7,1,0.0,126.0,52574.0,1,0.0,8.333,28.571,Local2029,1,3616.418252390419,780293.7658659549
3894,0,5949,1,2014,2023,800.0,903.0,8229,17,1,0.0,50.0,209296.0,0,0.1052631578947368,8.208,28.143,katie_harmoney,1,3208.418252390419,780116.7658659549
3895,0,16634,1,2009,2023,4990.0,3902.0,30726,81,1,40.0,96.0,100242.0,1,0.8571428571428572,8.333,28.571,EricDirnbach,1,-981.5817476095808,777117.7658659549
3896,0,43482,1,2014,2023,1609.0,614.0,255594,9,1,15.0,180.0,916474.0,0,0.0714285714285714,8.25,28.286,quantum_mystic,1,2399.418252390419,780405.7658659549
3897,1,947,1,2010,2023,2.0,3182236.0,1,9798,22,0.0,2.0,175761.0,1,0.4615384615384615,8.333,28.571,ActorLeeMinHo,1,4006.418252390419,-2401216.234134045
3898,1,4257,1,2009,2023,413.0,2229124.0,121,8625,1,5.0,8.0,51355.0,1,0.0555555555555555,8.333,28.571,kaj33,1,3595.418252390419,-1448104.234134045
3899,0,22942,1,2008,2023,1324.0,1970.0,4088,58,7,9.0,10.0,15647.0,1,0.1702127659574468,8.333,28.571,JulieRei,1,2684.418252390419,779049.7658659549
3900,1,14765,1,2009,2023,370.0,127125.0,7806,1578,1,40.0,32.0,39915.0,1,0.7058823529411764,8.25,28.286,BillPascrell,1,3638.418252390419,653894.7658659549
3901,1,68303,1,2010,2023,1075.0,2882444.0,1217,1882,1,2.0,4.0,1754.0,1,0.625,8.333,28.571,ahmadesseily,1,2933.418252390419,-2101424.234134045
3902,1,51654,1,2009,2023,5709.0,304483.0,12258,1814,10,35.0,106.0,22870.0,1,0.9375,8.333,28.571,MilagrosSocorro,1,-1700.5817476095808,476536.7658659549
3903,0,4575,1,2013,2023,1551.0,360.0,8191,31,1,7.0,30.0,39834.0,1,0.4166666666666666,8.25,28.286,ChuckHTF,1,2457.418252390419,780659.7658659549
