,verified,statuses,location,date_joined,most_recent_post,following,followers,likes,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_ssgtweets_by_day_of_week,account_type
1601,0,43229,0,2016,2023,220.0,314.0,33001,0,1,147.0,186.0,1179890.0,0,0.5,8.333,28.571,1
1602,0,133395,1,2014,0,231.0,4700.0,175757,101,0,0.0,0.0,0.0,0,0.2222222222222222,0.0,0.0,1
1603,0,27528,1,2009,2020,770.0,105632.0,3863,671,10,0.0,156.0,479096.0,1,0.8,8.167,28.0,1
1604,0,210,0,2008,2023,85.0,27.0,190,4,7,1.0,16.0,16171.0,0,0.0999999999999999,8.25,28.286,0
1605,0,3130,1,2013,2017,0.0,14.0,2291,0,1,0.0,126.0,273657.0,0,0.0,5.292,18.143,0
1606,0,68554,1,2009,2023,1094.0,558.0,4270,14,1,30.0,180.0,976641.0,0,0.1999999999999999,8.292,28.429,1
1607,0,24015,1,2009,2023,3625.0,3838.0,14807,295,1,9.0,82.0,158617.0,1,0.6428571428571428,8.333,28.571,1
1608,1,174396,1,2014,2023,6387.0,73612.0,156391,1707,1,199.0,36.0,20811.0,0,0.0,8.292,28.429,1
1609,0,27578,1,2009,2023,1061.0,414.0,46395,13,1,5.0,72.0,1282707.0,0,0.3333333333333333,8.208,28.143,1
1610,0,51731,1,2010,0,784.0,1575.0,58741,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1611,0,281,0,2016,2017,0.0,0.0,129,0,1,0.0,118.0,44289.0,0,0.5333333333333333,7.0,24.0,1
1612,0,4709,1,2010,2023,278.0,207.0,76,2,3,2.0,32.0,8456.0,0,0.0,8.25,28.286,0
1613,1,23735,1,2009,2023,812.0,2013138.0,2424,1244,8,109.0,90.0,112516.0,1,0.5,8.292,28.429,1
1614,0,1165,1,2016,2023,381.0,113.0,39431,0,1,1.0,50.0,419135.0,0,0.6,7.292,25.0,1
1615,0,6907,1,2015,2023,896.0,517.0,21054,11,1,3.0,92.0,646752.0,0,0.4545454545454546,8.208,28.143,1
1616,0,2408,1,2008,2017,7.0,8.0,1358,1,1,0.0,130.0,406630.0,0,1.0,5.417,18.571,1
1617,0,19671,0,2018,2023,72.0,311.0,137146,0,16,54.0,24.0,19424.0,0,0.4285714285714286,8.333,28.571,1
1618,0,16620,0,2009,2023,357.0,192274.0,50755,2012,13,8.0,14.0,7427.0,1,0.0,8.292,28.429,1
1619,0,3303,1,2013,2023,36.0,9.0,2384,1,5,0.0,126.0,313695.0,0,0.0909090909090909,5.375,18.429,0
1620,0,1966,0,2011,0,0.0,66.0,1344,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
1621,0,118,1,2009,2022,149.0,222.0,163,4,1,0.0,38.0,543521.0,0,0.3928571428571429,4.417,15.143,1
1622,0,5658,1,2011,2019,516.0,290.0,2300,4,9,0.0,138.0,445495.0,0,0.35,5.833,20.0,0
1623,0,4466,0,2016,2017,0.0,9.0,2496,0,1,0.0,136.0,321975.0,0,0.0,5.667,19.429,0
1624,1,29905,1,2008,2023,2407.0,124381.0,15378,3260,1,139.0,98.0,40266.0,0,0.9166666666666666,8.333,28.571,1
1625,0,3229,0,2012,2017,72.0,21.0,2291,1,1,0.0,134.0,308541.0,0,0.7857142857142857,5.625,19.286,0
1626,0,11754,1,2017,2023,968.0,245.0,152061,3,1,76.0,20.0,16233.0,0,0.6666666666666667,8.333,28.571,1
1627,0,7026,1,2010,0,278.0,4520.0,1529,107,0,0.0,0.0,0.0,0,0.9375,0.0,0.0,1
1628,1,11343,1,2010,2021,663.0,114123.0,68992,182,1,0.0,4.0,28082.0,1,0.0,8.292,28.429,1
1629,0,17069,1,2010,2020,155.0,137.0,2349,2,4,0.0,0.0,1.0,0,0.0,8.333,28.571,1
1630,1,20390,1,2011,2022,3852.0,79885.0,9987,1652,1,0.0,2.0,4558.0,1,0.4117647058823529,8.333,28.571,1
1631,0,58568,0,2012,2023,484.0,751.0,1329,3,1,0.0,118.0,1184924.0,0,0.1428571428571429,7.417,25.429,1
1632,0,18,0,2008,0,249.0,790.0,8190,18,0,0.0,0.0,0.0,0,0.4,0.0,0.0,1
1633,0,8722,0,2009,2023,323.0,318.0,5549,3,1,0.0,22.0,1006.0,0,0.375,8.292,28.429,1
1634,0,4021,1,2015,2017,60.0,22.0,3512,23,1,0.0,190.0,65248.0,0,0.8235294117647058,7.958,27.286,0
1635,0,16951,1,2010,2023,529.0,126.0,3480,6,1,18.0,8.0,10559.0,0,0.1666666666666666,8.292,28.429,1
1636,1,13959,0,2012,2023,174.0,3280818.0,12085,3383,3,1.0,54.0,9156.0,1,0.0,8.25,28.286,1
1637,0,1247,0,2009,2017,0.0,19.0,885,0,1,0.0,136.0,331348.0,0,0.7692307692307692,5.708,19.571,0
1638,1,2209,1,2008,2023,81.0,1012477.0,1217,737,9,1.0,16.0,18565.0,1,0.75,8.333,28.571,1
1639,0,2554,1,2012,2017,0.0,45.0,2070,2,1,0.0,124.0,295078.0,0,0.1666666666666666,5.208,17.857,1
1640,0,1979,1,2013,2022,65.0,44336.0,11978,103,1,0.0,56.0,390142.0,0,0.0,8.292,28.429,1
1641,1,41277,1,2009,2023,1318.0,1150756.0,18948,5695,1,5.0,46.0,395761.0,1,0.9333333333333332,8.292,28.429,1
1642,0,2077,0,2012,2017,0.0,2.0,1390,0,1,0.0,150.0,462541.0,0,0.1999999999999999,6.292,21.571,0
1643,0,256,0,2017,2017,0.0,1.0,131,1,1,0.0,134.0,134450.0,0,0.0,6.583,22.571,1
1644,0,4131,1,2014,2023,1661.0,918.0,2201,30,1,1.0,124.0,334675.0,0,0.9090909090909092,8.167,28.0,1
1645,0,9298,0,2010,2021,87.0,12.0,1087,0,1,0.0,130.0,325381.0,0,0.1875,5.5,18.857,1
1646,0,24,0,2017,2018,0.0,5.0,18,0,1,0.0,20.0,226322.0,0,0.0,0.875,3.0,0
1647,1,5892,0,2009,2023,365.0,198156.0,4872,890,1,0.0,60.0,75633.0,0,0.6666666666666667,8.333,28.571,1
1648,0,25636,0,2012,2023,1199.0,850.0,5672,1,16,1.0,176.0,3006.0,0,0.6666666666666667,8.333,28.571,0
1649,0,80061,1,2014,2023,4601.0,4445.0,82421,159,1,4.0,126.0,31282.0,0,0.2857142857142857,8.292,28.429,1
1650,0,2221,1,2011,0,334.0,35.0,1591,0,0,0.0,0.0,0.0,0,0.0666666666666666,0.0,0.0,0
1651,0,13314,1,2010,2023,817.0,1000.0,26943,1,1,12.0,40.0,255107.0,1,0.5,8.333,28.571,1
1652,0,30176,1,2010,2023,811.0,823.0,5025,10,1,0.0,150.0,10173264.0,1,0.5833333333333333,8.208,28.143,1
1653,0,2698,0,2013,2022,167.0,212.0,15305,1,1,0.0,140.0,1299874.0,0,0.0,5.917,20.286,0
1654,0,3232,1,2012,2018,267.0,307.0,708,0,1,0.0,112.0,523951.0,0,0.1578947368421053,6.5,22.286,0
1655,0,888,1,2008,0,56.0,470.0,386,7,0,0.0,0.0,0.0,1,0.1818181818181817,0.0,0.0,1
1656,0,130,0,2009,2018,0.0,21.0,563,0,41,0.0,74.0,155730.0,0,0.25,4.917,16.857,0
1657,0,76831,0,2012,2023,203.0,1074.0,3342,5,9,16.0,10.0,65738.0,0,0.7777777777777778,8.25,28.286,0
1658,1,13445,0,2009,2023,214.0,2601811.0,9201,3203,10,7.0,122.0,15979.0,1,0.0833333333333333,8.25,28.286,1
1659,0,36594,1,2012,2023,188.0,901.0,4835,31,1,3.0,34.0,515512.0,1,0.2307692307692307,8.333,28.571,1
1660,0,1326,0,2016,2017,36.0,10.0,1326,0,1,0.0,36.0,12169.0,0,0.0666666666666666,1.542,5.286,0
1661,0,4010,1,2011,2017,0.0,79.0,2066,2,37,0.0,144.0,491809.0,1,0.0714285714285714,6.042,20.714,0
1662,0,171,1,2017,2017,14.0,24.0,28,0,1,0.0,80.0,12224.0,0,0.1333333333333333,3.375,11.571,0
1663,0,3324,1,2013,2022,53.0,2.0,1976,2,1,0.0,34.0,108467.0,0,0.2142857142857143,7.292,25.0,0
1664,1,3277,0,2011,2019,3.0,107109.0,571,445,1,0.0,78.0,340599.0,0,0.8125,8.292,28.429,1
1665,0,3199,1,2010,2017,31.0,24.0,2266,0,1,0.0,130.0,307474.0,0,0.0769230769230768,5.458,18.714,0
1666,0,1938,1,2009,2021,46.0,8.0,1325,0,1,0.0,130.0,414737.0,1,0.25,5.583,19.143,0
1667,0,8430,0,2015,2017,1110.0,535.0,624,1,3,0.0,32.0,36.0,0,0.3,8.333,28.571,0
1668,0,128,0,2014,2018,0.0,90.0,787,1,20,0.0,76.0,473575.0,0,0.0,4.75,16.286,0
1669,1,13114,0,2012,2023,1758.0,2221343.0,21910,1004,3,75.0,98.0,59784.0,1,0.0,8.25,28.286,1
1670,0,37971,1,2013,2023,636.0,915.0,12021,8,1,0.0,48.0,433077.0,0,0.0,7.792,26.714,1
1671,0,26090,1,2012,2022,686.0,1023.0,12462,0,10,0.0,58.0,332809.0,0,0.0714285714285714,7.833,26.857,1
1672,1,862,1,2015,2022,52.0,11073.0,148,61,1,0.0,34.0,24882.0,1,0.6666666666666667,8.333,28.571,1
1673,0,54,0,2014,2018,0.0,1.0,221,0,1,0.0,32.0,46532.0,0,0.1538461538461538,2.083,7.143,0
1674,0,27136,1,2014,2023,356.0,650.0,18794,3,1,20.0,164.0,1790870.0,1,0.0,8.167,28.0,0
1675,0,78,0,2012,2018,0.0,15.0,384,0,1,0.0,38.0,108388.0,0,0.1999999999999999,2.833,9.714,0
1676,1,53949,1,2009,2023,1428.0,11599587.0,1140,9597,1,0.0,140.0,367364.0,0,0.5555555555555556,8.0,27.429,1
1677,0,2286,1,2008,2020,788.0,213.0,3059,1,1,0.0,72.0,304063.0,1,0.1333333333333333,7.042,24.143,1
1678,1,145060,1,2008,2023,167.0,2135479.0,2068,20646,1,7.0,20.0,16407.0,1,0.25,8.333,28.571,0
1679,0,20,0,2014,2018,5.0,3.0,672,0,35,0.0,6.0,18987.0,0,0.0,0.708,2.429,0
1680,0,10842,1,2010,2023,372.0,405.0,81042,9,1,12.0,64.0,900557.0,1,0.7,8.333,28.571,1
1681,0,3271,1,2011,2017,0.0,30.0,2181,2,1,0.0,122.0,289399.0,1,0.5,5.125,17.571,0
1682,1,3037,0,2010,2023,237.0,2590623.0,955,21032,1,4.0,6.0,31341.0,1,0.6428571428571428,8.333,28.571,1
1683,1,20433,1,2011,2023,9572.0,474130.0,24402,407,15,0.0,46.0,791.0,1,0.7857142857142857,8.292,28.429,1
1684,0,257,0,2017,2017,0.0,0.0,141,0,1,0.0,144.0,99410.0,0,0.0,6.625,22.714,1
1685,0,245852,1,2010,2023,54163.0,73154.0,48465,70,1,72.0,26.0,17672.0,0,0.8333333333333334,8.333,28.571,1
1686,1,55619,0,2010,2023,937.0,76831.0,12511,908,1,3.0,98.0,4945.0,1,0.375,8.333,28.571,1
1687,0,7190,1,2013,2022,311.0,445.0,5575,5,1,0.0,64.0,298826.0,1,0.3333333333333333,7.917,27.143,1
1688,0,65562,1,2016,2018,1594.0,1562.0,46731,87,2,0.0,80.0,130983.0,1,0.9166666666666666,7.917,27.143,1
1689,0,662,0,2009,2023,771.0,200.0,1468,0,1,2.0,34.0,108208.0,1,0.0909090909090909,8.333,28.571,1
1690,0,738,0,2010,2017,99.0,10.0,496,2,1,0.0,122.0,308526.0,0,0.1111111111111111,5.167,17.714,0
1691,1,16081,1,2009,2023,144.0,8723431.0,8606,11977,9,15.0,30.0,20660.0,1,0.1999999999999999,8.333,28.571,1
1692,0,1681,0,2012,2017,43.0,3.0,1221,0,7,0.0,94.0,322778.0,0,0.0833333333333333,3.917,13.429,0
1693,0,7832,1,2012,2023,449.0,126.0,45740,3,1,35.0,8.0,14899.0,1,0.0833333333333333,8.333,28.571,0
1694,0,1425,1,2013,2023,188.0,190.0,1005,10,1,0.0,138.0,4071.0,0,0.75,8.333,28.571,1
1695,0,3306,1,2016,2017,0.0,16.0,2318,2,1,0.0,140.0,306234.0,0,0.1666666666666666,5.875,20.143,0
1696,0,12,0,2012,2018,0.0,12.0,5,0,1,0.0,6.0,20563.0,0,0.8461538461538461,0.292,1.0,0
1697,0,52702,0,2009,2023,564.0,637.0,2179,7,1,2.0,22.0,692875.0,1,0.0,8.208,28.143,1
1698,0,401,0,2017,2017,0.0,0.0,51,0,3,0.0,140.0,32543.0,0,0.0,5.875,20.143,0
1699,0,26148,1,2007,2023,3168.0,1008.0,70977,26,1,19.0,48.0,34710.0,0,0.4,8.333,28.571,1
1700,0,134,0,2017,2017,0.0,0.0,16,0,3,0.0,112.0,68994.0,0,0.0,4.708,16.143,0
1701,0,14580,1,2007,2023,3204.0,1078.0,8257,128,1,9.0,10.0,3817.0,1,0.7272727272727273,8.333,28.571,1
1702,0,2987,1,2009,2021,199.0,76.0,1951,2,1,0.0,136.0,453775.0,0,0.2857142857142857,5.75,19.714,0
1703,1,4965,1,2009,2023,810.0,1187290.0,5735,1991,1,5.0,94.0,7386.0,1,0.7,8.292,28.429,1
1704,1,12004,1,2011,2023,1619.0,3282.0,12406,46,1,8.0,132.0,12276.0,1,0.8,8.333,28.571,1
1705,0,761,1,2009,2023,280.0,32.0,1386,1,1,0.0,40.0,963878.0,0,0.5714285714285714,8.208,28.143,1
1706,0,39778,1,2009,2023,386.0,681.0,21420,0,1,15.0,60.0,474129.0,0,0.5333333333333333,8.25,28.286,1
1707,0,1056,1,2016,2023,298.0,79.0,427,0,1,3.0,24.0,432861.0,0,0.0714285714285714,5.375,18.429,1
1708,0,169,0,2016,2017,0.0,0.0,71,0,18,0.0,106.0,259066.0,0,0.8666666666666667,6.125,21.0,1
1709,0,70702,0,2009,2023,4887.0,761.0,37570,23,1,35.0,52.0,31196.0,0,1.0,8.333,28.571,1
1710,0,1225,1,2016,0,93.0,24.0,2100,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1711,0,144,0,2016,2017,0.0,0.0,63,0,9,0.0,92.0,267988.0,0,0.3571428571428571,5.458,18.714,1
1712,0,3076,0,2014,2023,229.0,47.0,3713,0,1,1.0,168.0,2913704.0,0,0.4444444444444444,7.125,24.429,0
1713,0,1135,1,2014,2017,0.0,2.0,1103,8,1,0.0,178.0,82910.0,1,0.4285714285714286,7.5,25.714,0
1714,0,529,1,2017,2022,120.0,120.0,1539,2,1,0.0,102.0,175726.0,0,0.3157894736842105,8.333,28.571,1
1715,0,1731,0,2015,2018,55.0,4.0,1266,1,13,0.0,146.0,482693.0,0,0.3333333333333333,6.125,21.0,0
1716,0,2710,0,2014,2023,359.0,65.0,39013,0,1,7.0,12.0,132962.0,0,0.9285714285714286,8.333,28.571,1
1717,0,66856,1,2013,2023,5245.0,4764.0,125243,73,1,12.0,132.0,1315327.0,1,0.75,8.333,28.571,1
1718,0,3106,1,2012,2018,375.0,7908.0,260,7,2,0.0,0.0,5.0,1,0.9375,8.333,28.571,1
1719,0,100,0,2017,2017,0.0,0.0,7,0,3,0.0,90.0,42668.0,0,0.0,3.75,12.857,0
1720,1,2910,0,2013,2023,346.0,706057.0,1341,647,10,7.0,30.0,6217.0,0,0.8571428571428572,8.333,28.571,1
1721,0,426,0,2017,2017,0.0,2.0,229,1,18,0.0,144.0,86933.0,0,0.0,7.0,24.0,1
1722,0,34724,1,2009,0,866.0,1392.0,4839,6,0,0.0,0.0,0.0,1,0.3846153846153846,0.0,0.0,1
1723,0,651,1,2015,2015,1043.0,398.0,93,3,1,0.0,20.0,287.0,1,0.6666666666666667,8.083,27.714,0
1724,0,2243,1,2015,2022,694.0,190.0,7285,1,1,0.0,50.0,380478.0,0,0.4375,8.083,27.714,1
1725,1,1693,1,2016,2023,11746.0,10910.0,1237,60,1,0.0,124.0,1357002.0,1,0.4,8.333,28.571,1
1726,0,3470,0,2014,2023,675.0,207.0,6928,11,1,3.0,184.0,102077.0,1,0.1666666666666666,8.333,28.571,1
1727,1,251079,1,2009,2023,602.0,347930.0,438,3649,1,200.0,0.0,187.0,1,0.9375,8.333,28.571,1
1728,1,46598,1,2009,2023,2838.0,15803.0,18643,761,1,43.0,84.0,133476.0,1,0.5384615384615384,8.333,28.571,1
1729,0,25386,0,2013,2023,562.0,1264.0,60040,4,1,2.0,114.0,754402.0,1,0.1999999999999999,7.75,26.571,1
1730,0,23534,1,2009,2023,970.0,1628.0,84155,21,1,24.0,62.0,178077.0,1,0.0,8.125,27.857,1
1731,0,1313,0,2009,2017,94.0,10.0,878,0,1,0.0,136.0,283322.0,0,0.0769230769230768,5.708,19.571,0
1732,1,8233,1,2009,2023,3743.0,1670592.0,6283,2331,1,0.0,88.0,941788.0,0,0.9090909090909092,8.167,28.0,1
1733,1,9920,1,2010,2023,235.0,3853613.0,32126,1437,1,2.0,6.0,92362.0,1,0.4666666666666667,8.333,28.571,1
1734,0,12071,1,2010,2023,2376.0,2887.0,45756,83,1,57.0,44.0,36044.0,1,0.368421052631579,8.292,28.429,1
1735,0,6486,1,2011,2023,1956.0,449.0,8100,113,1,0.0,54.0,2257.0,1,0.4666666666666667,8.25,28.286,0
1736,0,58295,1,2010,2023,310.0,307.0,39129,1,1,0.0,102.0,911587.0,0,0.0,8.083,27.714,1
1737,0,90215,0,2015,2023,4976.0,2026.0,13775,54,13,2.0,172.0,6581121.0,0,0.0,8.333,28.571,0
1738,0,701,1,2010,2017,0.0,35.0,1901,1,2,0.0,132.0,341773.0,0,0.0909090909090909,5.583,19.143,0
1739,1,14727,1,2008,2023,7377.0,4636.0,16241,82,1,20.0,108.0,225294.0,1,0.7692307692307692,8.333,28.571,1
1740,0,1258,0,2012,2017,0.0,15.0,76,0,1,0.0,92.0,683900.0,0,0.1999999999999999,8.0,27.429,1
1741,1,21666,0,2010,2023,388.0,236454.0,51456,1965,1,32.0,2.0,18000.0,1,0.7692307692307692,8.333,28.571,1
1742,0,229,1,2013,2015,19513.0,3313.0,622,31,1,0.0,168.0,7013.0,1,0.6,8.292,28.429,1
1743,0,23,0,2012,2017,0.0,7.0,27,0,1,0.0,8.0,23383.0,0,1.0,0.708,2.429,0
1744,0,8307,1,2009,2017,0.0,2218.0,1613,0,1,0.0,126.0,389732.0,0,0.6363636363636364,5.292,18.143,1
1745,0,9153,0,2016,2022,1.0,44.0,0,16,1,0.0,0.0,3.0,0,0.7857142857142857,8.333,28.571,0
1746,0,109386,1,2016,2018,4.0,22.0,752,5,1,0.0,0.0,1.0,0,1.0,8.333,28.571,0
1747,0,6011,0,2015,2022,197.0,341.0,3310,0,1,0.0,68.0,373251.0,0,0.0,7.708,26.429,1
1748,0,6825,0,2009,2018,127.0,26811.0,42,272,1,0.0,2.0,134.0,1,0.8,8.333,28.571,1
1749,1,1441,0,2014,2023,185.0,81340.0,32,461,1,2.0,38.0,37205.0,1,0.75,8.333,28.571,1
1750,0,23515,1,2014,2023,1462.0,2661.0,26681,108,1,0.0,32.0,73085.0,1,0.1428571428571429,8.333,28.571,1
1751,0,19245,1,2016,2019,1828.0,199.0,64594,1,1,0.0,154.0,3284019.0,0,0.8461538461538461,7.75,26.571,1
1752,0,5592,1,2012,2017,0.0,416.0,1149,2,3,0.0,136.0,447167.0,1,0.2727272727272727,5.708,19.571,1
1753,1,9953,1,2008,2023,130.0,476318.0,118,893,1,3.0,8.0,22487.0,0,0.9090909090909092,8.333,28.571,1
1754,0,13670,1,2010,2022,433.0,1614.0,11317,30,1,0.0,46.0,529581.0,1,0.1538461538461538,8.333,28.571,1
1755,0,31,0,2013,2022,184.0,2.0,469,0,1,0.0,0.0,0.0,0,0.0,1.25,4.286,1
1756,0,201,0,2016,2017,0.0,0.0,87,0,1,0.0,134.0,272728.0,0,0.4444444444444444,7.208,24.714,1
1757,0,7615,1,2010,2023,410.0,742.0,30197,4,12,55.0,10.0,4253.0,1,0.875,8.333,28.571,1
1758,0,3041,0,2009,2017,21.0,3.0,2005,0,1,0.0,144.0,455587.0,0,0.0,6.042,20.714,0
1759,0,31612,1,2011,2017,1547.0,513.0,115,73,1,0.0,162.0,3688.0,0,0.7272727272727273,6.792,23.286,0
1760,0,4852,1,2015,2023,753.0,673.0,14467,54,1,5.0,140.0,736789.0,0,0.6666666666666667,8.292,28.429,1
1761,0,2321,1,2017,2023,690.0,114.0,4490,3,1,8.0,78.0,893.0,1,0.5833333333333333,8.167,28.0,1
1762,0,1515,1,2014,2023,4596.0,4712.0,3025,42,1,0.0,78.0,254235.0,1,0.0909090909090909,8.292,28.429,1
1763,0,13266,1,2011,2023,110.0,180.0,58827,3,1,9.0,122.0,1293143.0,1,0.2727272727272727,8.083,27.714,1
1764,0,76776,0,2014,2023,147.0,1126.0,20026,14,10,57.0,136.0,204847.0,0,0.1176470588235294,8.292,28.429,1
1765,0,4,1,2014,2015,115.0,115.0,28,0,1,0.0,0.0,2.0,0,0.25,0.042,0.143,1
1766,0,1629,1,2013,2022,1410.0,1405.0,14246,60,1,0.0,150.0,399871.0,1,0.1875,8.208,28.143,1
1767,0,67,0,2015,0,186.0,32.0,290,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1768,0,2187,1,2012,2017,101.0,3.0,2180,1,1,0.0,12.0,8718.0,0,0.4666666666666667,0.5,1.714,0
1769,0,2077,1,2012,2023,8057.0,10124.0,5805,2,1,9.0,80.0,159966.0,0,0.6111111111111112,8.042,27.571,1
1770,0,5,0,2014,2022,7.0,10.0,162,0,13,0.0,0.0,0.0,0,0.9090909090909092,0.208,0.714,0
1771,0,6676,0,2009,2023,770.0,685.0,19354,23,1,11.0,24.0,3097.0,0,0.5384615384615384,8.333,28.571,1
1772,1,30029,1,2012,2023,1775.0,17543.0,3097,145,3,61.0,120.0,53200.0,1,0.4,8.333,28.571,1
1773,0,1209,0,2013,2018,24.0,10.0,975,0,4,0.0,132.0,232208.0,0,0.8571428571428572,5.583,19.143,0
1774,1,9529,0,2011,2022,196.0,176945.0,6058,416,16,0.0,186.0,355.0,1,0.2631578947368421,8.25,28.286,1
1775,1,30574,1,2012,2023,3096.0,834717.0,11000,6767,25,87.0,20.0,110123.0,0,0.4117647058823529,8.333,28.571,1
1776,0,752,0,2015,2017,68.0,4.0,341,0,17,0.0,166.0,44788.0,0,0.0625,7.167,24.571,1
1777,1,494,0,2009,2023,60.0,1869673.0,14402,6602,1,0.0,94.0,2183697.0,1,0.7,4.25,14.571,1
1778,1,6699,0,2010,2023,762.0,1209626.0,14218,1611,10,0.0,92.0,623862.0,0,0.9285714285714286,8.333,28.571,1
1779,0,394,0,2015,2021,211.0,28.0,5555,0,1,0.0,34.0,867872.0,0,0.1111111111111111,8.292,28.429,1
1780,0,9397,1,2009,2023,1618.0,3886.0,5542,96,1,4.0,56.0,6374.0,1,0.5263157894736843,8.292,28.429,1
1781,0,6404,1,2015,2016,2.0,169.0,63,5,1,0.0,0.0,197.0,1,0.6842105263157895,8.333,28.571,0
1782,0,12867,0,2011,0,38.0,84905.0,10614,138,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1783,0,713,0,2017,2017,0.0,2.0,375,0,1,0.0,138.0,63988.0,0,0.4,6.542,22.429,1
1784,0,3275,0,2018,2022,1.0,2054.0,0,0,1,0.0,0.0,91.0,1,0.1739130434782608,8.333,28.571,0
1785,1,17957,1,2011,2023,30924.0,3232107.0,5112,5093,1,5.0,14.0,72011.0,1,0.9166666666666666,8.292,28.429,1
1786,0,26349,1,2009,2023,236743.0,215852.0,18520,2002,1,0.0,190.0,76938.0,1,0.2666666666666667,8.042,27.571,1
1787,0,1792,1,2012,2014,37.0,52760.0,6138,237,1,0.0,0.0,31335.0,1,0.6,8.333,28.571,1
1788,0,18020,1,2011,2023,667.0,766.0,18829,64,1,7.0,92.0,179222.0,0,0.1666666666666666,8.333,28.571,1
1789,0,152545,1,2011,2023,1988.0,6624.0,75693,27,1,195.0,80.0,133341.0,1,0.0714285714285714,8.125,27.857,1
1790,0,1581,0,2012,2019,16.0,75.0,1402,0,16,0.0,194.0,20115.0,0,0.2222222222222222,8.125,27.857,0
1791,1,4608,1,2011,2022,0.0,3608058.0,5882,1981,10,0.0,130.0,53645.0,0,0.6923076923076923,7.708,26.429,1
1792,0,149586,1,2009,2023,393654.0,380720.0,77247,409,1,40.0,76.0,22709.0,1,0.1428571428571429,8.208,28.143,1
1793,0,64608,1,2010,2023,384.0,1178.0,740,31,13,4.0,26.0,49502.0,1,0.0,8.333,28.571,1
1794,0,2777,1,2011,2017,0.0,29.0,1847,2,1,0.0,140.0,434840.0,0,0.2307692307692307,5.833,20.0,0
1795,0,5818,0,2014,2019,14.0,39.0,178,3,1,0.0,0.0,3520.0,0,1.0,8.333,28.571,0
1796,1,104140,1,2009,2023,1905.0,708800.0,15841,1921,10,66.0,126.0,100506.0,1,0.1428571428571429,8.333,28.571,1
1797,0,34,0,2011,2018,0.0,2.0,224,0,34,0.0,20.0,642.0,0,0.1999999999999999,1.333,4.571,0
1798,1,867,1,2015,2022,298.0,1831925.0,1844,458,3,0.0,50.0,32851.0,1,0.7,8.333,28.571,1
1799,1,20454,1,2009,2023,589.0,93858.0,12771,231,1,0.0,36.0,376376.0,0,0.75,8.25,28.286,1
1800,0,2062,1,2012,2023,475.0,141.0,20841,5,1,0.0,120.0,517945.0,0,0.2666666666666667,7.958,27.286,1
1801,1,358,1,2009,2023,0.0,1360633.0,1,5986,4,0.0,10.0,525663.0,1,0.625,8.292,28.429,1
1802,0,114885,0,2017,2023,265.0,195.0,126359,1,22,188.0,164.0,1734037.0,1,0.0,7.833,26.857,1
1803,0,3100,1,2012,2017,0.0,18.0,2219,0,1,0.0,140.0,320726.0,0,0.5384615384615384,5.833,20.0,0
1804,0,1700,0,2011,2023,243.0,73.0,7396,1,1,0.0,156.0,546621.0,0,0.1538461538461538,8.208,28.143,1
1805,0,3,0,2015,2018,14.0,0.0,10,0,34,0.0,0.0,2.0,0,0.6666666666666667,0.042,0.143,0
1806,0,5976,1,2016,2023,916.0,312.0,9943,3,1,3.0,56.0,196525.0,0,0.6666666666666667,8.167,28.0,1
1807,0,108,1,2017,2017,0.0,0.0,7,2,1,0.0,82.0,12953.0,0,0.0,3.458,11.857,0
1808,0,70841,0,2011,2023,395.0,175.0,92393,0,1,199.0,112.0,250580.0,0,0.0,8.292,28.429,1
1809,1,5255,0,2009,2023,217.0,653265.0,2781,1060,16,0.0,4.0,39616.0,1,1.0,8.333,28.571,1
1810,1,29492,1,2009,2023,551.0,62392.0,1211,1006,10,0.0,34.0,125.0,1,0.9230769230769232,8.292,28.429,1
1811,0,810,1,2017,2023,863.0,48.0,531,0,42,0.0,110.0,276441.0,0,0.1176470588235294,5.708,19.571,0
1812,0,2184,1,2012,2017,115.0,5.0,2179,2,1,0.0,12.0,8718.0,0,0.5,0.5,1.714,0
1813,1,71057,1,2008,2023,4363.0,892482.0,7353,2388,1,182.0,2.0,7191.0,1,0.9285714285714286,8.333,28.571,1
1814,0,291,0,2010,2021,311.0,13.0,1226,3,21,0.0,6.0,48589.0,0,0.7272727272727273,0.458,1.571,0
1815,0,21751,1,2014,2023,312.0,625.0,25488,7,2,3.0,32.0,234280.0,0,0.5,8.333,28.571,1
1816,1,18531,1,2010,2023,5711.0,40997698.0,823,99996,1,41.0,22.0,1065089.0,1,0.4615384615384615,8.333,28.571,1
1817,0,120,0,2010,2017,0.0,3.0,90,0,1,0.0,66.0,445400.0,0,0.0,2.792,9.571,0
1818,0,781,1,2010,2017,167.0,60.0,505,0,1,0.0,130.0,266542.0,0,0.2222222222222222,5.417,18.571,0
1819,0,3096,1,2009,2017,0.0,11.0,2285,1,1,0.0,126.0,283079.0,0,0.2222222222222222,5.25,18.0,0
