,verified,statuses,location,date_joined,most_recent_post,following,followers,likes,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_ssgtweets_by_day_of_week,account_type
57,0,18517,1,2010,2023,980.0,1700.0,19094,82,1,4.0,18.0,41041.0,0,0.0,8.333,28.571,1
58,0,776,0,2017,2017,0.0,0.0,361,0,1,0.0,136.0,57021.0,0,0.1111111111111111,6.458,22.143,1
59,0,1761,1,2017,2017,212.0,139.0,1282,0,7,0.0,146.0,177977.0,0,0.8,6.167,21.143,1
60,0,47140,1,2014,2023,45543.0,48611.0,45403,34,1,4.0,144.0,617553.0,0,0.2857142857142857,8.333,28.571,1
61,0,2831,1,2009,2023,296.0,106.0,55942,2,1,10.0,130.0,377085.0,0,0.9090909090909092,8.25,28.286,1
62,1,4474,1,2011,2020,674.0,37756.0,1480,439,1,0.0,40.0,5979.0,1,0.7692307692307692,8.292,28.429,1
63,0,182,0,2017,2017,0.0,0.0,126,0,1,0.0,124.0,334025.0,0,0.0,6.333,21.714,1
64,1,4340,0,2009,2023,525.0,960642.0,1948,2147,2,1.0,10.0,43341.0,0,0.125,8.292,28.429,1
65,0,2890,0,2011,2023,266.0,104.0,6352,4,1,4.0,24.0,134588.0,0,0.0,8.333,28.571,1
66,1,2454,0,2010,2023,333.0,821568.0,2425,807,10,1.0,36.0,7182.0,1,0.7142857142857143,8.333,28.571,1
67,0,3389,0,2008,2017,0.0,23.0,2331,1,1,0.0,136.0,341564.0,0,0.0,5.667,19.429,0
68,0,208183,1,2012,2023,8595.0,1065352.0,31308,2314,10,200.0,76.0,11411.0,1,0.65,8.333,28.571,1
69,0,3142,0,2012,2017,0.0,108.0,2232,0,1,0.0,126.0,340192.0,0,0.3846153846153846,5.292,18.143,0
70,0,2052,1,2013,0,93.0,26.0,1906,1,0,0.0,0.0,0.0,1,0.9,0.0,0.0,0
71,0,73708,1,2011,2023,5503.0,5016.0,161333,104,1,10.0,164.0,218000.0,0,0.1999999999999999,8.208,28.143,1
72,0,420,0,2015,2022,468.0,91.0,197,0,1,0.0,0.0,2.0,0,0.4615384615384615,8.333,28.571,0
73,0,220,0,2012,2017,1246.0,15.0,34,1,1,0.0,136.0,553661.0,0,1.0,7.667,26.286,1
